FIELD,CALIB,ZP_U,ZP_F378,ZP_F395,ZP_F410,ZP_F430,ZP_G,ZP_F515,ZP_R,ZP_F660,ZP_I,ZP_F861,ZP_Z
HYDRA_0066,Calibration_XPSP,20.8739,20.2283,20.2725,21.1797,21.3241,23.5985,21.5306,23.5835,21.0552,23.314,21.5961,22.7353
HYDRA_0066,Calibration_iDR5_3_Main,20.8668,20.231,20.2752,21.1824,21.3268,23.6012,21.5333,23.5862,21.0579,23.3167,21.5988,22.738
HYDRA_0067,Calibration_XPSP_GAIA3,20.9337,20.3047,20.3399,21.2393,21.3793,23.6586,21.5803,23.6404,21.1118,23.3686,21.6476,22.8004
HYDRA_0067,Calibration_XPSP,20.93877,20.30467,20.33987,21.23927,21.37927,23.65857,21.58027,23.64037,21.11177,23.36857,21.64757,22.80037
HYDRA_0067,Calibration_iDR5_3_Main,20.9363,20.3073,20.3425,21.2419,21.3819,23.6612,21.5829,23.643,21.1144,23.3712,21.6502,22.803
HYDRA_0068,Calibration_iDR5_3_Main,20.8086,20.2159,20.2567,21.1655,21.2974,23.5919,21.5308,23.6221,21.106,23.369,21.6498,22.7995
HYDRA_0071,Calibration_XPSP_GAIA3,20.7778,20.1682,20.1781,21.0724,21.1998,23.4894,21.4212,23.5639,21.0497,23.3208,21.6069,22.7252
HYDRA_0071,Calibration_XPSP,20.7809,20.1678,20.1777,21.072,21.1994,23.489,21.4208,23.5635,21.0493,23.3204,21.6065,22.7248
HYDRA_0071,Calibration_iDR5_3_Main,20.7815,20.1719,20.1818,21.0761,21.2035,23.4931,21.4249,23.5676,21.0534,23.3245,21.6106,22.7289
HYDRA_0072,Calibration_XPSP_GAIA3,20.75687,20.14577,20.16577,21.07067,21.19257,23.48057,21.42837,23.54787,21.03417,23.27847,21.59287,22.64417
HYDRA_0072,Calibration_XPSP,20.7697,20.146,20.166,21.0709,21.1928,23.4808,21.4286,23.5481,21.0344,23.2787,21.5931,22.6444
HYDRA_0072,Calibration_iDR5_3_Main,20.7603,20.1492,20.1692,21.0741,21.196,23.484,21.4318,23.5513,21.0376,23.2819,21.5963,22.6476
HYDRA_0073,Calibration_XPSP_GAIA3,20.87253,20.24423,20.26073,21.16783,21.29433,23.57493,21.51633,23.60833,21.08713,23.34263,21.62983,22.75103
HYDRA_0073,Calibration_XPSP,20.8841,20.2438,20.2603,21.1674,21.2939,23.5745,21.5159,23.6079,21.0867,23.3422,21.6294,22.7506
HYDRA_0073,Calibration_iDR5_3_Main,20.8754,20.2471,20.2636,21.1707,21.2972,23.5778,21.5192,23.6112,21.09,23.3455,21.6327,22.7539
HYDRA_0074,Calibration_XPSP_GAIA3,20.797,20.1695,20.1759,21.0448,21.1548,23.4463,21.3875,23.5388,21.038,23.3015,21.6023,22.7062
HYDRA_0074,Calibration_XPSP,20.80587,20.16907,20.17547,21.04437,21.15437,23.44587,21.38707,23.53837,21.03757,23.30107,21.60187,22.70577
HYDRA_0074,Calibration_iDR5_3_Main,20.7996,20.1721,20.1785,21.0474,21.1574,23.4489,21.3901,23.5414,21.0406,23.3041,21.6049,22.7088
HYDRA_0076,Calibration_XPSP_GAIA3,20.3648,19.7359,19.7474,20.6337,20.7394,23.0412,20.9977,23.2422,20.7369,23.1038,21.4261,22.5207
HYDRA_0076,Calibration_XPSP,20.37543,19.73603,19.74753,20.63383,20.73953,23.04133,20.99783,23.24233,20.73703,23.10393,21.42623,22.52083
HYDRA_0076,Calibration_iDR5_3_Main,20.3678,19.7389,19.7504,20.6367,20.7424,23.0442,21.0007,23.2452,20.7399,23.1068,21.4291,22.5237
HYDRA_0078,Calibration_XPSP_GAIA3,20.8131,20.217,20.2489,21.1622,21.2944,23.591,21.5295,23.6272,21.1056,23.3707,21.644,22.7976
HYDRA_0078,Calibration_XPSP,20.81887,20.21597,20.24787,21.16117,21.29337,23.58997,21.52847,23.62617,21.10457,23.36967,21.64297,22.79657
HYDRA_0078,Calibration_iDR5_3_Main,20.8165,20.2204,20.2523,21.1656,21.2978,23.5944,21.5329,23.6306,21.109,23.3741,21.6474,22.801
HYDRA_0079,Calibration_iDR5_3_Main,20.7143,20.1254,20.1523,21.0612,21.181,23.4657,21.4031,23.5531,21.044,23.3224,21.6099,22.739
HYDRA_0080,Calibration_XPSP_GAIA3,20.64597,20.05907,20.09097,21.00077,21.13137,23.45017,21.38227,23.49807,20.98927,23.25927,21.50737,22.70987
HYDRA_0080,Calibration_XPSP,20.65413,20.05843,20.09033,21.00013,21.13073,23.44953,21.38163,23.49743,20.98863,23.25863,21.50673,22.70923
HYDRA_0080,Calibration_iDR5_3_Main,20.6493,20.0624,20.0943,21.0041,21.1347,23.4535,21.3856,23.5014,20.9926,23.2626,21.5107,22.7132
HYDRA_0081,Calibration_XPSP_GAIA3,20.6826,20.068,20.0904,20.9856,21.1111,23.3746,21.3282,23.488,20.9673,23.2777,21.5601,22.689
HYDRA_0081,Calibration_XPSP,20.69747,20.06777,20.09017,20.98537,21.11087,23.37437,21.32797,23.48777,20.96707,23.27747,21.55987,22.68877
HYDRA_0081,Calibration_iDR5_3_Main,20.6865,20.0719,20.0943,20.9895,21.115,23.3785,21.3321,23.4919,20.9712,23.2816,21.564,22.6929
HYDRA_0082,Calibration_iDR5_3_Main,20.5594,20.0198,20.0803,21.0066,21.1574,23.4839,21.4269,23.5406,21.0337,23.279,21.5855,22.6692
HYDRA_0083,Calibration_XPSP_GAIA3,20.86463,20.22513,20.23193,21.12283,21.24673,23.54323,21.48883,23.59283,21.07403,23.34523,21.61843,22.79153
HYDRA_0083,Calibration_XPSP,20.87333,20.22433,20.23113,21.12203,21.24593,23.54243,21.48803,23.59203,21.07323,23.34443,21.61763,22.79073
HYDRA_0083,Calibration_iDR5_3_Main,20.8672,20.2277,20.2345,21.1254,21.2493,23.5458,21.4914,23.5954,21.0766,23.3478,21.621,22.7941
HYDRA_0087,Calibration_XPSP_GAIA3,20.88963,20.27613,20.28723,21.19413,21.32793,23.61193,21.54833,23.62383,21.02823,23.35733,21.50763,22.79293
HYDRA_0087,Calibration_XPSP,20.9005,20.275,20.2861,21.193,21.3268,23.6108,21.5472,23.6227,21.0271,23.3562,21.5065,22.7918
HYDRA_0087,Calibration_iDR5_3_Main,20.8927,20.2792,20.2903,21.1972,21.331,23.615,21.5514,23.6269,21.0313,23.3604,21.5107,22.796
HYDRA_0088,Calibration_XPSP_GAIA3,20.80103,20.19833,20.22683,21.14073,21.27153,23.55223,21.48903,23.58593,21.06653,23.32933,21.61263,22.73943
HYDRA_0088,Calibration_XPSP,20.80987,20.19767,20.22617,21.14007,21.27087,23.55157,21.48837,23.58527,21.06587,23.32867,21.61197,22.73877
HYDRA_0088,Calibration_iDR5_3_Main,20.8046,20.2019,20.2304,21.1443,21.2751,23.5558,21.4926,23.5895,21.0701,23.3329,21.6162,22.743
HYDRA_0089,Calibration_XPSP_GAIA3,20.89593,20.26653,20.28573,21.17823,21.30413,23.59893,21.53643,23.64023,21.11203,23.37423,21.65263,22.79053
HYDRA_0089,Calibration_XPSP,20.9052,20.2659,20.2851,21.1776,21.3035,23.5983,21.5358,23.6396,21.1114,23.3736,21.652,22.7899
HYDRA_0089,Calibration_iDR5_3_Main,20.8987,20.2693,20.2885,21.181,21.3069,23.6017,21.5392,23.643,21.1148,23.377,21.6554,22.7933
HYDRA_0091,Calibration_XPSP_GAIA3,20.68467,20.06717,20.06677,20.93397,21.02867,23.31107,21.25677,23.45317,20.99767,23.24887,21.58587,22.64847
HYDRA_0091,Calibration_XPSP,20.694,20.0671,20.0667,20.9339,21.0286,23.311,21.2567,23.4531,20.9976,23.2488,21.5858,22.6484
HYDRA_0091,Calibration_iDR5_3_Main,20.6879,20.0704,20.07,20.9372,21.0319,23.3143,21.26,23.4564,21.0009,23.2521,21.5891,22.6517
HYDRA_0092,Calibration_XPSP_GAIA3,20.76913,20.17233,20.19013,21.08723,21.20343,23.49753,21.43093,23.55883,21.04413,23.30613,21.59233,22.70253
HYDRA_0092,Calibration_XPSP,20.77547,20.17247,20.19027,21.08737,21.20357,23.49767,21.43107,23.55897,21.04427,23.30627,21.59247,22.70267
HYDRA_0092,Calibration_iDR5_3_Main,20.7722,20.1754,20.1932,21.0903,21.2065,23.5006,21.434,23.5619,21.0472,23.3092,21.5954,22.7056
HYDRA_0094,Calibration_XPSP_GAIA3,20.6953,20.0962,20.1431,21.0178,21.037,23.4622,21.4059,23.5324,21.0114,23.2786,21.5251,22.7063
HYDRA_0094,Calibration_XPSP,20.70197,20.09597,20.14287,21.01757,21.03677,23.46197,21.40567,23.53217,21.01117,23.27837,21.52487,22.70607
HYDRA_0094,Calibration_iDR5_3_Main,20.6987,20.0996,20.1465,21.0212,21.0404,23.4656,21.4093,23.5358,21.0148,23.282,21.5285,22.7097
HYDRA_0097,Calibration_XPSP_GAIA3,20.81413,20.19353,20.21853,21.11543,21.23943,23.52353,21.46003,23.57693,21.06173,23.31653,21.61003,22.71403
HYDRA_0097,Calibration_XPSP,20.81937,20.19297,20.21797,21.11487,21.23887,23.52297,21.45947,23.57637,21.06117,23.31597,21.60947,22.71347
HYDRA_0097,Calibration_iDR5_3_Main,20.8175,20.1969,20.2219,21.1188,21.2428,23.5269,21.4634,23.5803,21.0651,23.3199,21.6134,22.7174
HYDRA_0098,Calibration_XPSP_GAIA3,20.78837,20.17797,20.19567,21.08727,21.19447,23.47557,21.40857,23.55377,21.05187,23.32367,21.61077,22.73737
HYDRA_0098,Calibration_XPSP,20.7944,20.1782,20.1959,21.0875,21.1947,23.4758,21.4088,23.554,21.0521,23.3239,21.611,22.7376
HYDRA_0098,Calibration_iDR5_3_Main,20.7915,20.1811,20.1988,21.0904,21.1976,23.4787,21.4117,23.5569,21.055,23.3268,21.6139,22.7405
HYDRA_0099,Calibration_XPSP_GAIA3,20.87197,20.23467,20.25207,21.12997,21.24777,23.54177,21.48887,23.59097,21.07177,23.33527,21.61847,22.75537
HYDRA_0099,Calibration_XPSP,20.8806,20.2338,20.2512,21.1291,21.2469,23.5409,21.488,23.5901,21.0709,23.3344,21.6176,22.7545
HYDRA_0099,Calibration_iDR5_3_Main,20.8746,20.2373,20.2547,21.1326,21.2504,23.5444,21.4915,23.5936,21.0744,23.3379,21.6211,22.758
HYDRA_0100,Calibration_XPSP_GAIA3,20.71027,20.07607,20.09717,20.98357,21.11147,23.43357,21.38207,23.52867,21.02677,23.28097,21.59337,22.66867
HYDRA_0100,Calibration_XPSP,20.7141,20.076,20.0971,20.9835,21.1114,23.4335,21.382,23.5286,21.0267,23.2809,21.5933,22.6686
HYDRA_0100,Calibration_iDR5_3_Main,20.7135,20.0793,20.1004,20.9868,21.1147,23.4368,21.3853,23.5319,21.03,23.2842,21.5966,22.6719
HYDRA_0101,Calibration_XPSP_GAIA3,20.80453,20.19683,20.21253,21.10713,21.22523,23.52203,21.46263,23.56813,21.04953,23.31633,21.59443,22.72343
HYDRA_0101,Calibration_XPSP,20.8071,20.197,20.2127,21.1073,21.2254,23.5222,21.4628,23.5683,21.0497,23.3165,21.5946,22.7236
HYDRA_0101,Calibration_iDR5_3_Main,20.8084,20.2007,20.2164,21.111,21.2291,23.5259,21.4665,23.572,21.0534,23.3202,21.5983,22.7273
HYDRA_0105,Calibration_XPSP_GAIA3,20.62027,20.06767,20.10477,21.01167,21.14187,23.44737,21.39427,23.53597,21.03117,23.28667,21.58717,22.67447
HYDRA_0105,Calibration_XPSP,20.6338,20.0669,20.104,21.0109,21.1411,23.4466,21.3935,23.5352,21.0304,23.2859,21.5864,22.6737
HYDRA_0105,Calibration_iDR5_3_Main,20.6236,20.071,20.1081,21.015,21.1452,23.4507,21.3976,23.5393,21.0345,23.29,21.5905,22.6778
HYDRA_0106,Calibration_XPSP_GAIA3,20.61143,20.07223,20.12353,21.03053,21.17173,23.49913,21.45113,23.56193,21.05933,23.31763,21.60743,22.74193
HYDRA_0106,Calibration_XPSP,20.6229,20.0731,20.1244,21.0314,21.1726,23.5,21.452,23.5628,21.0602,23.3185,21.6083,22.7428
HYDRA_0106,Calibration_iDR5_3_Main,20.6135,20.0743,20.1256,21.0326,21.1738,23.5012,21.4532,23.564,21.0614,23.3197,21.6095,22.744
HYDRA_0107,Calibration_XPSP_GAIA3,20.83857,20.22167,20.23217,21.12347,21.25507,23.55107,21.50117,23.59007,21.07557,23.31267,21.61967,22.68777
HYDRA_0107,Calibration_XPSP,20.8459,20.2216,20.2321,21.1234,21.255,23.551,21.5011,23.59,21.0755,23.3126,21.6196,22.6877
HYDRA_0107,Calibration_iDR5_3_Main,20.8415,20.2246,20.2351,21.1264,21.258,23.554,21.5041,23.593,21.0785,23.3156,21.6226,22.6907
HYDRA_0108,Calibration_XPSP_GAIA3,20.82703,20.20823,20.23213,21.12513,21.25443,23.55193,21.49973,23.58823,21.06483,23.32633,21.60883,22.74843
HYDRA_0108,Calibration_XPSP,20.83603,20.20783,20.23173,21.12473,21.25403,23.55153,21.49933,23.58783,21.06443,23.32593,21.60843,22.74803
HYDRA_0108,Calibration_iDR5_3_Main,20.8297,20.2109,20.2348,21.1278,21.2571,23.5546,21.5024,23.5909,21.0675,23.329,21.6115,22.7511
HYDRA_0109,Calibration_XPSP_GAIA3,20.79677,20.18597,20.18117,21.06407,21.16597,23.45797,21.38967,23.53557,21.02857,23.28247,21.58537,22.65857
HYDRA_0109,Calibration_XPSP,20.8011,20.186,20.1812,21.0641,21.166,23.458,21.3897,23.5356,21.0286,23.2825,21.5854,22.6586
HYDRA_0109,Calibration_iDR5_3_Main,20.7996,20.1888,20.184,21.0669,21.1688,23.4608,21.3925,23.5384,21.0314,23.2853,21.5882,22.6614
HYDRA_0110,Calibration_XPSP_GAIA3,20.88243,20.23703,20.24613,21.12883,21.25243,23.55053,21.49463,23.59473,21.06513,23.33923,21.61423,22.77013
HYDRA_0110,Calibration_XPSP,20.88543,20.23743,20.24653,21.12923,21.25283,23.55093,21.49503,23.59513,21.06553,23.33963,21.61463,22.77053
HYDRA_0110,Calibration_iDR5_3_Main,20.8863,20.2409,20.25,21.1327,21.2563,23.5544,21.4985,23.5986,21.069,23.3431,21.6181,22.774
HYDRA_0113,Calibration_XPSP_GAIA3,20.77773,20.20093,20.22713,21.14533,21.28083,23.57803,21.52493,23.61553,21.09313,23.36213,21.63973,22.78843
HYDRA_0113,Calibration_XPSP,20.79493,20.19983,20.22603,21.14423,21.27973,23.57693,21.52383,23.61443,21.09203,23.36103,21.63863,22.78733
HYDRA_0113,Calibration_iDR5_3_Main,20.7804,20.2036,20.2298,21.148,21.2835,23.5807,21.5276,23.6182,21.0958,23.3648,21.6424,22.7911
HYDRA_0114,Calibration_XPSP_GAIA3,20.54827,19.97967,20.01367,20.93377,21.07137,23.36647,21.30267,23.48567,20.98687,23.26567,21.57717,22.66217
HYDRA_0114,Calibration_XPSP,20.57363,19.97763,20.01163,20.93173,21.06933,23.36443,21.30063,23.48363,20.98483,23.26363,21.57513,22.66013
HYDRA_0114,Calibration_iDR5_3_Main,20.5524,19.9838,20.0178,20.9379,21.0755,23.3706,21.3068,23.4898,20.991,23.2698,21.5813,22.6663
HYDRA_0115,Calibration_XPSP_GAIA3,20.74713,20.16453,20.20033,21.10073,21.22633,23.52823,21.46923,23.59733,21.08423,23.35203,21.63873,22.77463
HYDRA_0115,Calibration_XPSP,20.76287,20.16357,20.19937,21.09977,21.22537,23.52727,21.46827,23.59637,21.08327,23.35107,21.63777,22.77367
HYDRA_0115,Calibration_iDR5_3_Main,20.7499,20.1673,20.2031,21.1035,21.2291,23.531,21.472,23.6001,21.087,23.3548,21.6415,22.7774
HYDRA_0116,Calibration_XPSP_GAIA3,20.6538,20.0623,20.083,20.9945,21.1338,23.451,21.3982,23.5335,21.0162,23.2807,21.5863,22.6672
HYDRA_0116,Calibration_XPSP,20.66157,20.06197,20.08267,20.99417,21.13347,23.45067,21.39787,23.53317,21.01587,23.28037,21.58597,22.66687
HYDRA_0116,Calibration_iDR5_3_Main,20.6559,20.0644,20.0851,20.9966,21.1359,23.4531,21.4003,23.5356,21.0183,23.2828,21.5884,22.6693
HYDRA_0117,Calibration_XPSP_GAIA3,20.11617,19.57777,19.64407,20.50447,20.36267,22.81137,20.86207,22.62377,20.07697,22.42407,20.67827,21.85177
HYDRA_0117,Calibration_iDR5_3_Main,20.1184,19.58,19.6463,20.5067,20.3649,22.8136,20.8643,22.626,20.0792,22.4263,20.6805,21.854
HYDRA_0118,Calibration_iDR5_3_Main,20.7113,20.1318,20.1614,21.0693,21.2018,23.5098,21.4552,23.5529,21.0349,23.2933,21.5836,22.6971
HYDRA_0119,Calibration_XPSP_GAIA3,20.82233,20.20893,20.20633,21.09543,21.20713,23.49933,21.44173,23.56183,21.03983,23.30743,21.58293,22.69823
HYDRA_0119,Calibration_XPSP,20.83087,20.20897,20.20637,21.09547,21.20717,23.49937,21.44177,23.56187,21.03987,23.30747,21.58297,22.69827
HYDRA_0119,Calibration_iDR5_3_Main,20.8257,20.2123,20.2097,21.0988,21.2105,23.5027,21.4451,23.5652,21.0432,23.3108,21.5863,22.7016
HYDRA_0122,Calibration_XPSP_GAIA3,20.69437,20.14207,20.18177,21.10077,21.24247,23.54407,21.48767,23.57947,21.06297,23.31677,21.60957,22.73097
HYDRA_0122,Calibration_XPSP,20.71393,20.13993,20.17963,21.09863,21.24033,23.54193,21.48553,23.57733,21.06083,23.31463,21.60743,22.72883
HYDRA_0122,Calibration_iDR5_3_Main,20.6981,20.1458,20.1855,21.1045,21.2462,23.5478,21.4914,23.5832,21.0667,23.3205,21.6133,22.7347
HYDRA_0123,Calibration_XPSP_GAIA3,20.70763,20.15253,20.18453,21.09363,21.22543,23.52713,21.47323,23.59133,21.07903,23.34073,21.63323,22.74763
HYDRA_0123,Calibration_XPSP,20.7186,20.1514,20.1834,21.0925,21.2243,23.526,21.4721,23.5902,21.0779,23.3396,21.6321,22.7465
HYDRA_0123,Calibration_iDR5_3_Main,20.712,20.1569,20.1889,21.098,21.2298,23.5315,21.4776,23.5957,21.0834,23.3451,21.6376,22.752
HYDRA_0124,Calibration_XPSP_GAIA3,20.4231,19.8977,19.9502,20.8807,21.0211,23.3681,21.3243,23.48,20.9774,23.2387,21.564,22.6175
HYDRA_0124,Calibration_XPSP,20.43183,19.89713,19.94963,20.88013,21.02053,23.36753,21.32373,23.47943,20.97683,23.23813,21.56343,22.61693
HYDRA_0124,Calibration_iDR5_3_Main,20.4271,19.9017,19.9542,20.8847,21.0251,23.3721,21.3283,23.484,20.9814,23.2427,21.568,22.6215
HYDRA_0125,Calibration_XPSP_GAIA3,20.7759,20.1698,20.1972,21.0965,21.227,23.5307,21.4725,23.5843,21.0607,23.333,21.6083,22.7705
HYDRA_0125,Calibration_XPSP,20.79067,20.16897,20.19637,21.09567,21.22617,23.52987,21.47167,23.58347,21.05987,23.33217,21.60747,22.76967
HYDRA_0125,Calibration_iDR5_3_Main,20.7784,20.1723,20.1997,21.099,21.2295,23.5332,21.475,23.5868,21.0632,23.3355,21.6108,22.773
HYDRA_0126,Calibration_iDR5_3_Main,20.8047,20.194,20.1969,21.0832,21.2091,23.5002,21.4431,23.5466,21.027,23.294,21.5806,22.6982
HYDRA_0127,Calibration_XPSP_GAIA3,20.7478,20.1623,20.1874,21.0859,21.2139,23.5062,21.4504,23.5469,21.0243,23.2847,21.5739,22.6714
HYDRA_0127,Calibration_XPSP,20.76237,20.16187,20.18697,21.08547,21.21347,23.50577,21.44997,23.54647,21.02387,23.28427,21.57347,22.67097
HYDRA_0127,Calibration_iDR5_3_Main,20.7507,20.1652,20.1903,21.0888,21.2168,23.5091,21.4533,23.5498,21.0272,23.2876,21.5768,22.6743
HYDRA_0128,Calibration_XPSP_GAIA3,20.723,20.1088,20.1085,20.9892,21.1164,23.4199,21.3791,23.5154,21.0028,23.2761,21.5819,22.657
HYDRA_0128,Calibration_XPSP,20.73283,20.10853,20.10823,20.98893,21.11613,23.41963,21.37883,23.51513,21.00253,23.27583,21.58163,22.65673
HYDRA_0128,Calibration_iDR5_3_Main,20.7268,20.1126,20.1123,20.993,21.1202,23.4237,21.3829,23.5192,21.0066,23.2799,21.5857,22.6608
HYDRA_0130,Calibration_XPSP_GAIA3,20.1505,19.6434,19.6912,20.6216,20.7624,23.1082,21.0633,23.29,20.812,23.1212,21.4684,22.5266
HYDRA_0130,Calibration_XPSP,20.1681,19.6422,19.69,20.6204,20.7612,23.107,21.0621,23.2888,20.8108,23.12,21.4672,22.5254
HYDRA_0130,Calibration_iDR5_3_Main,20.1552,19.6481,19.6959,20.6263,20.7671,23.1129,21.068,23.2947,20.8167,23.1259,21.4731,22.5313
HYDRA_0131,Calibration_XPSP_GAIA3,20.5961,19.9954,20.0035,20.8954,21.0138,23.3071,21.2474,23.4388,20.9901,23.2566,21.5848,22.6953
HYDRA_0131,Calibration_XPSP,20.60783,19.99433,20.00243,20.89433,21.01273,23.30603,21.24633,23.43773,20.98903,23.25553,21.58373,22.69423
HYDRA_0131,Calibration_iDR5_3_Main,20.5999,19.9992,20.0073,20.8992,21.0176,23.3109,21.2512,23.4426,20.9939,23.2604,21.5886,22.6991
HYDRA_0132,Calibration_XPSP_GAIA3,20.53333,19.97543,20.01253,20.91303,21.02933,23.37613,21.31393,23.49363,21.00423,23.26263,21.55833,22.66413
HYDRA_0132,Calibration_XPSP,20.54863,19.97443,20.01153,20.91203,21.02833,23.37513,21.31293,23.49263,21.00323,23.26163,21.55733,22.66313
HYDRA_0132,Calibration_iDR5_3_Main,20.5362,19.9783,20.0154,20.9159,21.0322,23.379,21.3168,23.4965,21.0071,23.2655,21.5612,22.667
HYDRA_0133,Calibration_XPSP_GAIA3,20.58977,20.05677,20.09007,20.99867,21.13347,23.44767,21.39047,23.52487,21.01797,23.27407,21.57677,22.65267
HYDRA_0133,Calibration_XPSP,20.60557,20.05577,20.08907,20.99767,21.13247,23.44667,21.38947,23.52387,21.01697,23.27307,21.57577,22.65167
HYDRA_0133,Calibration_iDR5_3_Main,20.5927,20.0597,20.093,21.0016,21.1364,23.4506,21.3934,23.5278,21.0209,23.277,21.5797,22.6556
HYDRA_0134,Calibration_XPSP_GAIA3,20.7842,20.1864,20.2007,21.0992,21.2258,23.4983,21.4653,23.5412,21.0274,23.2841,21.5885,22.6942
HYDRA_0134,Calibration_XPSP,20.79347,20.18607,20.20037,21.09887,21.22547,23.49797,21.46497,23.54087,21.02707,23.28377,21.58817,22.69387
HYDRA_0134,Calibration_iDR5_3_Main,20.7869,20.1891,20.2034,21.1019,21.2285,23.501,21.468,23.5439,21.0301,23.2868,21.5912,22.6969
HYDRA_0135,Calibration_XPSP_GAIA3,20.8228,20.2106,20.21,21.1078,21.2216,23.5025,21.4425,23.5482,21.0259,23.2913,21.5781,22.6829
HYDRA_0135,Calibration_XPSP,20.83773,20.20943,20.20883,21.10663,21.22043,23.50133,21.44133,23.54703,21.02473,23.29013,21.57693,22.68173
HYDRA_0135,Calibration_iDR5_3_Main,20.826,20.2138,20.2132,21.111,21.2248,23.5057,21.4457,23.5514,21.0291,23.2945,21.5813,22.6861
HYDRA_0138,Calibration_iDR5_3_Main,20.7352,20.1746,20.2074,21.137,21.2786,23.5776,21.53,23.6051,21.0954,23.3481,21.637,22.759
HYDRA_0139,Calibration_XPSP_GAIA3,20.58913,20.04833,20.09453,21.01923,21.16343,23.47013,21.40873,23.52853,21.02473,23.27093,21.58793,22.65323
HYDRA_0139,Calibration_XPSP,20.59987,20.04757,20.09377,21.01847,21.16267,23.46937,21.40797,23.52777,21.02397,23.27017,21.58717,22.65247
HYDRA_0139,Calibration_iDR5_3_Main,20.5927,20.0519,20.0981,21.0228,21.167,23.4737,21.4123,23.5321,21.0283,23.2745,21.5915,22.6568
HYDRA_0140,Calibration_XPSP_GAIA3,20.3344,19.8042,19.8902,20.8561,21.1985,23.5044,21.4639,23.5546,21.0475,23.2778,21.6073,22.652
HYDRA_0140,Calibration_XPSP,20.34917,19.80457,19.89057,20.85647,21.19887,23.50477,21.46427,23.55497,21.04787,23.27817,21.60767,22.65237
HYDRA_0140,Calibration_iDR5_3_Main,20.3387,19.8085,19.8945,20.8604,21.2028,23.5087,21.4682,23.5589,21.0518,23.2821,21.6116,22.6563
HYDRA_0141,Calibration_XPSP_GAIA3,20.61703,20.03653,20.04503,20.95053,21.07673,23.40383,21.35453,23.50033,20.99823,23.25483,21.57503,22.63803
HYDRA_0141,Calibration_XPSP,20.6306,20.0359,20.0444,20.9499,21.0761,23.4032,21.3539,23.4997,20.9976,23.2542,21.5744,22.6374
HYDRA_0141,Calibration_iDR5_3_Main,20.6203,20.0398,20.0483,20.9538,21.08,23.4071,21.3578,23.5036,21.0015,23.2581,21.5783,22.6413
HYDRA_0142,Calibration_XPSP_GAIA3,20.64207,20.09587,20.12987,21.04357,21.18297,23.49417,21.43907,23.54487,21.03447,23.29567,21.58357,22.69897
HYDRA_0142,Calibration_XPSP,20.65577,20.09507,20.12907,21.04277,21.18217,23.49337,21.43827,23.54407,21.03367,23.29487,21.58277,22.69817
HYDRA_0142,Calibration_iDR5_3_Main,20.6462,20.1,20.134,21.0477,21.1871,23.4983,21.4432,23.549,21.0386,23.2998,21.5877,22.7031
HYDRA_0143,Calibration_XPSP_GAIA3,20.80123,20.18943,20.19683,21.07853,21.19523,23.47993,21.42503,23.53233,21.00793,23.28353,21.56833,22.67533
HYDRA_0143,Calibration_XPSP,20.8173,20.1883,20.1957,21.0774,21.1941,23.4788,21.4239,23.5312,21.0068,23.2824,21.5672,22.6742
HYDRA_0143,Calibration_iDR5_3_Main,20.8069,20.1951,20.2025,21.0842,21.2009,23.4856,21.4307,23.538,21.0136,23.2892,21.574,22.681
HYDRA_0144,Calibration_XPSP_GAIA3,20.77773,20.17713,20.18553,21.08663,21.21953,23.52403,21.46193,23.55463,21.03273,23.28603,21.58213,22.66193
HYDRA_0144,Calibration_XPSP,20.78467,20.17667,20.18507,21.08617,21.21907,23.52357,21.46147,23.55417,21.03227,23.28557,21.58167,22.66147
HYDRA_0144,Calibration_iDR5_3_Main,20.7875,20.1869,20.1953,21.0964,21.2293,23.5338,21.4717,23.5644,21.0425,23.2958,21.5919,22.6717
HYDRA_0145,Calibration_XPSP_GAIA3,20.7435,20.1767,20.2054,21.128,21.2656,23.5635,21.51,23.5926,21.0718,23.3297,21.6204,22.747
HYDRA_0145,Calibration_XPSP,20.76093,20.17603,20.20473,21.12733,21.26493,23.56283,21.50933,23.59193,21.07113,23.32903,21.61973,22.74633
HYDRA_0145,Calibration_iDR5_3_Main,20.7476,20.1808,20.2095,21.1321,21.2697,23.5676,21.5141,23.5967,21.0759,23.3338,21.6245,22.7511
HYDRA_0146,Calibration_XPSP_GAIA3,20.83257,20.24727,20.26367,21.17137,21.29897,23.59357,21.52607,23.62107,21.04317,23.37227,21.59587,22.68897
HYDRA_0146,Calibration_XPSP,20.85693,20.24593,20.26233,21.17003,21.29763,23.59223,21.52473,23.61973,21.04183,23.37093,21.59453,22.68763
HYDRA_0146,Calibration_iDR5_3_Main,20.8361,20.2508,20.2672,21.1749,21.3025,23.5971,21.5296,23.6246,21.0467,23.3758,21.5994,22.6925
HYDRA_0147,Calibration_XPSP_GAIA3,20.49293,19.94193,19.98123,20.88713,21.01063,23.31573,21.26313,23.45003,20.94953,23.24273,21.55263,22.63443
HYDRA_0147,Calibration_iDR5_3_Main,20.4972,19.9462,19.9855,20.8914,21.0149,23.32,21.2674,23.4543,20.9538,23.247,21.5569,22.6387
HYDRA_0148,Calibration_XPSP_GAIA3,20.5874,20.0491,20.086,21.0142,21.1588,23.4871,21.4383,23.5518,21.0414,23.3091,21.5947,22.7435
