FIELD,CALIB,ZP_GAIA3_BP,ZP_GAIA3_G,ZP_GAIA3_RP
SPLUS-s41s33,Calibration_XPSP_GAIA3,0.0053,0.005,0.0027
SPLUS-s41s33,Calibration_iDR5_3_Main,0.0053,0.005,0.0027
SPLUS-s41s34,Calibration_XPSP_GAIA3,0.0046,0.0048,0.0022
SPLUS-s41s34,Calibration_iDR5_3_Main,0.0046,0.0048,0.0022
SPLUS-s41s35,Calibration_XPSP_GAIA3,0.0036,0.0022,0.0021
SPLUS-s41s35,Calibration_XPSP,0.0022,0.0015,0.0013
SPLUS-s41s35,Calibration_iDR5_3_Main,0.0036,0.0022,0.0021
SPLUS-s41s36,Calibration_XPSP_GAIA3,0.0034,0.0015,-0.0003
SPLUS-s41s36,Calibration_iDR5_3_Main,0.0034,0.0015,-0.0003
SPLUS-s42s20,Calibration_XPSP_GAIA3,0.0056,0.0043,0.0023
SPLUS-s42s20,Calibration_iDR5_3_Main,0.0056,0.0043,0.0023
SPLUS-s42s21,Calibration_XPSP_GAIA3,0.0068,0.0057,0.0021
SPLUS-s42s21,Calibration_iDR5_3_Main,0.0068,0.0057,0.0021
SPLUS-s42s22,Calibration_XPSP_GAIA3,0.0065,0.005,0.0016
SPLUS-s42s22,Calibration_iDR5_3_Main,0.0065,0.005,0.0016
SPLUS-s42s23,Calibration_XPSP_GAIA3,0.0056,0.0048,0.0013
SPLUS-s42s23,Calibration_iDR5_3_Main,0.0056,0.0048,0.0013
SPLUS-s42s24,Calibration_XPSP_GAIA3,0.0046,0.0047,0.0023
SPLUS-s42s24,Calibration_iDR5_3_Main,0.0046,0.0047,0.0023
SPLUS-s42s25,Calibration_XPSP_GAIA3,0.0059,0.0046,0.002
SPLUS-s42s25,Calibration_iDR5_3_Main,0.0059,0.0046,0.002
SPLUS-s42s26,Calibration_XPSP_GAIA3,0.0052,0.0048,0.0016
SPLUS-s42s26,Calibration_iDR5_3_Main,0.0052,0.0048,0.0016
SPLUS-s42s27,Calibration_XPSP_GAIA3,0.0051,0.0043,0.0022
SPLUS-s42s27,Calibration_iDR5_3_Main,0.0051,0.0043,0.0022
SPLUS-s42s28,Calibration_XPSP_GAIA3,0.0047,0.004,0.0015
SPLUS-s42s28,Calibration_iDR5_3_Main,0.0047,0.004,0.0015
SPLUS-s42s29,Calibration_XPSP_GAIA3,0.0049,0.0041,0.0018
SPLUS-s42s29,Calibration_iDR5_3_Main,0.0049,0.0041,0.0018
SPLUS-s42s30,Calibration_XPSP_GAIA3,0.0048,0.005,0.0021
SPLUS-s42s30,Calibration_iDR5_3_Main,0.0048,0.005,0.0021
SPLUS-s42s31,Calibration_XPSP_GAIA3,0.0046,0.0049,0.0034
SPLUS-s42s31,Calibration_iDR5_3_Main,0.0046,0.0049,0.0034
SPLUS-s42s32,Calibration_XPSP_GAIA3,0.0059,0.0055,0.0025
SPLUS-s42s32,Calibration_iDR5_3_Main,0.0059,0.0055,0.0025
SPLUS-s42s33,Calibration_XPSP_GAIA3,0.0054,0.0047,0.0022
SPLUS-s42s33,Calibration_iDR5_3_Main,0.0054,0.0047,0.0022
SPLUS-s42s34,Calibration_XPSP_GAIA3,0.0043,0.0032,0.0019
SPLUS-s42s34,Calibration_XPSP,0.0037,0.0018,0.0007
SPLUS-s42s34,Calibration_iDR5_3_Main,0.0043,0.0032,0.0019
SPLUS-s42s51,Calibration_XPSP_GAIA3,0.0059,0.0048,0.0019
SPLUS-s42s51,Calibration_iDR5_3_Main,0.0059,0.0048,0.0019
SPLUS-s43s19,Calibration_XPSP_GAIA3,0.0072,0.0045,-0.0003
SPLUS-s43s19,Calibration_iDR5_3_Main,0.0072,0.0045,-0.0003
SPLUS-s43s20,Calibration_XPSP_GAIA3,0.0078,0.0062,0.0016
SPLUS-s43s20,Calibration_iDR5_3_Main,0.0078,0.0062,0.0016
SPLUS-s43s21,Calibration_XPSP_GAIA3,0.006,0.0055,0.002
SPLUS-s43s21,Calibration_XPSP,0.0044,0.0032,0.0021
SPLUS-s43s21,Calibration_iDR5_3_Main,0.006,0.0055,0.002
SPLUS-s43s22,Calibration_iDR5_3_Main,0.0062,0.0048,0.0019
SPLUS-s43s23,Calibration_XPSP_GAIA3,0.0051,0.0042,0.0009
SPLUS-s43s23,Calibration_iDR5_3_Main,0.0051,0.0042,0.0009
SPLUS-s43s24,Calibration_XPSP_GAIA3,0.0045,0.0041,0.001
SPLUS-s43s24,Calibration_iDR5_3_Main,0.0045,0.0041,0.001
SPLUS-s43s25,Calibration_XPSP_GAIA3,0.0042,0.0041,0.0021
SPLUS-s43s25,Calibration_iDR5_3_Main,0.0042,0.0041,0.0021
SPLUS-s43s26,Calibration_XPSP_GAIA3,0.0039,0.0037,0.0024
SPLUS-s43s26,Calibration_iDR5_3_Main,0.0039,0.0037,0.0024
SPLUS-s43s27,Calibration_XPSP_GAIA3,0.0048,0.0045,0.0023
SPLUS-s43s27,Calibration_iDR5_3_Main,0.0048,0.0045,0.0023
SPLUS-s43s28,Calibration_XPSP_GAIA3,0.0049,0.0043,0.0021
SPLUS-s43s28,Calibration_iDR5_3_Main,0.0049,0.0043,0.0021
SPLUS-s43s29,Calibration_XPSP_GAIA3,0.0051,0.0051,0.0032
SPLUS-s43s29,Calibration_iDR5_3_Main,0.0051,0.0051,0.0032
SPLUS-s43s30,Calibration_XPSP_GAIA3,0.0046,0.0053,0.0029
SPLUS-s43s30,Calibration_iDR5_3_Main,0.0046,0.0053,0.0029
SPLUS-s43s31,Calibration_XPSP_GAIA3,0.0049,0.0061,0.0027
SPLUS-s43s31,Calibration_iDR5_3_Main,0.0049,0.0061,0.0027
SPLUS-s43s32,Calibration_XPSP_GAIA3,0.0054,0.0047,0.0021
SPLUS-s43s32,Calibration_iDR5_3_Main,0.0054,0.0047,0.0021
SPLUS-s43s33,Calibration_XPSP_GAIA3,0.0059,0.0044,0.0018
SPLUS-s43s33,Calibration_iDR5_3_Main,0.0059,0.0044,0.0018
SPLUS-s43s46,Calibration_iDR5_3_Main,0.0042,0.0043,0.0018
SPLUS-s44s06,Calibration_XPSP_GAIA3,0.0051,0.0021,-0.0011
SPLUS-s44s06,Calibration_iDR5_3_Main,0.0051,0.0021,-0.0011
SPLUS-s44s18,Calibration_XPSP_GAIA3,0.0074,0.007,0.0023
SPLUS-s44s18,Calibration_iDR5_3_Main,0.0074,0.007,0.0023
SPLUS-s44s19,Calibration_XPSP_GAIA3,0.0074,0.0058,0.0019
SPLUS-s44s19,Calibration_iDR5_3_Main,0.0074,0.0058,0.0019
SPLUS-s44s20,Calibration_XPSP_GAIA3,0.006,0.0061,0.0023
SPLUS-s44s20,Calibration_iDR5_3_Main,0.006,0.0061,0.0023
SPLUS-s44s21,Calibration_XPSP_GAIA3,0.0066,0.0044,0.0006
SPLUS-s44s21,Calibration_iDR5_3_Main,0.0066,0.0044,0.0006
SPLUS-s44s22,Calibration_XPSP_GAIA3,0.005,0.0037,0.0015
SPLUS-s44s22,Calibration_iDR5_3_Main,0.005,0.0037,0.0015
SPLUS-s44s23,Calibration_XPSP_GAIA3,0.0039,0.0031,-0.0001
SPLUS-s44s23,Calibration_iDR5_3_Main,0.0039,0.0031,-0.0001
SPLUS-s44s24,Calibration_XPSP_GAIA3,0.0055,0.004,0.0009
SPLUS-s44s24,Calibration_iDR5_3_Main,0.0055,0.004,0.0009
SPLUS-s44s25,Calibration_XPSP_GAIA3,0.0039,0.0037,0.0019
SPLUS-s44s25,Calibration_iDR5_3_Main,0.0039,0.0037,0.0019
SPLUS-s44s26,Calibration_XPSP_GAIA3,0.0052,0.0044,0.0028
SPLUS-s44s26,Calibration_iDR5_3_Main,0.0052,0.0044,0.0028
SPLUS-s44s27,Calibration_XPSP_GAIA3,0.0044,0.0049,0.0026
SPLUS-s44s27,Calibration_iDR5_3_Main,0.0044,0.0049,0.0026
SPLUS-s44s28,Calibration_XPSP_GAIA3,0.0052,0.0055,0.0027
SPLUS-s44s28,Calibration_iDR5_3_Main,0.0052,0.0055,0.0027
SPLUS-s44s29,Calibration_XPSP_GAIA3,0.0051,0.0044,0.002
SPLUS-s44s29,Calibration_iDR5_3_Main,0.0051,0.0044,0.002
SPLUS-s44s30,Calibration_XPSP_GAIA3,0.0063,0.0064,0.0029
SPLUS-s44s30,Calibration_iDR5_3_Main,0.0063,0.0064,0.0029
SPLUS-s44s31,Calibration_XPSP_GAIA3,0.005,0.0047,0.0027
SPLUS-s44s31,Calibration_iDR5_3_Main,0.005,0.0047,0.0027
SPLUS-s45s17,Calibration_XPSP_GAIA3,0.0083,0.0047,0.0004
SPLUS-s45s17,Calibration_iDR5_3_Main,0.0083,0.0047,0.0004
SPLUS-s45s18,Calibration_XPSP_GAIA3,0.0049,0.0045,0.0016
SPLUS-s45s18,Calibration_iDR5_3_Main,0.0049,0.0045,0.0016
SPLUS-s45s19,Calibration_XPSP_GAIA3,0.0049,0.0062,0.0024
SPLUS-s45s19,Calibration_iDR5_3_Main,0.0049,0.0062,0.0024
SPLUS-s45s20,Calibration_XPSP_GAIA3,0.0068,0.0049,0.0014
SPLUS-s45s20,Calibration_iDR5_3_Main,0.0068,0.0049,0.0014
SPLUS-s45s21,Calibration_XPSP_GAIA3,0.0059,0.0036,0.0007
SPLUS-s45s21,Calibration_iDR5_3_Main,0.0059,0.0036,0.0007
SPLUS-s45s22,Calibration_XPSP_GAIA3,0.0048,0.0028,0.0001
SPLUS-s45s22,Calibration_iDR5_3_Main,0.0048,0.0028,0.0001
SPLUS-s45s23,Calibration_XPSP_GAIA3,0.0068,0.0059,0.0021
SPLUS-s45s23,Calibration_iDR5_3_Main,0.0068,0.0059,0.0021
SPLUS-s45s24,Calibration_XPSP_GAIA3,0.0049,0.004,0.001
SPLUS-s45s24,Calibration_iDR5_3_Main,0.0049,0.004,0.001
SPLUS-s45s25,Calibration_XPSP_GAIA3,0.0045,0.0049,0.0018
SPLUS-s45s25,Calibration_iDR5_3_Main,0.0045,0.0049,0.0018
SPLUS-s45s26,Calibration_XPSP_GAIA3,0.0053,0.0051,0.0021
SPLUS-s45s26,Calibration_iDR5_3_Main,0.0053,0.0051,0.0021
SPLUS-s45s27,Calibration_XPSP_GAIA3,0.0059,0.0054,0.0024
SPLUS-s45s27,Calibration_iDR5_3_Main,0.0059,0.0054,0.0024
SPLUS-s45s28,Calibration_XPSP_GAIA3,0.0048,0.0054,0.0021
SPLUS-s45s28,Calibration_iDR5_3_Main,0.0048,0.0054,0.0021
SPLUS-s45s29,Calibration_XPSP_GAIA3,0.0056,0.0057,0.0023
SPLUS-s45s29,Calibration_iDR5_3_Main,0.0056,0.0057,0.0023
SPLUS-s45s30,Calibration_XPSP_GAIA3,0.0041,0.005,0.0022
SPLUS-s45s30,Calibration_iDR5_3_Main,0.0041,0.005,0.0022
SPLUS-s45s31,Calibration_XPSP_GAIA3,0.0052,0.0034,0.0013
SPLUS-s45s31,Calibration_XPSP,0.0047,0.0024,0.0004
SPLUS-s45s31,Calibration_iDR5_3_Main,0.0052,0.0034,0.0013
SPLUS-s45s41,Calibration_XPSP_GAIA3,0.0048,0.0034,0.0018
SPLUS-s45s41,Calibration_iDR5_3_Main,0.0048,0.0034,0.0018
SPLUS-s46s01,Calibration_XPSP_GAIA3,0.0046,0.0038,0.0028
SPLUS-s46s01,Calibration_iDR5_3_Main,0.0046,0.0038,0.0028
SPLUS-s46s02,Calibration_iDR5_3_Main,0.0035,0.0038,0.002
SPLUS-s46s16,Calibration_XPSP_GAIA3,0.0049,0.0036,0.0004
SPLUS-s46s16,Calibration_iDR5_3_Main,0.0049,0.0036,0.0004
SPLUS-s46s17,Calibration_XPSP_GAIA3,0.0066,0.0055,0.0018
SPLUS-s46s17,Calibration_iDR5_3_Main,0.0066,0.0055,0.0018
SPLUS-s46s18,Calibration_XPSP_GAIA3,0.0049,0.005,0.0007
SPLUS-s46s18,Calibration_iDR5_3_Main,0.0049,0.005,0.0007
SPLUS-s46s19,Calibration_XPSP_GAIA3,0.0046,0.0045,0.0022
SPLUS-s46s19,Calibration_iDR5_3_Main,0.0046,0.0045,0.0022
SPLUS-s46s20,Calibration_XPSP_GAIA3,0.005,0.0046,0.0007
SPLUS-s46s20,Calibration_iDR5_3_Main,0.005,0.0046,0.0007
SPLUS-s46s21,Calibration_XPSP_GAIA3,0.0063,0.0048,0.0016
SPLUS-s46s21,Calibration_iDR5_3_Main,0.0063,0.0048,0.0016
SPLUS-s46s22,Calibration_XPSP_GAIA3,0.0062,0.0053,0.0017
SPLUS-s46s22,Calibration_iDR5_3_Main,0.0062,0.0053,0.0017
SPLUS-s46s23,Calibration_XPSP_GAIA3,0.004,0.0037,0.0013
SPLUS-s46s23,Calibration_iDR5_3_Main,0.004,0.0037,0.0013
SPLUS-s46s24,Calibration_XPSP_GAIA3,0.0051,0.0046,0.001
SPLUS-s46s24,Calibration_iDR5_3_Main,0.0051,0.0046,0.001
SPLUS-s46s25,Calibration_XPSP_GAIA3,0.0048,0.0042,0.0018
SPLUS-s46s25,Calibration_iDR5_3_Main,0.0048,0.0042,0.0018
SPLUS-s46s26,Calibration_XPSP_GAIA3,0.0048,0.0045,0.0017
SPLUS-s46s26,Calibration_iDR5_3_Main,0.0048,0.0045,0.0017
SPLUS-s46s27,Calibration_XPSP_GAIA3,0.0059,0.0053,0.0025
SPLUS-s46s27,Calibration_iDR5_3_Main,0.0059,0.0053,0.0025
SPLUS-s46s28,Calibration_XPSP_GAIA3,0.0057,0.0061,0.0023
SPLUS-s46s28,Calibration_iDR5_3_Main,0.0057,0.0061,0.0023
SPLUS-s46s29,Calibration_XPSP_GAIA3,0.0044,0.0052,0.002
SPLUS-s46s29,Calibration_iDR5_3_Main,0.0044,0.0052,0.002
SPLUS-s46s32,Calibration_iDR5_3_Main,0.0054,0.0039,0.0018
SPLUS-s46s40,Calibration_XPSP_GAIA3,0.0047,0.0044,0.0022
SPLUS-s46s40,Calibration_iDR5_3_Main,0.0047,0.0044,0.0022
STRIPE82-0003,Calibration_XPSP_0,0.0041,0.0003,0.0003
STRIPE82-0003,Calibration_XPSP_GAIA3,0.006,0.0034,0.0013
STRIPE82-0003,Calibration_XPSP_GALEX_0,0.0049,-0.0005,-0.0011
STRIPE82-0003,Calibration_XPSP,0.0041,0.0003,0.0003
STRIPE82-0003,Calibration_iDR5_3_Main,0.006,0.0034,0.0013
STRIPE82-0003,Calibration_iDR5_3_PSF,0.0026,-0.0003,-0.0011
STRIPE82-0004,Calibration_XPSP_0,0.0028,-0.0,0.0013
STRIPE82-0004,Calibration_XPSP_GAIA3,0.0047,0.0039,0.0031
STRIPE82-0004,Calibration_XPSP_GALEX_0,0.0049,-0.0003,-0.0004
STRIPE82-0004,Calibration_XPSP,0.0028,-0.0,0.0013
STRIPE82-0004,Calibration_iDR5_3_Main,0.0047,0.0039,0.0031
STRIPE82-0004,Calibration_iDR5_3_PSF,0.0006,-0.0012,0.0007
STRIPE82-0005,Calibration_XPSP_0,0.0078,0.0051,0.0053
STRIPE82-0005,Calibration_XPSP_GAIA3,0.0084,0.0073,0.0061
STRIPE82-0005,Calibration_XPSP_GALEX_0,0.0086,0.0046,0.0044
STRIPE82-0005,Calibration_XPSP,0.0078,0.0051,0.0053
STRIPE82-0005,Calibration_iDR5_3_Main,0.0084,0.0073,0.0061
STRIPE82-0005,Calibration_iDR5_3_PSF,0.0082,0.0057,0.0069
STRIPE82-0006,Calibration_XPSP_0,0.005,0.0003,0.0008
STRIPE82-0006,Calibration_XPSP_GAIA3,0.0046,0.0028,0.0034
STRIPE82-0006,Calibration_XPSP_GALEX_0,0.005,0.0006,0.0012
STRIPE82-0006,Calibration_XPSP,0.005,0.0003,0.0008
STRIPE82-0006,Calibration_iDR5_3_Main,0.0046,0.0028,0.0034
STRIPE82-0006,Calibration_iDR5_3_PSF,0.0069,0.0044,0.0066
STRIPE82-0007,Calibration_XPSP_0,0.0037,0.0005,0.0008
STRIPE82-0007,Calibration_XPSP_GAIA3,0.0037,0.0031,0.0027
STRIPE82-0007,Calibration_XPSP_GALEX_0,0.006,0.0012,0.0001
STRIPE82-0007,Calibration_XPSP,0.0037,0.0005,0.0008
STRIPE82-0007,Calibration_iDR5_3_Main,0.0037,0.0031,0.0027
STRIPE82-0007,Calibration_iDR5_3_PSF,0.0006,0.0007,0.0025
STRIPE82-0009,Calibration_XPSP_0,0.0018,0.0003,0.0008
STRIPE82-0009,Calibration_XPSP_GAIA3,0.0039,0.0027,0.002
STRIPE82-0009,Calibration_XPSP_GALEX_0,0.0029,-0.0003,-0.0006
STRIPE82-0009,Calibration_XPSP,0.0018,0.0003,0.0008
STRIPE82-0009,Calibration_iDR5_3_Main,0.0039,0.0027,0.002
STRIPE82-0009,Calibration_iDR5_3_PSF,0.0017,0.0022,0.0035
STRIPE82-0013,Calibration_XPSP_0,0.0035,0.0006,0.0009
STRIPE82-0013,Calibration_XPSP_GAIA3,0.0053,0.0034,0.004
STRIPE82-0013,Calibration_XPSP_GALEX_0,0.0044,0.0001,-0.0009
STRIPE82-0013,Calibration_XPSP,0.0035,0.0006,0.0009
STRIPE82-0013,Calibration_iDR5_3_Main,0.0053,0.0034,0.004
STRIPE82-0013,Calibration_iDR5_3_PSF,0.002,0.0022,0.0027
STRIPE82-0015,Calibration_XPSP_0,0.0031,0.0006,0.0012
STRIPE82-0015,Calibration_XPSP_GAIA3,0.0034,0.0035,0.0032
STRIPE82-0015,Calibration_XPSP_GALEX_0,0.0047,0.0007,-0.0005
STRIPE82-0015,Calibration_XPSP,0.0031,0.0006,0.0012
STRIPE82-0015,Calibration_iDR5_3_Main,0.0034,0.0035,0.0032
STRIPE82-0015,Calibration_iDR5_3_PSF,-0.0003,0.0001,0.0029
STRIPE82-0019,Calibration_XPSP_0,0.0032,0.0004,0.0011
STRIPE82-0019,Calibration_XPSP_GAIA3,0.0051,0.0044,0.0029
STRIPE82-0019,Calibration_XPSP_GALEX_0,0.0047,-0.0,-0.0004
STRIPE82-0019,Calibration_XPSP,0.0032,0.0004,0.0011
STRIPE82-0019,Calibration_iDR5_3_Main,0.0051,0.0044,0.0029
STRIPE82-0019,Calibration_iDR5_3_PSF,0.0032,0.0015,0.0019
STRIPE82-0021,Calibration_XPSP_0,0.0034,0.0002,0.0009
STRIPE82-0021,Calibration_XPSP_GAIA3,0.0046,0.0024,0.0012
STRIPE82-0021,Calibration_XPSP_GALEX_0,0.0058,0.0005,-0.0001
STRIPE82-0021,Calibration_XPSP,0.0034,0.0002,0.0009
STRIPE82-0021,Calibration_iDR5_3_Main,0.0046,0.0024,0.0012
STRIPE82-0021,Calibration_iDR5_3_PSF,0.0009,0.0007,0.0025
STRIPE82-0022,Calibration_XPSP_0,0.0019,-0.0007,-0.001
STRIPE82-0022,Calibration_XPSP_GAIA3,0.0027,0.0036,0.001
STRIPE82-0022,Calibration_XPSP_GALEX_0,0.0034,0.0005,-0.0013
STRIPE82-0022,Calibration_XPSP,0.0019,-0.0007,-0.001
STRIPE82-0022,Calibration_iDR5_3_Main,0.0027,0.0036,0.001
STRIPE82-0022,Calibration_iDR5_3_PSF,-0.0021,-0.0049,-0.0031
STRIPE82-0023,Calibration_XPSP_0,0.0014,-0.0002,0.0007
STRIPE82-0023,Calibration_XPSP_GAIA3,0.0035,0.0028,0.0027
STRIPE82-0023,Calibration_XPSP_GALEX_0,0.0018,-0.0014,-0.0007
STRIPE82-0023,Calibration_XPSP,0.0014,-0.0002,0.0007
STRIPE82-0023,Calibration_iDR5_3_Main,0.0035,0.0028,0.0027
STRIPE82-0023,Calibration_iDR5_3_PSF,-0.0006,-0.0008,0.0016
STRIPE82-0024,Calibration_XPSP_0,0.0013,0.0002,0.0022
STRIPE82-0024,Calibration_XPSP_GAIA3,0.0033,0.002,0.0016
STRIPE82-0024,Calibration_XPSP_GALEX_0,0.0019,-0.0007,0.0008
STRIPE82-0024,Calibration_XPSP,0.0013,0.0002,0.0022
STRIPE82-0024,Calibration_iDR5_3_Main,0.0033,0.002,0.0016
STRIPE82-0024,Calibration_iDR5_3_PSF,0.001,0.0004,0.001
STRIPE82-0027,Calibration_XPSP_0,0.0037,0.0016,0.0024
STRIPE82-0027,Calibration_XPSP_GAIA3,0.0041,0.004,0.0046
STRIPE82-0027,Calibration_XPSP_GALEX_0,0.0051,0.0002,0.0004
STRIPE82-0027,Calibration_XPSP,0.0037,0.0016,0.0024
STRIPE82-0027,Calibration_iDR5_3_Main,0.0041,0.004,0.0046
STRIPE82-0027,Calibration_iDR5_3_PSF,0.0009,0.0009,0.0038
STRIPE82-0028,Calibration_XPSP_0,0.0025,0.0008,0.0012
STRIPE82-0028,Calibration_XPSP_GAIA3,0.0033,0.0044,0.0032
STRIPE82-0028,Calibration_XPSP_GALEX_0,0.0049,0.0019,0.0016
STRIPE82-0028,Calibration_XPSP,0.0025,0.0008,0.0012
STRIPE82-0028,Calibration_iDR5_3_Main,0.0033,0.0044,0.0032
STRIPE82-0028,Calibration_iDR5_3_PSF,0.0012,0.0026,0.0033
STRIPE82-0030,Calibration_XPSP_0,0.0036,0.0004,0.0004
STRIPE82-0030,Calibration_XPSP_GAIA3,0.0035,0.0027,0.0036
STRIPE82-0030,Calibration_XPSP_GALEX_0,0.0036,-0.0009,-0.0006
STRIPE82-0030,Calibration_XPSP,0.0036,0.0004,0.0004
STRIPE82-0030,Calibration_iDR5_3_Main,0.0035,0.0027,0.0036
STRIPE82-0030,Calibration_iDR5_3_PSF,0.0006,0.0008,0.0023
STRIPE82-0031,Calibration_XPSP_0,0.0034,0.0004,0.0007
STRIPE82-0031,Calibration_XPSP_GAIA3,0.006,0.0039,0.0035
STRIPE82-0031,Calibration_XPSP_GALEX_0,0.0047,0.0009,-0.0006
STRIPE82-0031,Calibration_XPSP,0.0034,0.0004,0.0007
STRIPE82-0031,Calibration_iDR5_3_Main,0.006,0.0039,0.0035
STRIPE82-0031,Calibration_iDR5_3_PSF,0.0019,0.0013,0.0022
STRIPE82-0033,Calibration_XPSP_0,0.0041,0.0013,0.0018
STRIPE82-0033,Calibration_XPSP_GAIA3,0.0035,0.0027,0.0032
STRIPE82-0033,Calibration_XPSP_GALEX_0,0.005,0.001,0.0004
STRIPE82-0033,Calibration_XPSP,0.0041,0.0013,0.0018
STRIPE82-0033,Calibration_iDR5_3_Main,0.0035,0.0027,0.0032
STRIPE82-0033,Calibration_iDR5_3_PSF,0.0001,0.0017,0.0022
STRIPE82-0034,Calibration_XPSP_0,0.0016,-0.001,0.0012
STRIPE82-0034,Calibration_XPSP_GAIA3,0.004,0.0034,0.002
STRIPE82-0034,Calibration_XPSP_GALEX_0,0.0023,-0.001,0.0002
STRIPE82-0034,Calibration_XPSP,0.0016,-0.001,0.0012
STRIPE82-0034,Calibration_iDR5_3_Main,0.004,0.0034,0.002
STRIPE82-0034,Calibration_iDR5_3_PSF,0.0014,-0.0006,0.0003
STRIPE82-0035,Calibration_XPSP_0,0.0046,0.0006,0.0014
STRIPE82-0035,Calibration_XPSP_GAIA3,0.0028,0.0021,0.0028
STRIPE82-0035,Calibration_XPSP_GALEX_0,0.0055,0.001,0.0012
STRIPE82-0035,Calibration_XPSP,0.0046,0.0006,0.0014
STRIPE82-0035,Calibration_iDR5_3_Main,0.0028,0.0021,0.0028
STRIPE82-0035,Calibration_iDR5_3_PSF,0.0036,0.0018,0.0019
STRIPE82-0036,Calibration_XPSP_0,0.0029,0.0008,0.0017
STRIPE82-0036,Calibration_XPSP_GAIA3,0.0041,0.0038,0.0025
STRIPE82-0036,Calibration_XPSP_GALEX_0,0.0047,0.0005,-0.0005
STRIPE82-0036,Calibration_XPSP,0.0029,0.0008,0.0017
STRIPE82-0036,Calibration_iDR5_3_Main,0.0041,0.0038,0.0025
STRIPE82-0036,Calibration_iDR5_3_PSF,0.0053,0.0017,0.0017
STRIPE82-0037,Calibration_XPSP_0,0.0036,0.0012,0.0021
STRIPE82-0037,Calibration_XPSP_GAIA3,0.0053,0.0039,0.0029
STRIPE82-0037,Calibration_XPSP_GALEX_0,0.0038,-0.0001,0.0006
STRIPE82-0037,Calibration_XPSP,0.0036,0.0012,0.0021
STRIPE82-0037,Calibration_iDR5_3_Main,0.0053,0.0039,0.0029
STRIPE82-0037,Calibration_iDR5_3_PSF,0.0037,0.0018,0.0025
STRIPE82-0038,Calibration_XPSP_0,0.0046,0.0018,0.0027
STRIPE82-0038,Calibration_XPSP_GAIA3,0.0061,0.005,0.003
STRIPE82-0038,Calibration_XPSP_GALEX_0,0.006,0.0018,0.0017
STRIPE82-0038,Calibration_XPSP,0.0046,0.0018,0.0027
STRIPE82-0038,Calibration_iDR5_3_Main,0.0061,0.005,0.003
STRIPE82-0038,Calibration_iDR5_3_PSF,0.0036,0.0012,0.0016
STRIPE82-0039,Calibration_XPSP_0,0.0049,0.0014,0.0018
STRIPE82-0039,Calibration_XPSP_GAIA3,0.0052,0.0045,0.0042
STRIPE82-0039,Calibration_XPSP_GALEX_0,0.0066,0.0014,0.0007
STRIPE82-0039,Calibration_XPSP,0.0049,0.0014,0.0018
STRIPE82-0039,Calibration_iDR5_3_Main,0.0052,0.0045,0.0042
STRIPE82-0039,Calibration_iDR5_3_PSF,0.0035,0.0027,0.0033
STRIPE82-0040,Calibration_XPSP_0,0.0049,0.0027,0.0032
STRIPE82-0040,Calibration_XPSP_GAIA3,0.0065,0.0051,0.0041
STRIPE82-0040,Calibration_XPSP_GALEX_0,0.0051,0.0017,0.0007
STRIPE82-0040,Calibration_XPSP,0.0049,0.0027,0.0032
STRIPE82-0040,Calibration_iDR5_3_Main,0.0065,0.0051,0.0041
STRIPE82-0040,Calibration_iDR5_3_PSF,0.0034,0.0035,0.0055
STRIPE82-0042,Calibration_XPSP_0,0.0034,0.0011,0.001
STRIPE82-0042,Calibration_XPSP_GAIA3,0.0052,0.0041,0.003
STRIPE82-0042,Calibration_XPSP_GALEX_0,0.005,0.0014,0.0003
STRIPE82-0042,Calibration_XPSP,0.0034,0.0011,0.001
STRIPE82-0042,Calibration_iDR5_3_Main,0.0052,0.0041,0.003
STRIPE82-0042,Calibration_iDR5_3_PSF,0.0026,0.0047,0.0075
STRIPE82-0044,Calibration_XPSP_0,0.0037,0.0017,0.0008
STRIPE82-0044,Calibration_XPSP_GAIA3,0.0043,0.0046,0.0033
STRIPE82-0044,Calibration_XPSP_GALEX_0,0.0039,-0.0,-0.0034
STRIPE82-0044,Calibration_XPSP,0.0037,0.0017,0.0008
STRIPE82-0044,Calibration_iDR5_3_Main,0.0043,0.0046,0.0033
STRIPE82-0044,Calibration_iDR5_3_PSF,-0.0112,-0.0107,-0.0113
STRIPE82-0045,Calibration_XPSP_0,0.0041,0.002,0.0007
STRIPE82-0045,Calibration_XPSP_GAIA3,0.0073,0.0064,0.0033
STRIPE82-0045,Calibration_XPSP_GALEX_0,0.0073,0.004,0.0007
STRIPE82-0045,Calibration_XPSP,0.0041,0.002,0.0007
STRIPE82-0045,Calibration_iDR5_3_Main,0.0073,0.0064,0.0033
STRIPE82-0045,Calibration_iDR5_3_PSF,-0.0096,-0.0098,-0.0114
STRIPE82-0046,Calibration_XPSP_0,0.0028,0.0014,0.0003
STRIPE82-0046,Calibration_XPSP_GAIA3,0.0036,0.0044,0.0024
STRIPE82-0046,Calibration_XPSP_GALEX_0,-0.0032,-0.006,-0.0079
STRIPE82-0046,Calibration_XPSP,0.0028,0.0014,0.0003
STRIPE82-0046,Calibration_iDR5_3_Main,0.0036,0.0044,0.0024
STRIPE82-0046,Calibration_iDR5_3_PSF,0.0031,0.0025,0.0016
STRIPE82-0047,Calibration_XPSP_0,0.0053,0.0032,-0.0001
STRIPE82-0047,Calibration_XPSP_GAIA3,0.0057,0.0061,0.0024
