iDR5_Field_Name,Field_1,NAME,FIELD_2,CALIB,ZP_GAIA3_BP,ZP_GAIA3_G,ZP_GAIA3_RP,ZP_GAIA3
MC0033,MC0033,MC0033,MC0033,Calibration_iDR5_3_PSF,-0.0081,-0.0221,-0.0092,-0.013133333
MC0034,MC0034,MC0034,MC0034,Calibration_iDR5_3_PSF,-0.004,-0.0041,0.0013,-0.0022666666
MC0035,MC0035,MC0035,MC0035,Calibration_iDR5_3_PSF,0.0087,0.0039,0.0018,0.0047999998
MC0036,MC0036,MC0036,MC0036,Calibration_iDR5_3_PSF,0.0069,0.0044,0.0016,0.0042999997
MC0037,MC0037,MC0037,MC0037,Calibration_iDR5_3_PSF,0.0057,0.0033,0.0045,0.0045
MC0038,MC0038,MC0038,MC0038,Calibration_iDR5_3_PSF,0.002,-0.0067,0.0104,0.0019000001
MC0040,MC0040,MC0040,MC0040,Calibration_iDR5_3_PSF,-0.0126,-0.017,0.0015,-0.009366668
MC0041,MC0041,MC0041,MC0041,Calibration_iDR5_3_PSF,-0.0104,-0.0086,0.0058,-0.0044000004
MC0042,MC0042,MC0042,MC0042,Calibration_iDR5_3_PSF,-4.0E-4,-6.0E-4,0.0042,0.0010666666
MC0043,MC0043,MC0043,MC0043,Calibration_iDR5_3_PSF,0.0045,0.0022,0.0034,0.0033666666
MC0044,MC0044,MC0044,MC0044,Calibration_iDR5_3_PSF,0.0065,0.0036,0.002,0.004033333
MC0045,MC0045,MC0045,MC0045,Calibration_iDR5_3_PSF,0.0065,0.0053,0.0033,0.0050333333
MC0046,MC0046,MC0046,MC0046,Calibration_iDR5_3_PSF,0.0033,0.0037,0.0034,0.0034666667
MC0047,MC0047,MC0047,MC0047,Calibration_iDR5_3_PSF,0.0032,0.004,0.0026,0.0032666668
MC0048,MC0048,MC0048,MC0048,Calibration_iDR5_3_PSF,0.0066,0.0062,0.004,0.0056000003
MC0049,MC0049,MC0049,MC0049,Calibration_iDR5_3_PSF,0.0054,0.0041,0.0024,0.0039666668
MC0050,MC0050,MC0050,MC0050,Calibration_iDR5_3_PSF,0.0047,0.0037,0.0016,0.0033333332
MC0051,MC0051,MC0051,MC0051,Calibration_iDR5_3_PSF,-0.0012,0.0032,0.0018,0.0012666666
MC0052,MC0052,MC0052,MC0052,Calibration_iDR5_3_PSF,0.0039,0.0034,0.0021,0.0031333333
MC0053,MC0053,MC0053,MC0053,Calibration_iDR5_3_PSF,0.0023,0.0028,0.0022,0.0024333333
MC0054,MC0054,MC0054,MC0054,Calibration_iDR5_3_PSF,0.0055,0.0043,0.0028,0.0042
MC0055,MC0055,MC0055,MC0055,Calibration_iDR5_3_PSF,0.0012,0.0016,0.0018,0.0015333332
MC0056,MC0056,MC0056,MC0056,Calibration_iDR5_3_PSF,0.0016,0.0028,0.002,0.0021333334
MC0057,MC0057,MC0057,MC0057,Calibration_iDR5_3_PSF,0.0034,0.0039,0.0031,0.0034666667
MC0058,MC0058,MC0058,MC0058,Calibration_iDR5_3_PSF,0.0037,0.0044,0.0023,0.0034666667
MC0059,MC0059,MC0059,MC0059,Calibration_iDR5_3_PSF,0.0058,0.0037,0.0014,0.0036333334
MC0060,MC0060,MC0060,MC0060,Calibration_iDR5_3_PSF,0.004,0.0021,6.0E-4,0.0022333332
MC0061,MC0061,MC0061,MC0061,Calibration_iDR5_3_PSF,0.008,0.0058,0.0042,0.0060000005
MC0062,MC0062,MC0062,MC0062,Calibration_iDR5_3_PSF,-0.0016,-0.0027,0.0052,2.9999996E-4
MC0063,MC0063,MC0063,MC0063,Calibration_iDR5_3_PSF,-0.0126,-0.0212,0.006,-0.009266666
MC0064,MC0064,MC0064,MC0064,Calibration_iDR5_3_PSF,0.0097,-0.0175,0.0108,0.0010000002
MC0065,MC0065,MC0065,MC0065,Calibration_iDR5_3_PSF,-0.0036,-0.0237,0.0044,-0.0076333336
MC0066,MC0066,MC0066,MC0066,Calibration_iDR5_3_PSF,-0.0097,-0.0102,0.0038,-0.0053666667
MC0067,MC0067,MC0067,MC0067,Calibration_iDR5_3_PSF,0.0044,0.0021,0.0027,0.0030666667
MC0068,MC0068,MC0068,MC0068,Calibration_iDR5_3_PSF,0.0073,0.0045,0.003,0.0049333335
MC0069,MC0069,MC0069,MC0069,Calibration_iDR5_3_PSF,0.0061,0.0044,0.0026,0.0043666665
MC0070,MC0070,MC0070,MC0070,Calibration_iDR5_3_PSF,0.0068,0.0068,0.0051,0.006233333
MC0071,MC0071,MC0071,MC0071,Calibration_iDR5_3_PSF,0.0043,0.0051,0.0051,0.0048333337
MC0072,MC0072,MC0072,MC0072,Calibration_iDR5_3_PSF,0.0056,0.0011,0.0041,0.0036000002
MC0073,MC0073,MC0073,MC0073,Calibration_iDR5_3_PSF,0.0038,0.0032,0.0023,0.0031
MC0074,MC0074,MC0074,MC0074,Calibration_iDR5_3_PSF,0.0049,0.0049,0.0036,0.0044666664
MC0075,MC0075,MC0075,MC0075,Calibration_iDR5_3_PSF,0.0019,0.0032,0.0023,0.0024666665
MC0076,MC0076,MC0076,MC0076,Calibration_iDR5_3_PSF,0.0047,0.004,0.0014,0.0033666666
MC0077,MC0077,MC0077,MC0077,Calibration_iDR5_3_PSF,0.0051,0.0041,0.0025,0.0039000001
MC0078,MC0078,MC0078,MC0078,Calibration_iDR5_3_PSF,0.0025,0.0032,0.0015,0.0023999999
MC0079,MC0079,MC0079,MC0079,Calibration_iDR5_3_PSF,0.0016,0.0026,0.0024,0.0022
MC0080,MC0080,MC0080,MC0080,Calibration_iDR5_3_PSF,0.0037,0.0042,0.0025,0.0034666664
MC0081,MC0081,MC0081,MC0081,Calibration_iDR5_3_PSF,0.0031,0.0035,0.0019,0.0028333336
MC0082,MC0082,MC0082,MC0082,Calibration_iDR5_3_PSF,0.005,0.0037,0.0017,0.0034666667
MC0083,MC0083,MC0083,MC0083,Calibration_iDR5_3_PSF,0.0059,0.0058,0.0036,0.0051
MC0084,MC0084,MC0084,MC0084,Calibration_iDR5_3_PSF,0.0068,0.0047,0.0023,0.0046
MC0085,MC0085,MC0085,MC0085,Calibration_iDR5_3_PSF,0.0097,0.0041,0.0027,0.0055
MC0086,MC0086,MC0086,MC0086,Calibration_iDR5_3_PSF,-0.0058,-0.0055,0.0058,-0.0018333332
MC0087,MC0087,MC0087,MC0087,Calibration_iDR5_3_PSF,0.012,0.0025,0.0073,0.0072666667
MC0088,MC0088,MC0088,MC0088,Calibration_iDR5_3_PSF,0.0107,-0.0015,0.0082,0.0058
MC0089,MC0089,MC0089,MC0089,Calibration_iDR5_3_PSF,0.0056,-9.0E-4,0.007,0.0039000001
MC0090,MC0090,MC0090,MC0090,Calibration_iDR5_3_PSF,0.0074,0.0034,0.0018,0.0042
MC0091,MC0091,MC0091,MC0091,Calibration_iDR5_3_PSF,0.0068,0.0045,0.0035,0.004933333
MC0092,MC0092,MC0092,MC0092,Calibration_iDR5_3_PSF,0.0145,0.0086,0.0077,0.010266666
MC0093,MC0093,MC0093,MC0093,Calibration_iDR5_3_PSF,0.0049,0.0019,0.0016,0.0028
MC0094,MC0094,MC0094,MC0094,Calibration_iDR5_3_PSF,-0.0125,-0.0173,0.0026,-0.009066667
MC0095,MC0095,MC0095,MC0095,Calibration_iDR5_3_PSF,-0.0122,-0.0123,4.0E-4,-0.008033333
MC0096,MC0096,MC0096,MC0096,Calibration_iDR5_3_PSF,0.0037,0.0041,0.0032,0.0036666666
MC0097,MC0097,MC0097,MC0097,Calibration_iDR5_3_PSF,0.0035,0.0032,0.0023,0.0029999998
MC0098,MC0098,MC0098,MC0098,Calibration_iDR5_3_PSF,0.0025,0.0027,0.0016,0.0022666666
MC0099,MC0099,MC0099,MC0099,Calibration_iDR5_3_PSF,0.0038,0.0064,0.0069,0.0056999996
MC0100,MC0100,MC0100,MC0100,Calibration_iDR5_3_PSF,0.0037,0.0025,0.0018,0.0026666664
MC0101,MC0101,MC0101,MC0101,Calibration_iDR5_3_PSF,0.0054,0.0056,0.0027,0.0045666667
MC0102,MC0102,MC0102,MC0102,Calibration_iDR5_3_PSF,0.004,0.0039,0.0024,0.003433333
MC0103,MC0103,MC0103,MC0103,Calibration_iDR5_3_PSF,0.0051,0.004,0.002,0.0037000002
MC0104,MC0104,MC0104,MC0104,Calibration_iDR5_3_PSF,0.0059,0.0042,0.001,0.0037
MC0105,MC0105,MC0105,MC0105,Calibration_iDR5_3_PSF,0.006,0.0043,0.0022,0.004166667
MC0106,MC0106,MC0106,MC0106,Calibration_iDR5_3_PSF,0.0096,0.0064,0.0042,0.0067333337
MC0107,MC0107,MC0107,MC0107,Calibration_iDR5_3_PSF,0.0105,0.0058,0.0031,0.0064666667
MC0108,MC0108,MC0108,MC0108,Calibration_iDR5_3_PSF,0.009,0.0056,0.0044,0.006333333
MC0109,MC0109,MC0109,MC0109,Calibration_iDR5_3_PSF,0.0103,0.0044,0.0053,0.0066666664
MC0110,MC0110,MC0110,MC0110,Calibration_iDR5_3_PSF,0.0117,0.004,0.0036,0.006433333
MC0111,MC0111,MC0111,MC0111,Calibration_iDR5_3_PSF,0.0107,0.0099,0.0107,0.010433334
MC0112,MC0112,MC0112,MC0112,Calibration_iDR5_3_PSF,0.0077,0.0039,0.003,0.0048666666
MC0113,MC0113,MC0113,MC0113,Calibration_iDR5_3_PSF,0.0054,0.0047,0.0043,0.0047999998
MC0114,MC0114,MC0114,MC0114,Calibration_iDR5_3_PSF,0.009,0.0024,0.0059,0.005766666
MC0115,MC0115,MC0115,MC0115,Calibration_iDR5_3_PSF,-0.0115,-0.0119,-0.0029,-0.008766667
MC0116,MC0116,MC0116,MC0116,Calibration_iDR5_3_PSF,-0.0041,-0.0308,-0.0463,-0.027066668
MC0117,MC0117,MC0117,MC0117,Calibration_iDR5_3_PSF,6.0E-4,0.0021,0.0041,0.0022666666
MC0118,MC0118,MC0118,MC0118,Calibration_iDR5_3_PSF,6.0E-4,0.0012,0.0024,0.0014000001
MC0119,MC0119,MC0119,MC0119,Calibration_iDR5_3_PSF,1.0E-4,0.0014,0.0015,0.001
MC0120,MC0120,MC0120,MC0120,Calibration_iDR5_3_PSF,0.002,0.0033,0.003,0.002766667
MC0121,MC0121,MC0121,MC0121,Calibration_iDR5_3_PSF,0.0048,0.0048,0.0033,0.0043
MC0122,MC0122,MC0122,MC0122,Calibration_iDR5_3_PSF,0.0041,0.0044,0.0024,0.0036333334
MC0123,MC0123,MC0123,MC0123,Calibration_iDR5_3_PSF,0.0052,0.0038,0.0017,0.0035666665
MC0124,MC0124,MC0124,MC0124,Calibration_iDR5_3_PSF,0.0055,0.0045,0.0033,0.0044333334
MC0125,MC0125,MC0125,MC0125,Calibration_iDR5_3_PSF,0.0068,0.0038,0.001,0.003866667
MC0126,MC0126,MC0126,MC0126,Calibration_iDR5_3_PSF,0.006,0.0048,0.0027,0.0045000003
MC0127,MC0127,MC0127,MC0127,Calibration_iDR5_3_PSF,0.0078,0.0049,0.0032,0.0053
MC0128,MC0128,MC0128,MC0128,Calibration_iDR5_3_PSF,0.0106,0.0064,0.0035,0.006833333
MC0129,MC0129,MC0129,MC0129,Calibration_iDR5_3_PSF,0.0111,0.007,0.0036,0.0072333333
MC0130,MC0130,MC0130,MC0130,Calibration_iDR5_3_PSF,0.0094,0.0062,0.0046,0.006733333
MC0131,MC0131,MC0131,MC0131,Calibration_iDR5_3_PSF,0.0097,0.0052,0.0026,0.0058333334
MC0132,MC0132,MC0132,MC0132,Calibration_iDR5_3_PSF,0.006,0.0031,0.0017,0.0036000002
MC0133,MC0133,MC0133,MC0133,Calibration_iDR5_3_PSF,0.0053,0.0042,0.0029,0.004133333
MC0134,MC0134,MC0134,MC0134,Calibration_iDR5_3_PSF,0.0089,0.0064,0.006,0.0070999996
MC0135,MC0135,MC0135,MC0135,Calibration_iDR5_3_PSF,0.0074,0.0041,0.0022,0.0045666667
MC0136,MC0136,MC0136,MC0136,Calibration_iDR5_3_PSF,0.0055,0.0046,0.0034,0.0045
MC0137,MC0137,MC0137,MC0137,Calibration_iDR5_3_PSF,0.0028,0.0027,0.0022,0.0025666666
MC0138,MC0138,MC0138,MC0138,Calibration_iDR5_3_PSF,0.0015,0.0021,0.0032,0.0022666666
MC0139,MC0139,MC0139,MC0139,Calibration_iDR5_3_PSF,0.0039,0.0043,0.0023,0.0034999999
MC0140,MC0140,MC0140,MC0140,Calibration_iDR5_3_PSF,0.0047,0.0041,0.002,0.0036000002
MC0141,MC0141,MC0141,MC0141,Calibration_iDR5_3_PSF,0.006,0.0043,0.0026,0.0043
MC0142,MC0142,MC0142,MC0142,Calibration_iDR5_3_PSF,0.008,0.0054,0.002,0.0051333336
MC0143,MC0143,MC0143,MC0143,Calibration_iDR5_3_PSF,0.0094,0.0059,0.002,0.005766667
MC0144,MC0144,MC0144,MC0144,Calibration_iDR5_3_PSF,0.007,0.0048,0.0023,0.0047
MC0145,MC0145,MC0145,MC0145,Calibration_iDR5_3_PSF,0.0054,0.005,0.0035,0.0046333335
MC0146,MC0146,MC0146,MC0146,Calibration_iDR5_3_PSF,0.0072,0.0047,0.003,0.004966667
MC0147,MC0147,MC0147,MC0147,Calibration_iDR5_3_PSF,0.0078,0.0054,0.0031,0.0054333336
MC0148,MC0148,MC0148,MC0148,Calibration_iDR5_3_PSF,0.0091,0.005,0.0024,0.0055
MC0149,MC0149,MC0149,MC0149,Calibration_iDR5_3_PSF,0.008,0.0048,0.0019,0.0049000005
MC0150,MC0150,MC0150,MC0150,Calibration_iDR5_3_PSF,0.0109,0.0059,0.0021,0.0063000005
SPLUS-b017,SPLUS-b017,SPLUS-b017,SPLUS-b017,Calibration_iDR5_3_PSF,0.0435,0.0062,0.0017,0.017133333
SPLUS-b038,SPLUS-b038,SPLUS-b038,SPLUS-b038,Calibration_iDR5_3_PSF,0.0599,0.0323,0.0045,0.03223333
SPLUS-b039,SPLUS-b039,SPLUS-b039,SPLUS-b039,Calibration_iDR5_3_PSF,0.0429,0.0207,0.0033,0.0223
SPLUS-b040,SPLUS-b040,SPLUS-b040,SPLUS-b040,Calibration_iDR5_3_PSF,0.0379,0.0184,0.002,0.019433333
SPLUS-b044,SPLUS-b044,SPLUS-b044,SPLUS-b044,Calibration_iDR5_3_PSF,0.0552,0.0429,-0.007,0.030366667
SPLUS-b051,SPLUS-b051,SPLUS-b051,SPLUS-b051,Calibration_iDR5_3_PSF,0.0465,0.0166,0.0042,0.022433333
SPLUS-b054,SPLUS-b054,SPLUS-b054,SPLUS-b054,Calibration_iDR5_3_PSF,0.0281,0.0117,-5.0E-4,0.013099999
SPLUS-b056,SPLUS-b056,SPLUS-b056,SPLUS-b056,Calibration_iDR5_3_PSF,0.0166,0.0057,0.0018,0.008033333
SPLUS-b067,SPLUS-b067,SPLUS-b067,SPLUS-b067,Calibration_iDR5_3_PSF,0.0472,0.013,0.006,0.022066668
SPLUS-b068,SPLUS-b068,SPLUS-b068,SPLUS-b068,Calibration_iDR5_3_PSF,0.0355,0.0118,0.0037,0.017
SPLUS-b069,SPLUS-b069,SPLUS-b069,SPLUS-b069,Calibration_iDR5_3_PSF,0.022,0.0049,0.0031,0.010000001
SPLUS-b070,SPLUS-b070,SPLUS-b070,SPLUS-b070,Calibration_iDR5_3_PSF,0.0142,0.0019,-4.0E-4,0.005233334
SPLUS-b071,SPLUS-b071,SPLUS-b071,SPLUS-b071,Calibration_iDR5_3_PSF,0.016,0.0062,0.0011,0.0077666673
SPLUS-b072,SPLUS-b072,SPLUS-b072,SPLUS-b072,Calibration_iDR5_3_PSF,0.015,0.0058,0.002,0.0076
SPLUS-b076,SPLUS-b076,SPLUS-b076,SPLUS-b076,Calibration_iDR5_3_PSF,0.0498,0.0286,-0.0019,0.0255
SPLUS-b101,SPLUS-b101,SPLUS-b101,SPLUS-b101,Calibration_iDR5_3_PSF,0.0206,0.0036,0.0053,0.009833333
SPLUS-b102,SPLUS-b102,SPLUS-b102,SPLUS-b102,Calibration_iDR5_3_PSF,0.0152,0.001,0.0018,0.0060000005
SPLUS-b103,SPLUS-b103,SPLUS-b103,SPLUS-b103,Calibration_iDR5_3_PSF,0.0151,0.0059,0.0045,0.0085
SPLUS-b104,SPLUS-b104,SPLUS-b104,SPLUS-b104,Calibration_iDR5_3_PSF,0.0103,0.0028,0.0033,0.0054666665
SPLUS-b105,SPLUS-b105,SPLUS-b105,SPLUS-b105,Calibration_iDR5_3_PSF,0.0122,0.0036,0.0035,0.006433333
SPLUS-b111,SPLUS-b111,SPLUS-b111,SPLUS-b111,Calibration_iDR5_3_PSF,0.0272,0.0115,-0.0039,0.0116
SPLUS-b112,SPLUS-b112,SPLUS-b112,SPLUS-b112,Calibration_iDR5_3_PSF,0.0355,0.021,-0.0073,0.0164
SPLUS-b117,SPLUS-b117,SPLUS-b117,SPLUS-b117,Calibration_iDR5_3_PSF,0.0326,0.0072,0.0057,0.015166666
SPLUS-b119,SPLUS-b119,SPLUS-b119,SPLUS-b119,Calibration_iDR5_3_PSF,0.014,0.002,0.0041,0.0067000003
SPLUS-b120,SPLUS-b120,SPLUS-b120,SPLUS-b120,Calibration_iDR5_3_PSF,0.0078,6.0E-4,0.0024,0.0036000002
SPLUS-b121,SPLUS-b121,SPLUS-b121,SPLUS-b121,Calibration_iDR5_3_PSF,0.0125,0.0043,0.0044,0.007066667
SPLUS-b122,SPLUS-b122,SPLUS-b122,SPLUS-b122,Calibration_iDR5_3_PSF,0.0081,0.0026,0.0036,0.004766667
SPLUS-b125,SPLUS-b125,SPLUS-b125,SPLUS-b125,Calibration_iDR5_3_PSF,0.0436,0.027,-0.0031,0.0225
SPLUS-b126,SPLUS-b126,SPLUS-b126,SPLUS-b126,Calibration_iDR5_3_PSF,0.0468,0.0297,-0.0022,0.024766667
SPLUS-b133,SPLUS-b133,SPLUS-b133,SPLUS-b133,Calibration_iDR5_3_PSF,0.0192,-0.0043,0.004,0.0063000005
SPLUS-b135,SPLUS-b135,SPLUS-b135,SPLUS-b135,Calibration_iDR5_3_PSF,0.0146,0.0022,0.0044,0.007066667
SPLUS-b136,SPLUS-b136,SPLUS-b136,SPLUS-b136,Calibration_iDR5_3_PSF,0.0138,0.0038,0.0044,0.007333333
SPLUS-b137,SPLUS-b137,SPLUS-b137,SPLUS-b137,Calibration_iDR5_3_PSF,0.009,0.0026,0.0024,0.004666667
SPLUS-b138,SPLUS-b138,SPLUS-b138,SPLUS-b138,Calibration_iDR5_3_PSF,0.0095,0.0036,0.0053,0.0061333333
SPLUS-b152,SPLUS-b152,SPLUS-b152,SPLUS-b152,Calibration_iDR5_3_PSF,0.0087,0.0022,0.0011,0.004
SPLUS-b153,SPLUS-b153,SPLUS-b153,SPLUS-b153,Calibration_iDR5_3_PSF,0.0081,0.0028,0.0037,0.0048666666
SPLUS-b164,SPLUS-b164,SPLUS-b164,SPLUS-b164,Calibration_iDR5_3_PSF,0.0107,0.0011,0.0043,0.0053666667
SPLUS-b165,SPLUS-b165,SPLUS-b165,SPLUS-b165,Calibration_iDR5_3_PSF,0.0105,0.004,0.0039,0.006133333
SPLUS-b166,SPLUS-b166,SPLUS-b166,SPLUS-b166,Calibration_iDR5_3_PSF,0.0085,0.0024,0.0026,0.0045000003
SPLUS-b167,SPLUS-b167,SPLUS-b167,SPLUS-b167,Calibration_iDR5_3_PSF,0.0085,0.0029,0.0036,0.0050000004
SPLUS-b176,SPLUS-b176,SPLUS-b176,SPLUS-b176,Calibration_iDR5_3_PSF,0.0129,0.0028,0.0055,0.007066667
SPLUS-b178,SPLUS-b178,SPLUS-b178,SPLUS-b178,Calibration_iDR5_3_PSF,0.0105,0.0048,0.0034,0.006233333
SPLUS-b179,SPLUS-b179,SPLUS-b179,SPLUS-b179,Calibration_iDR5_3_PSF,0.011,0.0047,0.0053,0.0069999998
SPLUS-b185,SPLUS-b185,SPLUS-b185,SPLUS-b185,Calibration_iDR5_3_PSF,0.0124,-9.0E-4,0.0037,0.0050666668
SPLUS-b186,SPLUS-b186,SPLUS-b186,SPLUS-b186,Calibration_iDR5_3_PSF,0.0108,0.0026,0.0061,0.0065
SPLUS-b187,SPLUS-b187,SPLUS-b187,SPLUS-b187,Calibration_iDR5_3_PSF,0.0094,0.0032,0.0042,0.0056
SPLUS-b188,SPLUS-b188,SPLUS-b188,SPLUS-b188,Calibration_iDR5_3_PSF,0.009,0.0035,0.0039,0.005466666
SPLUS-b189,SPLUS-b189,SPLUS-b189,SPLUS-b189,Calibration_iDR5_3_PSF,0.0077,0.0041,0.002,0.0046
SPLUS-b191,SPLUS-b191,SPLUS-b191,SPLUS-b191,Calibration_iDR5_3_PSF,0.0187,1.0E-4,0.0037,0.0075
SPLUS-b193,SPLUS-b193,SPLUS-b193,SPLUS-b193,Calibration_iDR5_3_PSF,0.012,0.0017,0.0047,0.0061333333
SPLUS-b194,SPLUS-b194,SPLUS-b194,SPLUS-b194,Calibration_iDR5_3_PSF,0.0114,0.0017,0.0037,0.0056
SPLUS-b195,SPLUS-b195,SPLUS-b195,SPLUS-b195,Calibration_iDR5_3_PSF,0.0063,0.0013,0.0038,0.0038
SPLUS-b196,SPLUS-b196,SPLUS-b196,SPLUS-b196,Calibration_iDR5_3_PSF,0.0104,0.0046,0.0046,0.0065333336
SPLUS-b198,SPLUS-b198,SPLUS-b198,SPLUS-b198,Calibration_iDR5_3_PSF,0.01,0.001,0.0043,0.0051
SPLUS-b199,SPLUS-b199,SPLUS-b199,SPLUS-b199,Calibration_iDR5_3_PSF,0.0106,0.0016,0.0043,0.0055
SPLUS-d002,SPLUS-d002,SPLUS-d002,SPLUS-d002,Calibration_iDR5_3_PSF,0.0071,-0.0092,-0.0023,-0.0014666667
SPLUS-d005,SPLUS-d005,SPLUS-d005,SPLUS-d005,Calibration_iDR5_3_PSF,0.0158,1.0E-4,-0.0056,0.003433333
SPLUS-d011,SPLUS-d011,SPLUS-d011,SPLUS-d011,Calibration_iDR5_3_PSF,0.0245,0.0106,-0.0024,0.010899999
SPLUS-d012,SPLUS-d012,SPLUS-d012,SPLUS-d012,Calibration_iDR5_3_PSF,0.0239,0.0054,-0.0028,0.008833334
SPLUS-d013,SPLUS-d013,SPLUS-d013,SPLUS-d013,Calibration_iDR5_3_PSF,0.0117,-0.0126,-0.0122,-0.0043666665
SPLUS-d020,SPLUS-d020,SPLUS-d020,SPLUS-d020,Calibration_iDR5_3_PSF,0.0276,0.0071,-0.0055,0.009733333
SPLUS-d023,SPLUS-d023,SPLUS-d023,SPLUS-d023,Calibration_iDR5_3_PSF,0.0193,0.0056,-0.0097,0.0050666668
SPLUS-d024,SPLUS-d024,SPLUS-d024,SPLUS-d024,Calibration_iDR5_3_PSF,0.0207,0.0031,-0.0073,0.0055
SPLUS-d025,SPLUS-d025,SPLUS-d025,SPLUS-d025,Calibration_iDR5_3_PSF,0.0138,-7.0E-4,-0.0051,0.0026666664
SPLUS-d028,SPLUS-d028,SPLUS-d028,SPLUS-d028,Calibration_iDR5_3_PSF,0.004,-0.0109,-0.0044,-0.0037666664
SPLUS-d029,SPLUS-d029,SPLUS-d029,SPLUS-d029,Calibration_iDR5_3_PSF,0.0451,0.0271,-0.0029,0.023100002
SPLUS-d033,SPLUS-d033,SPLUS-d033,SPLUS-d033,Calibration_iDR5_3_PSF,0.0392,0.0183,-0.0031,0.018133333
SPLUS-d034,SPLUS-d034,SPLUS-d034,SPLUS-d034,Calibration_iDR5_3_PSF,0.0258,0.0121,-0.0024,0.011833333
SPLUS-d040,SPLUS-d040,SPLUS-d040,SPLUS-d040,Calibration_iDR5_3_PSF,0.0044,-0.0095,-0.0029,-0.0026666664
SPLUS-d042,SPLUS-d042,SPLUS-d042,SPLUS-d042,Calibration_iDR5_3_PSF,0.0221,0.0082,0.0013,0.010533333
SPLUS-d043,SPLUS-d043,SPLUS-d043,SPLUS-d043,Calibration_iDR5_3_PSF,0.0264,0.0102,-6.0E-4,0.012000001
SPLUS-d044,SPLUS-d044,SPLUS-d044,SPLUS-d044,Calibration_iDR5_3_PSF,0.0173,0.0018,-0.0025,0.005533334
SPLUS-d045,SPLUS-d045,SPLUS-d045,SPLUS-d045,Calibration_iDR5_3_PSF,0.0211,0.0075,-1.0E-4,0.0095
SPLUS-d046,SPLUS-d046,SPLUS-d046,SPLUS-d046,Calibration_iDR5_3_PSF,0.0218,0.0075,-5.0E-4,0.0096
SPLUS-d050,SPLUS-d050,SPLUS-d050,SPLUS-d050,Calibration_iDR5_3_PSF,0.0174,0.0068,-0.0017,0.0075
SPLUS-d053,SPLUS-d053,SPLUS-d053,SPLUS-d053,Calibration_iDR5_3_PSF,0.0148,-0.0088,-0.0097,-0.0012333334
SPLUS-d056,SPLUS-d056,SPLUS-d056,SPLUS-d056,Calibration_iDR5_3_PSF,0.0063,-0.0079,-0.0019,-0.0011666665
SPLUS-d058,SPLUS-d058,SPLUS-d058,SPLUS-d058,Calibration_iDR5_3_PSF,0.016,0.0023,-3.0E-4,0.0060000005
SPLUS-d059,SPLUS-d059,SPLUS-d059,SPLUS-d059,Calibration_iDR5_3_PSF,0.0128,0.0013,3.0E-4,0.0047999998
SPLUS-d060,SPLUS-d060,SPLUS-d060,SPLUS-d060,Calibration_iDR5_3_PSF,0.0116,0.0017,0.0021,0.005133333
SPLUS-d061,SPLUS-d061,SPLUS-d061,SPLUS-d061,Calibration_iDR5_3_PSF,0.0178,0.0041,-3.0E-4,0.0072000003
SPLUS-d062,SPLUS-d062,SPLUS-d062,SPLUS-d062,Calibration_iDR5_3_PSF,0.0251,0.0116,-0.0018,0.011633333
SPLUS-d065,SPLUS-d065,SPLUS-d065,SPLUS-d065,Calibration_iDR5_3_PSF,0.0195,-0.0018,-0.0071,0.0035333333
SPLUS-d066,SPLUS-d066,SPLUS-d066,SPLUS-d066,Calibration_iDR5_3_PSF,0.0164,-0.0054,-0.0093,5.6666665E-4
SPLUS-d068,SPLUS-d068,SPLUS-d068,SPLUS-d068,Calibration_iDR5_3_PSF,0.0101,-0.0081,-0.0089,-0.0023
SPLUS-d071,SPLUS-d071,SPLUS-d071,SPLUS-d071,Calibration_iDR5_3_PSF,0.0065,-0.0085,-0.0031,-0.0017000003
SPLUS-d072,SPLUS-d072,SPLUS-d072,SPLUS-d072,Calibration_iDR5_3_PSF,0.0101,-0.005,-0.0028,7.666666E-4
SPLUS-d073,SPLUS-d073,SPLUS-d073,SPLUS-d073,Calibration_iDR5_3_PSF,0.0145,0.0018,9.0E-4,0.0057333335
SPLUS-d075,SPLUS-d075,SPLUS-d075,SPLUS-d075,Calibration_iDR5_3_PSF,0.0145,0.0034,0.0038,0.007233333
SPLUS-d076,SPLUS-d076,SPLUS-d076,SPLUS-d076,Calibration_iDR5_3_PSF,0.0188,0.0056,1.0E-4,0.008166666
SPLUS-d081,SPLUS-d081,SPLUS-d081,SPLUS-d081,Calibration_iDR5_3_PSF,0.0116,-0.002,-0.0072,7.9999986E-4
SPLUS-d083,SPLUS-d083,SPLUS-d083,SPLUS-d083,Calibration_iDR5_3_PSF,0.0089,-0.0061,-0.0072,-0.0014666667
SPLUS-d084,SPLUS-d084,SPLUS-d084,SPLUS-d084,Calibration_iDR5_3_PSF,0.0117,-0.0061,-0.0071,-5.000001E-4
SPLUS-d085,SPLUS-d085,SPLUS-d085,SPLUS-d085,Calibration_iDR5_3_PSF,0.0127,-0.003,-0.006,0.0012333334
SPLUS-d086,SPLUS-d086,SPLUS-d086,SPLUS-d086,Calibration_iDR5_3_PSF,0.0096,-0.0055,-0.0021,6.6666683E-4
SPLUS-d087,SPLUS-d087,SPLUS-d087,SPLUS-d087,Calibration_iDR5_3_PSF,0.007,-0.007,-0.0023,-7.6666666E-4
