iDR5_Field_Name,Field_1,NAME,FIELD_2,CALIB,ZP_GAIA3_BP,ZP_GAIA3_G,ZP_GAIA3_RP,ZP_GAIA3
SPLUS-s14s32,SPLUS-s14s32,SPLUS-s14s32,SPLUS-s14s32,Calibration_iDR5_3_Main,0.0043,0.0028,0.0018,0.0029666666
SPLUS-s15s13,SPLUS-s15s13,SPLUS-s15s13,SPLUS-s15s13,Calibration_iDR5_3_Main,0.0056,0.0069,0.0036,0.0053666662
SPLUS-s15s14,SPLUS-s15s14,SPLUS-s15s14,SPLUS-s15s14,Calibration_iDR5_3_Main,0.0032,0.0034,0.0022,0.0029333334
SPLUS-s15s23,SPLUS-s15s23,SPLUS-s15s23,SPLUS-s15s23,Calibration_iDR5_3_Main,0.0046,0.0029,0.0027,0.0034
SPLUS-s16s09,SPLUS-s16s09,SPLUS-s16s09,SPLUS-s16s09,Calibration_iDR5_3_Main,0.0028,0.0036,0.0019,0.0027666667
SPLUS-s16s11,SPLUS-s16s11,SPLUS-s16s11,SPLUS-s16s11,Calibration_iDR5_3_Main,0.0033,0.0042,0.0024,0.0033
SPLUS-s16s12,SPLUS-s16s12,SPLUS-s16s12,SPLUS-s16s12,Calibration_iDR5_3_Main,0.0046,0.0044,0.0028,0.0039333333
SPLUS-s16s13,SPLUS-s16s13,SPLUS-s16s13,SPLUS-s16s13,Calibration_iDR5_3_Main,0.0045,0.0041,0.0037,0.0041
SPLUS-s16s14,SPLUS-s16s14,SPLUS-s16s14,SPLUS-s16s14,Calibration_iDR5_3_Main,0.0045,0.0043,0.0022,0.0036666666
SPLUS-s16s22,SPLUS-s16s22,SPLUS-s16s22,SPLUS-s16s22,Calibration_iDR5_3_Main,0.0021,0.0033,0.0033,0.0029
SPLUS-s16s23,SPLUS-s16s23,SPLUS-s16s23,SPLUS-s16s23,Calibration_iDR5_3_Main,0.0037,0.0024,0.002,0.0027
SPLUS-s17s11,SPLUS-s17s11,SPLUS-s17s11,SPLUS-s17s11,Calibration_iDR5_3_Main,0.0028,0.0038,0.0013,0.0026333332
SPLUS-s17s12,SPLUS-s17s12,SPLUS-s17s12,SPLUS-s17s12,Calibration_iDR5_3_Main,0.0046,0.0044,0.0034,0.004133333
SPLUS-s17s13,SPLUS-s17s13,SPLUS-s17s13,SPLUS-s17s13,Calibration_iDR5_3_Main,0.0053,0.0055,0.005,0.0052666664
SPLUS-s17s14,SPLUS-s17s14,SPLUS-s17s14,SPLUS-s17s14,Calibration_iDR5_3_Main,0.0046,0.0047,0.0032,0.004166667
SPLUS-s17s22,SPLUS-s17s22,SPLUS-s17s22,SPLUS-s17s22,Calibration_iDR5_3_Main,0.005,0.0025,0.0019,0.0031333333
SPLUS-s17s23,SPLUS-s17s23,SPLUS-s17s23,SPLUS-s17s23,Calibration_iDR5_3_Main,0.0034,0.0028,0.0026,0.0029333334
SPLUS-s17s24,SPLUS-s17s24,SPLUS-s17s24,SPLUS-s17s24,Calibration_iDR5_3_Main,0.0033,0.0016,0.0011,0.002
SPLUS-s17s30,SPLUS-s17s30,SPLUS-s17s30,SPLUS-s17s30,Calibration_iDR5_3_Main,0.0062,0.004,0.0016,0.0039333333
SPLUS-s18s08,SPLUS-s18s08,SPLUS-s18s08,SPLUS-s18s08,Calibration_iDR5_3_Main,0.0013,0.0012,6.0E-4,0.0010333332
SPLUS-s18s11,SPLUS-s18s11,SPLUS-s18s11,SPLUS-s18s11,Calibration_iDR5_3_Main,0.0039,0.0038,0.0024,0.0033666666
SPLUS-s18s12,SPLUS-s18s12,SPLUS-s18s12,SPLUS-s18s12,Calibration_iDR5_3_Main,0.0064,0.0048,0.0036,0.004933333
SPLUS-s18s13,SPLUS-s18s13,SPLUS-s18s13,SPLUS-s18s13,Calibration_iDR5_3_Main,0.0026,0.0036,0.0019,0.0026999998
SPLUS-s18s22,SPLUS-s18s22,SPLUS-s18s22,SPLUS-s18s22,Calibration_iDR5_3_Main,0.004,0.0022,0.0017,0.0026333334
SPLUS-s18s23,SPLUS-s18s23,SPLUS-s18s23,SPLUS-s18s23,Calibration_iDR5_3_Main,0.0038,0.0026,0.0023,0.0029
SPLUS-s18s24,SPLUS-s18s24,SPLUS-s18s24,SPLUS-s18s24,Calibration_iDR5_3_Main,0.0047,0.0024,8.0E-4,0.0026333332
SPLUS-s18s28,SPLUS-s18s28,SPLUS-s18s28,SPLUS-s18s28,Calibration_iDR5_3_Main,0.0044,0.0021,0.0013,0.0026
SPLUS-s18s50,SPLUS-s18s50,SPLUS-s18s50,SPLUS-s18s50,Calibration_iDR5_3_Main,0.0121,0.0131,0.0119,0.012366667
SPLUS-s18s51,SPLUS-s18s51,SPLUS-s18s51,SPLUS-s18s51,Calibration_iDR5_3_Main,0.0071,0.0067,0.0033,0.0056999996
SPLUS-s19s08,SPLUS-s19s08,SPLUS-s19s08,SPLUS-s19s08,Calibration_iDR5_3_Main,9.0E-4,0.003,0.0027,0.0022
SPLUS-s19s09,SPLUS-s19s09,SPLUS-s19s09,SPLUS-s19s09,Calibration_iDR5_3_Main,0.0017,0.0012,0.0015,0.0014666667
SPLUS-s19s10,SPLUS-s19s10,SPLUS-s19s10,SPLUS-s19s10,Calibration_iDR5_3_Main,0.0034,0.0034,0.0029,0.0032333334
SPLUS-s19s11,SPLUS-s19s11,SPLUS-s19s11,SPLUS-s19s11,Calibration_iDR5_3_Main,0.0011,0.0024,0.0026,0.0020333333
SPLUS-s19s12,SPLUS-s19s12,SPLUS-s19s12,SPLUS-s19s12,Calibration_iDR5_3_Main,0.0059,0.0055,0.0028,0.0047333334
SPLUS-s19s13,SPLUS-s19s13,SPLUS-s19s13,SPLUS-s19s13,Calibration_iDR5_3_Main,0.0014,0.0049,0.0011,0.0024666667
SPLUS-s19s22,SPLUS-s19s22,SPLUS-s19s22,SPLUS-s19s22,Calibration_iDR5_3_Main,0.0077,0.0078,0.0073,0.0076
SPLUS-s19s23,SPLUS-s19s23,SPLUS-s19s23,SPLUS-s19s23,Calibration_iDR5_3_Main,0.0041,0.0022,0.0022,0.0028333336
SPLUS-s19s24,SPLUS-s19s24,SPLUS-s19s24,SPLUS-s19s24,Calibration_iDR5_3_Main,0.0068,0.0037,0.002,0.004166667
SPLUS-s19s25,SPLUS-s19s25,SPLUS-s19s25,SPLUS-s19s25,Calibration_iDR5_3_Main,0.0036,0.0024,0.0019,0.0026333332
SPLUS-s19s33,SPLUS-s19s33,SPLUS-s19s33,SPLUS-s19s33,Calibration_iDR5_3_Main,0.0018,0.0025,0.0022,0.0021666668
SPLUS-s19s34,SPLUS-s19s34,SPLUS-s19s34,SPLUS-s19s34,Calibration_iDR5_3_Main,0.0033,0.0032,0.0021,0.0028666668
SPLUS-s19s49,SPLUS-s19s49,SPLUS-s19s49,SPLUS-s19s49,Calibration_iDR5_3_Main,0.0011,0.0034,0.0026,0.0023666667
SPLUS-s19s50,SPLUS-s19s50,SPLUS-s19s50,SPLUS-s19s50,Calibration_iDR5_3_Main,0.0023,0.0028,0.0013,0.0021333334
SPLUS-s19s51,SPLUS-s19s51,SPLUS-s19s51,SPLUS-s19s51,Calibration_iDR5_3_Main,0.0072,0.0084,0.007,0.007533333
SPLUS-s20s01,SPLUS-s20s01,SPLUS-s20s01,SPLUS-s20s01,Calibration_iDR5_3_Main,0.0018,0.0025,-2.0E-4,0.0013666666
SPLUS-s20s02,SPLUS-s20s02,SPLUS-s20s02,SPLUS-s20s02,Calibration_iDR5_3_Main,0.0109,0.0116,0.0067,0.009733333
SPLUS-s20s03,SPLUS-s20s03,SPLUS-s20s03,SPLUS-s20s03,Calibration_iDR5_3_Main,-0.0024,-0.0012,-0.0015,-0.0017
SPLUS-s20s04,SPLUS-s20s04,SPLUS-s20s04,SPLUS-s20s04,Calibration_iDR5_3_Main,0.0063,0.007,0.0033,0.0055333334
SPLUS-s20s05,SPLUS-s20s05,SPLUS-s20s05,SPLUS-s20s05,Calibration_iDR5_3_Main,-0.0023,-3.0E-4,-0.0015,-0.0013666666
SPLUS-s20s06,SPLUS-s20s06,SPLUS-s20s06,SPLUS-s20s06,Calibration_iDR5_3_Main,0.0051,0.0052,-0.0017,0.0028666668
SPLUS-s20s07,SPLUS-s20s07,SPLUS-s20s07,SPLUS-s20s07,Calibration_iDR5_3_Main,7.0E-4,0.0018,0.0013,0.0012666667
SPLUS-s20s08,SPLUS-s20s08,SPLUS-s20s08,SPLUS-s20s08,Calibration_iDR5_3_Main,0.0011,0.0022,0.003,0.0021
SPLUS-s20s09,SPLUS-s20s09,SPLUS-s20s09,SPLUS-s20s09,Calibration_iDR5_3_Main,0.0018,0.002,7.0E-4,0.0014999999
SPLUS-s20s10,SPLUS-s20s10,SPLUS-s20s10,SPLUS-s20s10,Calibration_iDR5_3_Main,0.0029,0.0036,0.0017,0.0027333333
SPLUS-s20s11,SPLUS-s20s11,SPLUS-s20s11,SPLUS-s20s11,Calibration_iDR5_3_Main,0.0048,0.0041,0.0021,0.0036666666
SPLUS-s20s12,SPLUS-s20s12,SPLUS-s20s12,SPLUS-s20s12,Calibration_iDR5_3_Main,0.0059,0.0047,0.0022,0.0042666667
SPLUS-s20s13,SPLUS-s20s13,SPLUS-s20s13,SPLUS-s20s13,Calibration_iDR5_3_Main,0.0036,0.0035,0.0028,0.0033
SPLUS-s20s14,SPLUS-s20s14,SPLUS-s20s14,SPLUS-s20s14,Calibration_iDR5_3_Main,0.0045,0.0038,0.0025,0.0036000002
SPLUS-s20s15,SPLUS-s20s15,SPLUS-s20s15,SPLUS-s20s15,Calibration_iDR5_3_Main,0.0036,0.0034,0.0029,0.0033
SPLUS-s20s16,SPLUS-s20s16,SPLUS-s20s16,SPLUS-s20s16,Calibration_iDR5_3_Main,0.0043,0.0038,0.0035,0.003866667
SPLUS-s20s17,SPLUS-s20s17,SPLUS-s20s17,SPLUS-s20s17,Calibration_iDR5_3_Main,0.0055,0.0053,0.0026,0.004466667
SPLUS-s20s18,SPLUS-s20s18,SPLUS-s20s18,SPLUS-s20s18,Calibration_iDR5_3_Main,0.0074,0.004,0.0018,0.0044
SPLUS-s20s19,SPLUS-s20s19,SPLUS-s20s19,SPLUS-s20s19,Calibration_iDR5_3_Main,0.0073,0.0056,0.0032,0.0053666667
SPLUS-s20s20,SPLUS-s20s20,SPLUS-s20s20,SPLUS-s20s20,Calibration_iDR5_3_Main,0.0048,0.0018,0.0014,0.0026666664
SPLUS-s20s21,SPLUS-s20s21,SPLUS-s20s21,SPLUS-s20s21,Calibration_iDR5_3_Main,0.0092,0.0061,0.002,0.005766667
SPLUS-s20s22,SPLUS-s20s22,SPLUS-s20s22,SPLUS-s20s22,Calibration_iDR5_3_Main,0.0059,0.0041,0.0032,0.0044
SPLUS-s20s23,SPLUS-s20s23,SPLUS-s20s23,SPLUS-s20s23,Calibration_iDR5_3_Main,0.0031,0.003,0.0033,0.0031333333
SPLUS-s20s24,SPLUS-s20s24,SPLUS-s20s24,SPLUS-s20s24,Calibration_iDR5_3_Main,0.0045,0.0031,0.0027,0.0034333335
SPLUS-s20s25,SPLUS-s20s25,SPLUS-s20s25,SPLUS-s20s25,Calibration_iDR5_3_Main,0.005,0.0032,0.0015,0.0032333334
SPLUS-s20s26,SPLUS-s20s26,SPLUS-s20s26,SPLUS-s20s26,Calibration_iDR5_3_Main,0.0044,0.0032,0.0025,0.0033666666
SPLUS-s20s27,SPLUS-s20s27,SPLUS-s20s27,SPLUS-s20s27,Calibration_iDR5_3_Main,0.0029,0.0028,0.0029,0.0028666665
SPLUS-s20s28,SPLUS-s20s28,SPLUS-s20s28,SPLUS-s20s28,Calibration_iDR5_3_Main,0.0046,0.0021,0.0015,0.0027333333
SPLUS-s20s30,SPLUS-s20s30,SPLUS-s20s30,SPLUS-s20s30,Calibration_iDR5_3_Main,0.0035,0.0013,8.0E-4,0.0018666667
SPLUS-s20s32,SPLUS-s20s32,SPLUS-s20s32,SPLUS-s20s32,Calibration_iDR5_3_Main,0.0013,0.0016,0.0012,0.0013666666
SPLUS-s20s33,SPLUS-s20s33,SPLUS-s20s33,SPLUS-s20s33,Calibration_iDR5_3_Main,0.0033,0.0021,0.0016,0.0023333335
SPLUS-s20s34,SPLUS-s20s34,SPLUS-s20s34,SPLUS-s20s34,Calibration_iDR5_3_Main,0.0011,0.0012,5.0E-4,9.3333336E-4
SPLUS-s20s35,SPLUS-s20s35,SPLUS-s20s35,SPLUS-s20s35,Calibration_iDR5_3_Main,0.0011,0.0029,0.0036,0.0025333331
SPLUS-s20s38,SPLUS-s20s38,SPLUS-s20s38,SPLUS-s20s38,Calibration_iDR5_3_Main,0.0037,0.0051,0.0025,0.0037666664
SPLUS-s20s39,SPLUS-s20s39,SPLUS-s20s39,SPLUS-s20s39,Calibration_iDR5_3_Main,0.0058,0.0046,-0.0,0.0034666667
SPLUS-s20s47,SPLUS-s20s47,SPLUS-s20s47,SPLUS-s20s47,Calibration_iDR5_3_Main,-0.0118,-0.0099,-0.0085,-0.010066667
SPLUS-s20s48,SPLUS-s20s48,SPLUS-s20s48,SPLUS-s20s48,Calibration_iDR5_3_Main,0.0074,0.0069,0.0034,0.0058999998
SPLUS-s20s49,SPLUS-s20s49,SPLUS-s20s49,SPLUS-s20s49,Calibration_iDR5_3_Main,0.0023,0.0041,0.0037,0.0033666668
SPLUS-s20s50,SPLUS-s20s50,SPLUS-s20s50,SPLUS-s20s50,Calibration_iDR5_3_Main,0.0075,0.007,0.0037,0.0060666665
SPLUS-s20s51,SPLUS-s20s51,SPLUS-s20s51,SPLUS-s20s51,Calibration_iDR5_3_Main,-0.0029,-0.0022,-0.001,-0.0020333333
SPLUS-s21s01,SPLUS-s21s01,SPLUS-s21s01,SPLUS-s21s01,Calibration_iDR5_3_Main,0.0015,0.0025,0.0015,0.0018333333
SPLUS-s21s02,SPLUS-s21s02,SPLUS-s21s02,SPLUS-s21s02,Calibration_iDR5_3_Main,0.0051,0.0057,0.0031,0.0046333335
SPLUS-s21s03,SPLUS-s21s03,SPLUS-s21s03,SPLUS-s21s03,Calibration_iDR5_3_Main,-0.0039,-0.0036,-0.0039,-0.0037999998
SPLUS-s21s04,SPLUS-s21s04,SPLUS-s21s04,SPLUS-s21s04,Calibration_iDR5_3_Main,0.009,0.008,0.0039,0.006966667
SPLUS-s21s05,SPLUS-s21s05,SPLUS-s21s05,SPLUS-s21s05,Calibration_iDR5_3_Main,0.0016,0.0029,0.0021,0.0022
SPLUS-s21s06,SPLUS-s21s06,SPLUS-s21s06,SPLUS-s21s06,Calibration_iDR5_3_Main,0.0172,0.0143,0.0066,0.0127
SPLUS-s21s07,SPLUS-s21s07,SPLUS-s21s07,SPLUS-s21s07,Calibration_iDR5_3_Main,0.0013,0.0011,0.0016,0.0013333334
SPLUS-s21s08,SPLUS-s21s08,SPLUS-s21s08,SPLUS-s21s08,Calibration_iDR5_3_Main,5.0E-4,0.0028,0.0027,0.002
SPLUS-s21s09,SPLUS-s21s09,SPLUS-s21s09,SPLUS-s21s09,Calibration_iDR5_3_Main,0.0023,0.0036,0.0039,0.0032666668
SPLUS-s21s10,SPLUS-s21s10,SPLUS-s21s10,SPLUS-s21s10,Calibration_iDR5_3_Main,0.0029,0.0032,0.0026,0.0029
SPLUS-s21s11,SPLUS-s21s11,SPLUS-s21s11,SPLUS-s21s11,Calibration_iDR5_3_Main,0.0051,0.0041,0.0023,0.0038333333
SPLUS-s21s12,SPLUS-s21s12,SPLUS-s21s12,SPLUS-s21s12,Calibration_iDR5_3_Main,0.0048,0.003,0.0027,0.0035000003
SPLUS-s21s13,SPLUS-s21s13,SPLUS-s21s13,SPLUS-s21s13,Calibration_iDR5_3_Main,0.0041,5.0E-4,0.0018,0.0021333334
SPLUS-s21s14,SPLUS-s21s14,SPLUS-s21s14,SPLUS-s21s14,Calibration_iDR5_3_Main,0.004,0.003,0.0011,0.0027
SPLUS-s21s15,SPLUS-s21s15,SPLUS-s21s15,SPLUS-s21s15,Calibration_iDR5_3_Main,0.003,0.0023,0.0017,0.0023333335
SPLUS-s21s16,SPLUS-s21s16,SPLUS-s21s16,SPLUS-s21s16,Calibration_iDR5_3_Main,0.0059,0.0049,0.0027,0.0045000003
SPLUS-s21s17,SPLUS-s21s17,SPLUS-s21s17,SPLUS-s21s17,Calibration_iDR5_3_Main,0.0033,0.0035,0.0015,0.0027666667
SPLUS-s21s18,SPLUS-s21s18,SPLUS-s21s18,SPLUS-s21s18,Calibration_iDR5_3_Main,0.0072,0.0063,0.0028,0.0054333336
SPLUS-s21s19,SPLUS-s21s19,SPLUS-s21s19,SPLUS-s21s19,Calibration_iDR5_3_Main,0.0073,0.0047,2.0E-4,0.0040666666
SPLUS-s21s20,SPLUS-s21s20,SPLUS-s21s20,SPLUS-s21s20,Calibration_iDR5_3_Main,0.0056,0.0053,0.0019,0.0042666667
SPLUS-s21s21,SPLUS-s21s21,SPLUS-s21s21,SPLUS-s21s21,Calibration_iDR5_3_Main,0.0054,0.003,0.0021,0.0035000003
SPLUS-s21s22,SPLUS-s21s22,SPLUS-s21s22,SPLUS-s21s22,Calibration_iDR5_3_Main,0.0034,0.0023,0.0019,0.0025333334
SPLUS-s21s23,SPLUS-s21s23,SPLUS-s21s23,SPLUS-s21s23,Calibration_iDR5_3_Main,0.0057,0.0041,0.0021,0.0039666668
SPLUS-s21s24,SPLUS-s21s24,SPLUS-s21s24,SPLUS-s21s24,Calibration_iDR5_3_Main,0.003,0.003,0.002,0.0026666669
SPLUS-s21s25,SPLUS-s21s25,SPLUS-s21s25,SPLUS-s21s25,Calibration_iDR5_3_Main,0.0048,0.0034,0.0025,0.0035666667
SPLUS-s21s26,SPLUS-s21s26,SPLUS-s21s26,SPLUS-s21s26,Calibration_iDR5_3_Main,0.0034,0.002,0.0015,0.0023
SPLUS-s21s27,SPLUS-s21s27,SPLUS-s21s27,SPLUS-s21s27,Calibration_iDR5_3_Main,0.0026,0.0028,0.0025,0.0026333332
SPLUS-s21s28,SPLUS-s21s28,SPLUS-s21s28,SPLUS-s21s28,Calibration_iDR5_3_Main,0.0026,0.0015,2.0E-4,0.0014333334
SPLUS-s21s29,SPLUS-s21s29,SPLUS-s21s29,SPLUS-s21s29,Calibration_iDR5_3_Main,0.0034,0.0029,0.0018,0.0027
SPLUS-s21s30,SPLUS-s21s30,SPLUS-s21s30,SPLUS-s21s30,Calibration_iDR5_3_Main,0.0028,0.0016,0.001,0.0018000001
SPLUS-s21s31,SPLUS-s21s31,SPLUS-s21s31,SPLUS-s21s31,Calibration_iDR5_3_Main,0.0022,0.0022,0.0015,0.0019666667
SPLUS-s21s32,SPLUS-s21s32,SPLUS-s21s32,SPLUS-s21s32,Calibration_iDR5_3_Main,0.0017,9.0E-4,-0.0,8.6666667E-4
SPLUS-s21s33,SPLUS-s21s33,SPLUS-s21s33,SPLUS-s21s33,Calibration_iDR5_3_Main,0.0024,0.0031,0.002,0.0025000002
SPLUS-s21s34,SPLUS-s21s34,SPLUS-s21s34,SPLUS-s21s34,Calibration_iDR5_3_Main,0.0035,0.0034,8.0E-4,0.0025666668
SPLUS-s21s35,SPLUS-s21s35,SPLUS-s21s35,SPLUS-s21s35,Calibration_iDR5_3_Main,0.0023,0.0028,0.0021,0.0023999999
SPLUS-s21s36,SPLUS-s21s36,SPLUS-s21s36,SPLUS-s21s36,Calibration_iDR5_3_Main,0.004,0.004,7.0E-4,0.0029
SPLUS-s21s37,SPLUS-s21s37,SPLUS-s21s37,SPLUS-s21s37,Calibration_iDR5_3_Main,0.0036,0.004,0.0021,0.0032333334
SPLUS-s21s38,SPLUS-s21s38,SPLUS-s21s38,SPLUS-s21s38,Calibration_iDR5_3_Main,0.0046,0.0044,0.003,0.004
SPLUS-s21s39,SPLUS-s21s39,SPLUS-s21s39,SPLUS-s21s39,Calibration_iDR5_3_Main,0.0038,0.0053,0.004,0.0043666665
SPLUS-s21s40,SPLUS-s21s40,SPLUS-s21s40,SPLUS-s21s40,Calibration_iDR5_3_Main,0.0046,0.005,0.0025,0.004033333
SPLUS-s21s41,SPLUS-s21s41,SPLUS-s21s41,SPLUS-s21s41,Calibration_iDR5_3_Main,0.0017,0.0022,0.0024,0.0021
SPLUS-s21s42,SPLUS-s21s42,SPLUS-s21s42,SPLUS-s21s42,Calibration_iDR5_3_Main,0.0038,0.003,0.0014,0.0027333333
SPLUS-s21s43,SPLUS-s21s43,SPLUS-s21s43,SPLUS-s21s43,Calibration_iDR5_3_Main,0.0023,0.0031,0.0014,0.0022666666
SPLUS-s21s44,SPLUS-s21s44,SPLUS-s21s44,SPLUS-s21s44,Calibration_iDR5_3_Main,0.0025,0.0026,1.0E-4,0.0017333332
SPLUS-s21s45,SPLUS-s21s45,SPLUS-s21s45,SPLUS-s21s45,Calibration_iDR5_3_Main,0.0104,0.0082,0.004,0.0075333337
SPLUS-s21s46,SPLUS-s21s46,SPLUS-s21s46,SPLUS-s21s46,Calibration_iDR5_3_Main,0.0016,9.0E-4,-0.0024,3.3333275E-5
SPLUS-s21s47,SPLUS-s21s47,SPLUS-s21s47,SPLUS-s21s47,Calibration_iDR5_3_Main,0.0112,0.0086,0.0047,0.008166666
SPLUS-s21s48,SPLUS-s21s48,SPLUS-s21s48,SPLUS-s21s48,Calibration_iDR5_3_Main,0.0074,0.0065,0.0049,0.006266667
SPLUS-s21s49,SPLUS-s21s49,SPLUS-s21s49,SPLUS-s21s49,Calibration_iDR5_3_Main,0.0063,0.0054,0.0023,0.004666667
SPLUS-s22s01,SPLUS-s22s01,SPLUS-s22s01,SPLUS-s22s01,Calibration_iDR5_3_Main,0.0038,0.0039,9.0E-4,0.0028666668
SPLUS-s22s02,SPLUS-s22s02,SPLUS-s22s02,SPLUS-s22s02,Calibration_iDR5_3_Main,0.0082,0.0059,0.0024,0.0055
SPLUS-s22s03,SPLUS-s22s03,SPLUS-s22s03,SPLUS-s22s03,Calibration_iDR5_3_Main,0.0056,0.0065,0.0048,0.005633333
SPLUS-s22s04,SPLUS-s22s04,SPLUS-s22s04,SPLUS-s22s04,Calibration_iDR5_3_Main,0.0055,0.006,0.0029,0.0047999998
SPLUS-s22s05,SPLUS-s22s05,SPLUS-s22s05,SPLUS-s22s05,Calibration_iDR5_3_Main,-0.0012,4.0E-4,8.0E-4,-1.9402554E-11
SPLUS-s22s06,SPLUS-s22s06,SPLUS-s22s06,SPLUS-s22s06,Calibration_iDR5_3_Main,0.0056,0.0057,0.0039,0.0050666663
SPLUS-s22s07,SPLUS-s22s07,SPLUS-s22s07,SPLUS-s22s07,Calibration_iDR5_3_Main,0.0018,0.0029,0.0011,0.0019333333
SPLUS-s22s08,SPLUS-s22s08,SPLUS-s22s08,SPLUS-s22s08,Calibration_iDR5_3_Main,4.0E-4,0.0019,0.0029,0.0017333333
SPLUS-s22s09,SPLUS-s22s09,SPLUS-s22s09,SPLUS-s22s09,Calibration_iDR5_3_Main,0.0024,0.0013,0.0013,0.0016666668
SPLUS-s22s10,SPLUS-s22s10,SPLUS-s22s10,SPLUS-s22s10,Calibration_iDR5_3_Main,0.0022,0.0024,0.0019,0.0021666668
SPLUS-s22s11,SPLUS-s22s11,SPLUS-s22s11,SPLUS-s22s11,Calibration_iDR5_3_Main,0.0045,0.0033,0.0017,0.0031666665
SPLUS-s22s12,SPLUS-s22s12,SPLUS-s22s12,SPLUS-s22s12,Calibration_iDR5_3_Main,0.0046,0.0038,0.0026,0.003666667
SPLUS-s22s13,SPLUS-s22s13,SPLUS-s22s13,SPLUS-s22s13,Calibration_iDR5_3_Main,0.0041,0.0039,0.003,0.0036666666
SPLUS-s22s14,SPLUS-s22s14,SPLUS-s22s14,SPLUS-s22s14,Calibration_iDR5_3_Main,0.0032,0.0027,0.0017,0.0025333334
SPLUS-s22s15,SPLUS-s22s15,SPLUS-s22s15,SPLUS-s22s15,Calibration_iDR5_3_Main,0.0059,0.006,0.0051,0.005666667
SPLUS-s22s16,SPLUS-s22s16,SPLUS-s22s16,SPLUS-s22s16,Calibration_iDR5_3_Main,0.0041,0.0055,0.0033,0.0043
SPLUS-s22s17,SPLUS-s22s17,SPLUS-s22s17,SPLUS-s22s17,Calibration_iDR5_3_Main,0.0057,0.0052,0.0028,0.0045666667
SPLUS-s22s18,SPLUS-s22s18,SPLUS-s22s18,SPLUS-s22s18,Calibration_iDR5_3_Main,0.0056,0.0058,0.0038,0.0050666663
SPLUS-s22s19,SPLUS-s22s19,SPLUS-s22s19,SPLUS-s22s19,Calibration_iDR5_3_Main,0.0077,0.0068,0.0041,0.0062
SPLUS-s22s20,SPLUS-s22s20,SPLUS-s22s20,SPLUS-s22s20,Calibration_iDR5_3_Main,0.0068,0.0044,0.0033,0.004833333
SPLUS-s22s21,SPLUS-s22s21,SPLUS-s22s21,SPLUS-s22s21,Calibration_iDR5_3_Main,0.0095,0.0053,0.0028,0.005866667
SPLUS-s22s22,SPLUS-s22s22,SPLUS-s22s22,SPLUS-s22s22,Calibration_iDR5_3_Main,0.0067,0.0046,0.0031,0.0047999998
SPLUS-s22s23,SPLUS-s22s23,SPLUS-s22s23,SPLUS-s22s23,Calibration_iDR5_3_Main,0.007,0.0054,0.0019,0.004766667
SPLUS-s22s24,SPLUS-s22s24,SPLUS-s22s24,SPLUS-s22s24,Calibration_iDR5_3_Main,0.0097,0.0082,0.0038,0.0072333342
SPLUS-s22s25,SPLUS-s22s25,SPLUS-s22s25,SPLUS-s22s25,Calibration_iDR5_3_Main,0.0058,0.0056,0.0028,0.004733333
SPLUS-s22s26,SPLUS-s22s26,SPLUS-s22s26,SPLUS-s22s26,Calibration_iDR5_3_Main,0.0035,0.0021,0.0012,0.0022666666
SPLUS-s22s27,SPLUS-s22s27,SPLUS-s22s27,SPLUS-s22s27,Calibration_iDR5_3_Main,0.0026,0.0014,3.0E-4,0.0014333333
SPLUS-s22s28,SPLUS-s22s28,SPLUS-s22s28,SPLUS-s22s28,Calibration_iDR5_3_Main,0.0041,0.0026,8.0E-4,0.0025
SPLUS-s22s29,SPLUS-s22s29,SPLUS-s22s29,SPLUS-s22s29,Calibration_iDR5_3_Main,0.0054,0.0028,0.0012,0.0031333333
SPLUS-s22s30,SPLUS-s22s30,SPLUS-s22s30,SPLUS-s22s30,Calibration_iDR5_3_Main,0.004,0.0029,0.0019,0.0029333334
SPLUS-s22s31,SPLUS-s22s31,SPLUS-s22s31,SPLUS-s22s31,Calibration_iDR5_3_Main,1.0E-4,1.0E-4,4.0E-4,2.0E-4
SPLUS-s22s32,SPLUS-s22s32,SPLUS-s22s32,SPLUS-s22s32,Calibration_iDR5_3_Main,2.0E-4,7.0E-4,9.0E-4,5.9999997E-4
SPLUS-s22s33,SPLUS-s22s33,SPLUS-s22s33,SPLUS-s22s33,Calibration_iDR5_3_Main,0.0025,0.0021,7.0E-4,0.0017666664
SPLUS-s22s34,SPLUS-s22s34,SPLUS-s22s34,SPLUS-s22s34,Calibration_iDR5_3_Main,0.0024,0.0029,0.0015,0.0022666669
SPLUS-s22s35,SPLUS-s22s35,SPLUS-s22s35,SPLUS-s22s35,Calibration_iDR5_3_Main,0.0028,0.0026,0.001,0.0021333334
SPLUS-s22s36,SPLUS-s22s36,SPLUS-s22s36,SPLUS-s22s36,Calibration_iDR5_3_Main,0.0032,0.0026,4.0E-4,0.0020666665
SPLUS-s22s37,SPLUS-s22s37,SPLUS-s22s37,SPLUS-s22s37,Calibration_iDR5_3_Main,0.0034,0.0028,0.0017,0.0026333332
SPLUS-s22s38,SPLUS-s22s38,SPLUS-s22s38,SPLUS-s22s38,Calibration_iDR5_3_Main,0.0022,0.0026,0.0016,0.0021333334
SPLUS-s22s39,SPLUS-s22s39,SPLUS-s22s39,SPLUS-s22s39,Calibration_iDR5_3_Main,0.0042,0.004,0.0027,0.0036333334
