PID,NAME,RA_d,DEC_d
SPLUS-s,SPLUS-s22s33,333.9578,-28.2473
SPLUS-s,SPLUS-s22s34,335.4897,-28.2473
SPLUS-s,SPLUS-s22s35,337.0216,-28.2471
SPLUS-s,SPLUS-s22s36,338.5536,-28.2473
SPLUS-s,SPLUS-s22s37,340.0854,-28.2473
SPLUS-s,SPLUS-s22s38,341.6174,-28.2473
SPLUS-s,SPLUS-s22s39,343.1492,-28.2473
SPLUS-s,SPLUS-s22s40,344.6812,-28.2473
SPLUS-s,SPLUS-s22s41,346.2131,-28.2473
SPLUS-s,SPLUS-s22s42,347.7451,-28.2473
SPLUS-s,SPLUS-s22s43,349.2769,-28.2473
SPLUS-s,SPLUS-s22s44,350.8089,-28.2474
SPLUS-s,SPLUS-s22s45,352.3408,-28.2473
SPLUS-s,SPLUS-s22s46,353.8727,-28.2473
SPLUS-s,SPLUS-s22s47,355.4046,-28.2473
SPLUS-s,SPLUS-s22s48,356.9365,-28.2470
SPLUS-s,SPLUS-s22s49,358.4685,-28.2473
SPLUS-s,SPLUS-s23s01,0.0153,-29.5757
SPLUS-s,SPLUS-s23s02,1.5521,-29.5757
SPLUS-s,SPLUS-s23s03,3.1038,-29.5757
SPLUS-s,SPLUS-s23s04,4.6556,-29.5757
SPLUS-s,SPLUS-s23s05,6.2073,-29.5757
SPLUS-s,SPLUS-s23s06,7.7590,-29.5757
SPLUS-s,SPLUS-s23s07,9.3107,-29.5757
SPLUS-s,SPLUS-s23s08,10.8625,-29.5757
SPLUS-s,SPLUS-s23s09,12.4142,-29.5757
SPLUS-s,SPLUS-s23s10,13.9659,-29.5757
SPLUS-s,SPLUS-s23s11,15.5176,-29.5757
SPLUS-s,SPLUS-s23s12,17.0694,-29.5757
SPLUS-s,SPLUS-s23s13,18.6211,-29.5757
SPLUS-s,SPLUS-s23s14,20.1728,-29.5757
SPLUS-s,SPLUS-s23s15,21.7245,-29.5757
SPLUS-s,SPLUS-s23s16,23.2762,-29.5757
SPLUS-s,SPLUS-s23s17,24.8280,-29.5757
SPLUS-s,SPLUS-s23s18,26.3797,-29.5757
SPLUS-s,SPLUS-s23s19,27.9314,-29.5757
SPLUS-s,SPLUS-s23s20,29.4831,-29.5757
SPLUS-s,SPLUS-s23s21,315.0003,-29.5757
SPLUS-s,SPLUS-s23s22,316.5521,-29.5757
SPLUS-s,SPLUS-s23s23,318.1038,-29.5757
SPLUS-s,SPLUS-s23s24,319.6555,-29.5757
SPLUS-s,SPLUS-s23s25,321.2073,-29.5757
SPLUS-s,SPLUS-s23s26,322.7590,-29.5757
SPLUS-s,SPLUS-s23s27,324.3108,-29.5757
SPLUS-s,SPLUS-s23s28,325.8624,-29.5757
SPLUS-s,SPLUS-s23s29,327.4142,-29.5757
SPLUS-s,SPLUS-s23s30,328.9659,-29.5757
SPLUS-s,SPLUS-s23s31,330.5176,-29.5757
SPLUS-s,SPLUS-s23s32,332.0693,-29.5757
SPLUS-s,SPLUS-s23s33,333.6210,-29.5757
SPLUS-s,SPLUS-s23s34,335.1728,-29.5757
SPLUS-s,SPLUS-s23s35,336.7245,-29.5757
SPLUS-s,SPLUS-s23s36,338.2762,-29.5757
SPLUS-s,SPLUS-s23s37,339.8279,-29.5757
SPLUS-s,SPLUS-s23s38,341.3797,-29.5757
SPLUS-s,SPLUS-s23s39,342.9314,-29.5757
SPLUS-s,SPLUS-s23s40,344.4832,-29.5757
SPLUS-s,SPLUS-s23s41,346.0349,-29.5757
SPLUS-s,SPLUS-s23s42,347.5866,-29.5757
SPLUS-s,SPLUS-s23s43,349.1383,-29.5757
SPLUS-s,SPLUS-s23s44,350.6901,-29.5757
SPLUS-s,SPLUS-s23s45,352.2418,-29.5757
SPLUS-s,SPLUS-s23s46,353.7935,-29.5757
SPLUS-s,SPLUS-s23s47,355.3452,-29.5757
SPLUS-s,SPLUS-s23s48,356.8970,-29.5757
SPLUS-s,SPLUS-s23s49,358.4487,-29.5757
SPLUS-s,SPLUS-s24s01,0.0153,-30.9023
SPLUS-s,SPLUS-s24s02,1.5724,-30.9023
SPLUS-s,SPLUS-s24s03,3.1445,-30.9023
SPLUS-s,SPLUS-s24s04,4.7165,-30.9023
SPLUS-s,SPLUS-s24s05,6.2885,-30.9023
SPLUS-s,SPLUS-s24s06,7.8606,-30.9023
SPLUS-s,SPLUS-s24s07,9.4326,-30.9023
SPLUS-s,SPLUS-s24s08,11.0047,-30.9023
SPLUS-s,SPLUS-s24s09,12.5768,-30.9023
SPLUS-s,SPLUS-s24s10,14.1488,-30.9023
SPLUS-s,SPLUS-s24s11,15.7208,-30.9023
SPLUS-s,SPLUS-s24s12,17.2929,-30.9023
SPLUS-s,SPLUS-s24s13,18.8650,-30.9023
SPLUS-s,SPLUS-s24s14,20.4370,-30.9023
SPLUS-s,SPLUS-s24s15,22.0091,-30.9023
SPLUS-s,SPLUS-s24s16,23.5811,-30.9023
SPLUS-s,SPLUS-s24s17,25.1532,-30.9023
SPLUS-s,SPLUS-s24s18,26.7252,-30.9023
SPLUS-s,SPLUS-s24s19,28.2974,-30.9023
SPLUS-s,SPLUS-s24s20,29.8693,-30.9023
SPLUS-s,SPLUS-s24s21,31.4414,-30.9024
SPLUS-s,SPLUS-s24s22,33.0135,-30.9023
SPLUS-s,SPLUS-s24s23,34.5856,-30.9023
SPLUS-s,SPLUS-s24s24,36.1576,-30.9023
SPLUS-s,SPLUS-s24s25,37.7296,-30.9023
SPLUS-s,SPLUS-s24s26,39.3017,-30.9023
SPLUS-s,SPLUS-s24s27,40.8737,-30.9023
SPLUS-s,SPLUS-s24s28,42.4458,-30.9023
SPLUS-s,SPLUS-s24s29,44.0179,-30.9023
SPLUS-s,SPLUS-s24s30,45.5899,-30.9023
SPLUS-s,SPLUS-s24s31,47.1619,-30.9023
SPLUS-s,SPLUS-s24s32,48.7340,-30.9023
SPLUS-s,SPLUS-s24s33,50.3060,-30.9023
SPLUS-s,SPLUS-s24s34,51.8784,-30.9029
SPLUS-s,SPLUS-s24s35,53.4501,-30.9023
SPLUS-s,SPLUS-s24s36,55.0222,-30.9023
SPLUS-s,SPLUS-s24s37,56.5942,-30.9023
SPLUS-s,SPLUS-s24s38,58.1663,-30.9023
SPLUS-s,SPLUS-s24s39,59.7384,-30.9023
SPLUS-s,SPLUS-s24s40,61.3104,-30.9023
SPLUS-s,SPLUS-s24s41,62.8825,-30.9023
SPLUS-s,SPLUS-s24s42,64.4545,-30.9023
SPLUS-s,SPLUS-s24s43,66.0266,-30.9023
SPLUS-s,SPLUS-s24s44,67.5986,-30.9023
SPLUS-s,SPLUS-s24s45,69.1707,-30.9023
SPLUS-s,SPLUS-s24s46,70.7430,-30.9029
SPLUS-s,SPLUS-s24s47,72.3148,-30.9023
SPLUS-s,SPLUS-s24s48,73.8868,-30.9023
SPLUS-s,SPLUS-s24s49,315.9829,-30.9023
SPLUS-s,SPLUS-s24s50,317.5550,-30.9023
SPLUS-s,SPLUS-s24s51,319.1271,-30.9023
SPLUS-s,SPLUS-s24s52,320.6990,-30.9023
SPLUS-s,SPLUS-s24s53,322.2711,-30.9023
SPLUS-s,SPLUS-s24s54,323.8432,-30.9023
SPLUS-s,SPLUS-s24s55,325.4152,-30.9023
SPLUS-s,SPLUS-s24s56,326.9873,-30.9023
SPLUS-s,SPLUS-s24s57,328.5593,-30.9023
SPLUS-s,SPLUS-s24s58,330.1313,-30.9023
SPLUS-s,SPLUS-s24s59,331.7034,-30.9023
SPLUS-s,SPLUS-s24s60,333.2755,-30.9023
SPLUS-s,SPLUS-s24s61,334.8476,-30.9023
SPLUS-s,SPLUS-s24s62,336.4196,-30.9023
SPLUS-s,SPLUS-s24s63,337.9917,-30.9023
SPLUS-s,SPLUS-s24s64,339.5637,-30.9023
SPLUS-s,SPLUS-s24s65,341.1358,-30.9023
SPLUS-s,SPLUS-s24s66,342.7078,-30.9023
SPLUS-s,SPLUS-s24s67,344.2798,-30.9023
SPLUS-s,SPLUS-s24s68,345.8519,-30.9023
SPLUS-s,SPLUS-s24s69,347.4239,-30.9023
SPLUS-s,SPLUS-s24s70,348.9960,-30.9023
SPLUS-s,SPLUS-s24s71,350.5681,-30.9023
SPLUS-s,SPLUS-s24s72,352.1401,-30.9023
SPLUS-s,SPLUS-s24s73,353.7122,-30.9023
SPLUS-s,SPLUS-s24s74,355.2842,-30.9023
SPLUS-s,SPLUS-s24s75,356.8563,-30.9023
SPLUS-s,SPLUS-s24s76,358.4283,-30.9023
SPLUS-s,SPLUS-s25s01,0.0153,-32.2272
SPLUS-s,SPLUS-s25s02,1.5933,-32.2272
SPLUS-s,SPLUS-s25s03,3.1862,-32.2272
SPLUS-s,SPLUS-s25s04,4.7791,-32.2273
SPLUS-s,SPLUS-s25s05,6.3721,-32.2272
SPLUS-s,SPLUS-s25s06,7.9650,-32.2272
SPLUS-s,SPLUS-s25s07,9.5579,-32.2272
SPLUS-s,SPLUS-s25s08,11.1508,-32.2272
SPLUS-s,SPLUS-s25s09,12.7437,-32.2272
SPLUS-s,SPLUS-s25s10,14.3366,-32.2272
SPLUS-s,SPLUS-s25s11,15.9295,-32.2272
SPLUS-s,SPLUS-s25s12,17.5225,-32.2272
SPLUS-s,SPLUS-s25s13,19.1154,-32.2273
SPLUS-s,SPLUS-s25s14,20.7083,-32.2272
SPLUS-s,SPLUS-s25s15,22.3013,-32.2272
SPLUS-s,SPLUS-s25s16,23.8941,-32.2272
SPLUS-s,SPLUS-s25s17,25.4871,-32.2272
SPLUS-s,SPLUS-s25s18,27.0800,-32.2272
SPLUS-s,SPLUS-s25s19,28.6729,-32.2272
SPLUS-s,SPLUS-s25s20,30.2659,-32.2272
SPLUS-s,SPLUS-s25s21,31.8588,-32.2272
SPLUS-s,SPLUS-s25s22,33.4516,-32.2272
SPLUS-s,SPLUS-s25s23,35.0446,-32.2272
SPLUS-s,SPLUS-s25s24,36.6376,-32.2272
SPLUS-s,SPLUS-s25s25,38.2304,-32.2272
SPLUS-s,SPLUS-s25s26,39.8234,-32.2273
SPLUS-s,SPLUS-s25s27,41.4163,-32.2272
SPLUS-s,SPLUS-s25s28,43.0092,-32.2272
SPLUS-s,SPLUS-s25s29,44.6024,-32.2278
SPLUS-s,SPLUS-s25s30,46.1951,-32.2272
SPLUS-s,SPLUS-s25s31,47.7880,-32.2272
SPLUS-s,SPLUS-s25s32,49.3809,-32.2272
SPLUS-s,SPLUS-s25s33,50.9738,-32.2272
SPLUS-s,SPLUS-s25s34,52.5670,-32.2278
SPLUS-s,SPLUS-s25s35,54.1596,-32.2272
SPLUS-s,SPLUS-s25s36,55.7526,-32.2272
SPLUS-s,SPLUS-s25s37,57.3455,-32.2272
SPLUS-s,SPLUS-s25s38,58.9384,-32.2272
SPLUS-s,SPLUS-s25s39,60.5314,-32.2272
SPLUS-s,SPLUS-s25s40,62.1243,-32.2272
SPLUS-s,SPLUS-s25s41,63.7175,-32.2278
SPLUS-s,SPLUS-s25s42,65.3101,-32.2272
SPLUS-s,SPLUS-s25s43,66.9031,-32.2272
SPLUS-s,SPLUS-s25s44,68.4959,-32.2272
SPLUS-s,SPLUS-s25s45,70.0888,-32.2272
SPLUS-s,SPLUS-s25s46,71.6818,-32.2272
SPLUS-s,SPLUS-s25s47,73.2747,-32.2272
SPLUS-s,SPLUS-s25s48,74.8676,-32.2272
SPLUS-s,SPLUS-s25s49,315.3986,-32.2272
SPLUS-s,SPLUS-s25s50,316.9916,-32.2276
SPLUS-s,SPLUS-s25s51,318.5845,-32.2272
SPLUS-s,SPLUS-s25s52,320.1773,-32.2272
SPLUS-s,SPLUS-s25s53,321.7703,-32.2273
SPLUS-s,SPLUS-s25s54,323.3632,-32.2272
SPLUS-s,SPLUS-s25s55,324.9562,-32.2272
SPLUS-s,SPLUS-s25s56,326.5491,-32.2272
SPLUS-s,SPLUS-s25s57,328.1420,-32.2273
SPLUS-s,SPLUS-s25s58,329.7349,-32.2272
SPLUS-s,SPLUS-s25s59,331.3278,-32.2272
SPLUS-s,SPLUS-s25s60,332.9207,-32.2272
SPLUS-s,SPLUS-s25s61,334.5137,-32.2272
SPLUS-s,SPLUS-s25s62,336.1066,-32.2272
SPLUS-s,SPLUS-s25s63,337.6995,-32.2272
SPLUS-s,SPLUS-s25s64,339.2924,-32.2272
SPLUS-s,SPLUS-s25s65,340.8853,-32.2272
SPLUS-s,SPLUS-s25s66,342.4782,-32.2272
SPLUS-s,SPLUS-s25s67,344.0712,-32.2272
SPLUS-s,SPLUS-s25s68,345.6641,-32.2272
SPLUS-s,SPLUS-s25s69,347.2570,-32.2272
SPLUS-s,SPLUS-s25s70,348.8500,-32.2272
SPLUS-s,SPLUS-s25s71,350.4428,-32.2272
SPLUS-s,SPLUS-s25s72,352.0357,-32.2272
SPLUS-s,SPLUS-s25s73,353.6286,-32.2272
SPLUS-s,SPLUS-s25s74,355.2216,-32.2272
SPLUS-s,SPLUS-s25s75,356.8145,-32.2272
SPLUS-s,SPLUS-s25s76,358.4075,-32.2272
SPLUS-s,SPLUS-s26s01,0.0153,-33.5504
SPLUS-s,SPLUS-s26s02,1.6148,-33.5504
SPLUS-s,SPLUS-s26s03,3.2291,-33.5504
SPLUS-s,SPLUS-s26s04,4.8434,-33.5504
SPLUS-s,SPLUS-s26s05,6.4578,-33.5504
SPLUS-s,SPLUS-s26s06,8.0721,-33.5504
SPLUS-s,SPLUS-s26s07,9.6864,-33.5505
SPLUS-s,SPLUS-s26s08,11.3008,-33.5504
SPLUS-s,SPLUS-s26s09,12.9152,-33.5505
SPLUS-s,SPLUS-s26s10,14.5295,-33.5504
SPLUS-s,SPLUS-s26s11,16.1439,-33.5504
SPLUS-s,SPLUS-s26s12,17.7582,-33.5504
SPLUS-s,SPLUS-s26s13,19.3726,-33.5504
SPLUS-s,SPLUS-s26s14,20.9869,-33.5504
SPLUS-s,SPLUS-s26s15,22.6012,-33.5506
SPLUS-s,SPLUS-s26s16,24.2157,-33.5504
SPLUS-s,SPLUS-s26s17,25.8299,-33.5504
SPLUS-s,SPLUS-s26s18,27.4443,-33.5504
SPLUS-s,SPLUS-s26s19,29.0587,-33.5504
SPLUS-s,SPLUS-s26s20,30.6730,-33.5504
SPLUS-s,SPLUS-s26s21,32.2874,-33.5504
SPLUS-s,SPLUS-s26s22,33.9017,-33.5500
SPLUS-s,SPLUS-s26s23,35.5161,-33.5504
SPLUS-s,SPLUS-s26s24,37.1304,-33.5504
SPLUS-s,SPLUS-s26s25,38.7448,-33.5504
SPLUS-s,SPLUS-s26s26,40.3591,-33.5504
SPLUS-s,SPLUS-s26s27,41.9735,-33.5504
SPLUS-s,SPLUS-s26s28,43.5878,-33.5504
SPLUS-s,SPLUS-s26s29,45.2022,-33.5504
SPLUS-s,SPLUS-s26s30,46.8165,-33.5504
SPLUS-s,SPLUS-s26s31,48.4309,-33.5504
SPLUS-s,SPLUS-s26s32,50.0453,-33.5502
SPLUS-s,SPLUS-s26s33,51.6595,-33.5504
SPLUS-s,SPLUS-s26s34,53.2739,-33.5504
SPLUS-s,SPLUS-s26s35,54.8882,-33.5504
SPLUS-s,SPLUS-s26s36,56.5027,-33.5504
SPLUS-s,SPLUS-s26s37,58.1170,-33.5504
SPLUS-s,SPLUS-s26s38,59.7313,-33.5504
SPLUS-s,SPLUS-s26s39,61.3459,-33.5510
SPLUS-s,SPLUS-s26s40,62.9600,-33.5504
SPLUS-s,SPLUS-s26s41,64.5743,-33.5504
SPLUS-s,SPLUS-s26s42,66.1887,-33.5504
SPLUS-s,SPLUS-s26s43,67.8030,-33.5504
SPLUS-s,SPLUS-s26s44,69.4174,-33.5504
SPLUS-s,SPLUS-s26s45,71.0318,-33.5504
SPLUS-s,SPLUS-s26s46,72.6461,-33.5504
SPLUS-s,SPLUS-s26s47,74.2605,-33.5504
SPLUS-s,SPLUS-s26s48,316.4129,-33.5504
SPLUS-s,SPLUS-s26s49,318.0273,-33.5504
SPLUS-s,SPLUS-s26s50,319.6416,-33.5504
SPLUS-s,SPLUS-s26s51,321.2560,-33.5504
SPLUS-s,SPLUS-s26s52,322.8703,-33.5504
SPLUS-s,SPLUS-s26s53,324.4846,-33.5504
SPLUS-s,SPLUS-s26s54,326.0990,-33.5504
SPLUS-s,SPLUS-s26s55,327.7134,-33.5504
SPLUS-s,SPLUS-s26s56,329.3277,-33.5504
SPLUS-s,SPLUS-s26s58,332.5564,-33.5505
SPLUS-s,SPLUS-s26s62,339.0138,-33.5504
SPLUS-s,SPLUS-s26s63,340.6282,-33.5504
SPLUS-s,SPLUS-s26s66,345.4712,-33.5504
SPLUS-s,SPLUS-s26s67,347.0855,-33.5504
SPLUS-s,SPLUS-s26s68,348.6999,-33.5504
SPLUS-s,SPLUS-s26s69,350.3143,-33.5504
SPLUS-s,SPLUS-s26s70,351.9287,-33.5504
SPLUS-s,SPLUS-s26s71,353.5430,-33.5504
SPLUS-s,SPLUS-s26s72,355.1573,-33.5506
SPLUS-s,SPLUS-s26s73,356.7717,-33.5504
SPLUS-s,SPLUS-s26s74,358.3860,-33.5504
SPLUS-s,SPLUS-s27s01,0.0153,-34.8718
SPLUS-s,SPLUS-s27s02,1.6442,-34.8718
SPLUS-s,SPLUS-s27s03,3.2881,-34.8718
SPLUS-s,SPLUS-s27s04,4.9319,-34.8718
SPLUS-s,SPLUS-s27s05,6.5757,-34.8718
SPLUS-s,SPLUS-s27s06,8.2196,-34.8718
SPLUS-s,SPLUS-s27s07,9.8634,-34.8718
SPLUS-s,SPLUS-s27s08,11.5072,-34.8718
SPLUS-s,SPLUS-s27s09,13.1511,-34.8718
SPLUS-s,SPLUS-s27s10,14.7949,-34.8718
SPLUS-s,SPLUS-s27s11,16.4387,-34.8718
SPLUS-s,SPLUS-s27s12,18.0826,-34.8718
SPLUS-s,SPLUS-s27s13,19.7265,-34.8718
SPLUS-s,SPLUS-s27s14,21.3702,-34.8718
SPLUS-s,SPLUS-s27s15,23.0141,-34.8718
SPLUS-s,SPLUS-s27s16,24.6579,-34.8719
SPLUS-s,SPLUS-s27s17,26.3018,-34.8720
SPLUS-s,SPLUS-s27s18,27.9456,-34.8718
SPLUS-s,SPLUS-s27s19,29.5895,-34.8718
SPLUS-s,SPLUS-s27s20,31.2332,-34.8718
SPLUS-s,SPLUS-s27s21,32.8771,-34.8721
SPLUS-s,SPLUS-s27s22,34.5209,-34.8714
SPLUS-s,SPLUS-s27s23,36.1648,-34.8718
SPLUS-s,SPLUS-s27s24,37.8086,-34.8718
SPLUS-s,SPLUS-s27s25,39.4524,-34.8718
SPLUS-s,SPLUS-s27s26,41.0962,-34.8718
SPLUS-s,SPLUS-s27s27,42.7401,-34.8718
SPLUS-s,SPLUS-s27s28,44.3840,-34.8718
SPLUS-s,SPLUS-s27s29,46.0277,-34.8718
SPLUS-s,SPLUS-s27s30,47.6716,-34.8718
SPLUS-s,SPLUS-s27s31,49.3154,-34.8718
SPLUS-s,SPLUS-s27s32,50.9593,-34.8718
SPLUS-s,SPLUS-s27s33,52.6031,-34.8718
SPLUS-s,SPLUS-s27s34,54.2469,-34.8718
SPLUS-s,SPLUS-s27s35,55.8908,-34.8718
SPLUS-s,SPLUS-s27s36,57.5346,-34.8718
SPLUS-s,SPLUS-s27s37,59.1785,-34.8718
SPLUS-s,SPLUS-s27s38,60.8223,-34.8718
SPLUS-s,SPLUS-s27s39,62.4661,-34.8718
SPLUS-s,SPLUS-s27s40,64.1100,-34.8718
SPLUS-s,SPLUS-s27s41,65.7538,-34.8718
SPLUS-s,SPLUS-s27s42,67.3976,-34.8718
SPLUS-s,SPLUS-s27s43,69.0415,-34.8718
SPLUS-s,SPLUS-s27s44,70.6853,-34.8718
SPLUS-s,SPLUS-s27s45,72.3291,-34.8718
SPLUS-s,SPLUS-s27s46,73.9729,-34.8718
SPLUS-s,SPLUS-s27s47,315.6168,-34.8718
SPLUS-s,SPLUS-s27s48,317.2606,-34.8718
SPLUS-s,SPLUS-s27s49,318.9045,-34.8718
SPLUS-s,SPLUS-s27s50,320.5484,-34.8718
SPLUS-s,SPLUS-s27s51,322.1921,-34.8718
SPLUS-s,SPLUS-s27s52,323.8359,-34.8718
SPLUS-s,SPLUS-s27s53,325.4799,-34.8718
SPLUS-s,SPLUS-s27s69,351.7812,-34.8718
SPLUS-s,SPLUS-s27s70,353.4250,-34.8718
SPLUS-s,SPLUS-s27s71,355.0688,-34.8718
SPLUS-s,SPLUS-s27s72,356.7127,-34.8719
SPLUS-s,SPLUS-s27s73,358.3565,-34.8718
SPLUS-s,SPLUS-s28s01,0.0154,-36.1911
SPLUS-s,SPLUS-s28s02,1.6671,-36.1911
SPLUS-s,SPLUS-s28s03,3.3337,-36.1911
SPLUS-s,SPLUS-s28s04,5.0004,-36.1911
SPLUS-s,SPLUS-s28s05,6.6670,-36.1911
SPLUS-s,SPLUS-s28s06,8.3337,-36.1911
SPLUS-s,SPLUS-s28s07,10.0003,-36.1911
SPLUS-s,SPLUS-s28s08,11.6670,-36.1911
SPLUS-s,SPLUS-s28s09,13.3337,-36.1911
SPLUS-s,SPLUS-s28s10,15.0004,-36.1911
SPLUS-s,SPLUS-s28s11,16.6670,-36.1911
SPLUS-s,SPLUS-s28s12,18.3337,-36.1911
SPLUS-s,SPLUS-s28s13,20.0004,-36.1911
SPLUS-s,SPLUS-s28s14,21.6670,-36.1911
SPLUS-s,SPLUS-s28s15,23.3337,-36.1911
SPLUS-s,SPLUS-s28s16,25.0004,-36.1911
SPLUS-s,SPLUS-s28s17,26.6670,-36.1911
SPLUS-s,SPLUS-s28s18,28.3337,-36.1911
SPLUS-s,SPLUS-s28s19,30.0004,-36.1911
SPLUS-s,SPLUS-s28s20,31.6670,-36.1911
SPLUS-s,SPLUS-s28s21,33.3337,-36.1911
SPLUS-s,SPLUS-s28s22,35.0003,-36.1911
SPLUS-s,SPLUS-s28s23,36.6670,-36.1911
SPLUS-s,SPLUS-s28s24,38.3337,-36.1911
SPLUS-s,SPLUS-s28s25,40.0004,-36.1911
SPLUS-s,SPLUS-s28s26,41.6671,-36.1911
SPLUS-s,SPLUS-s28s27,43.3337,-36.1911
SPLUS-s,SPLUS-s28s28,45.0004,-36.1911
SPLUS-s,SPLUS-s28s29,46.6670,-36.1911
SPLUS-s,SPLUS-s28s30,48.3337,-36.1911
SPLUS-s,SPLUS-s28s31,50.0004,-36.1911
SPLUS-s,SPLUS-s28s32,51.6671,-36.1911
SPLUS-s,SPLUS-s28s33,53.3337,-36.1911
SPLUS-s,SPLUS-s28s34,55.0004,-36.1911
SPLUS-s,SPLUS-s28s35,56.6670,-36.1911
SPLUS-s,SPLUS-s28s36,58.3337,-36.1911
SPLUS-s,SPLUS-s28s37,60.0003,-36.1911
SPLUS-s,SPLUS-s28s38,61.6670,-36.1911
SPLUS-s,SPLUS-s28s39,63.3337,-36.1911
SPLUS-s,SPLUS-s28s40,65.0004,-36.1911
SPLUS-s,SPLUS-s28s41,66.6671,-36.1911
SPLUS-s,SPLUS-s28s42,68.3336,-36.1911
SPLUS-s,SPLUS-s28s43,70.0004,-36.1911
SPLUS-s,SPLUS-s28s44,71.6670,-36.1911
SPLUS-s,SPLUS-s28s45,73.3337,-36.1911
SPLUS-s,SPLUS-s28s46,75.0004,-36.1911
SPLUS-s,SPLUS-s28s47,315.0004,-36.1911
SPLUS-s,SPLUS-s28s48,316.6670,-36.1911
SPLUS-s,SPLUS-s28s49,318.3337,-36.1911
SPLUS-s,SPLUS-s28s50,320.0003,-36.1911
SPLUS-s,SPLUS-s28s51,321.6670,-36.1911
SPLUS-s,SPLUS-s28s71,355.0004,-36.1911
SPLUS-s,SPLUS-s28s72,356.6670,-36.1911
SPLUS-s,SPLUS-s28s73,358.3337,-36.1911
SPLUS-s,SPLUS-s29s01,0.0154,-37.5086
SPLUS-s,SPLUS-s29s02,1.6985,-37.5086
SPLUS-s,SPLUS-s29s03,3.3966,-37.5087
SPLUS-s,SPLUS-s29s04,5.0947,-37.5087
SPLUS-s,SPLUS-s29s05,6.7928,-37.5086
SPLUS-s,SPLUS-s29s06,8.4909,-37.5086
SPLUS-s,SPLUS-s29s07,10.1891,-37.5087
SPLUS-s,SPLUS-s29s08,11.8872,-37.5086
SPLUS-s,SPLUS-s29s09,13.5852,-37.5086
SPLUS-s,SPLUS-s29s10,15.2833,-37.5087
SPLUS-s,SPLUS-s29s11,16.9815,-37.5086
SPLUS-s,SPLUS-s29s12,18.6796,-37.5086
SPLUS-s,SPLUS-s29s13,20.3777,-37.5087
SPLUS-s,SPLUS-s29s14,22.0758,-37.5086
SPLUS-s,SPLUS-s29s15,23.7740,-37.5086
SPLUS-s,SPLUS-s29s16,25.4720,-37.5086
SPLUS-s,SPLUS-s29s17,27.1702,-37.5086
SPLUS-s,SPLUS-s29s18,28.8683,-37.5086
SPLUS-s,SPLUS-s29s19,30.5664,-37.5086
SPLUS-s,SPLUS-s29s20,32.2646,-37.5086
SPLUS-s,SPLUS-s29s21,33.9626,-37.5087
SPLUS-s,SPLUS-s29s22,35.6608,-37.5087
SPLUS-s,SPLUS-s29s23,37.3588,-37.5086
SPLUS-s,SPLUS-s29s24,39.0570,-37.5086
SPLUS-s,SPLUS-s29s25,40.7551,-37.5087
SPLUS-s,SPLUS-s29s26,42.4532,-37.5086
SPLUS-s,SPLUS-s29s27,44.1513,-37.5087
SPLUS-s,SPLUS-s29s28,45.8494,-37.5086
SPLUS-s,SPLUS-s29s29,47.5476,-37.5086
SPLUS-s,SPLUS-s29s30,49.2457,-37.5087
SPLUS-s,SPLUS-s29s31,50.9438,-37.5087
SPLUS-s,SPLUS-s29s32,52.6419,-37.5087
SPLUS-s,SPLUS-s29s33,54.3400,-37.5087
SPLUS-s,SPLUS-s29s34,56.0381,-37.5086
SPLUS-s,SPLUS-s29s35,57.7362,-37.5086
SPLUS-s,SPLUS-s29s36,59.4343,-37.5086
SPLUS-s,SPLUS-s29s37,61.1324,-37.5087
SPLUS-s,SPLUS-s29s38,62.8305,-37.5086
SPLUS-s,SPLUS-s29s39,64.5286,-37.5086
SPLUS-s,SPLUS-s29s40,66.2268,-37.5086
SPLUS-s,SPLUS-s29s41,67.9249,-37.5086
SPLUS-s,SPLUS-s29s42,69.6230,-37.5086
SPLUS-s,SPLUS-s29s43,71.3211,-37.5086
SPLUS-s,SPLUS-s29s44,73.0193,-37.5086
SPLUS-s,SPLUS-s29s45,74.7174,-37.5086
SPLUS-s,SPLUS-s29s46,315.8494,-37.5086
SPLUS-s,SPLUS-s29s47,317.5476,-37.5086
SPLUS-s,SPLUS-s29s48,319.2457,-37.5086
SPLUS-s,SPLUS-s29s49,320.9438,-37.5086
SPLUS-s,SPLUS-s29s65,348.1136,-37.5087
SPLUS-s,SPLUS-s29s71,358.3022,-37.5086
SPLUS-s,SPLUS-s30s02,1.7229,-38.8240
SPLUS-s,SPLUS-s30s03,3.4454,-38.8240
SPLUS-s,SPLUS-s30s04,5.1678,-38.8240
SPLUS-s,SPLUS-s30s05,6.8903,-38.8240
SPLUS-s,SPLUS-s30s06,8.6128,-38.8240
SPLUS-s,SPLUS-s30s07,10.3353,-38.8240
SPLUS-s,SPLUS-s30s08,12.0578,-38.8240
SPLUS-s,SPLUS-s30s09,13.7803,-38.8240
SPLUS-s,SPLUS-s30s10,15.5027,-38.8240
SPLUS-s,SPLUS-s30s11,17.2252,-38.8240
SPLUS-s,SPLUS-s30s12,18.9477,-38.8240
SPLUS-s,SPLUS-s30s13,20.6702,-38.8240
SPLUS-s,SPLUS-s30s14,22.3927,-38.8240
SPLUS-s,SPLUS-s30s15,24.1152,-38.8240
SPLUS-s,SPLUS-s30s16,25.8377,-38.8240
SPLUS-s,SPLUS-s30s17,27.5601,-38.8240
SPLUS-s,SPLUS-s30s18,29.2827,-38.8241
