PID,NAME,RA_d,DEC_d
SPLUS-d,SPLUS-d166,118.9834,-22.5155
SPLUS-d,SPLUS-d168,98.4622,-23.9092
SPLUS-d,SPLUS-d169,100.0006,-23.9093
SPLUS-d,SPLUS-d170,101.5389,-23.9087
SPLUS-d,SPLUS-d172,104.6157,-23.9087
SPLUS-d,SPLUS-d174,107.6927,-23.9087
SPLUS-d,SPLUS-d175,109.2312,-23.9087
SPLUS-d,SPLUS-d176,110.7696,-23.9087
SPLUS-d,SPLUS-d177,112.3081,-23.9087
SPLUS-d,SPLUS-d178,113.8465,-23.9087
SPLUS-d,SPLUS-d179,115.3850,-23.9087
SPLUS-d,SPLUS-d180,116.9234,-23.9087
SPLUS-d,SPLUS-d181,118.4619,-23.9087
SPLUS-d,SPLUS-d182,120.0004,-23.9087
SPLUS-d,SPLUS-d184,99.7409,-25.3007
SPLUS-d,SPLUS-d185,101.2994,-25.3007
SPLUS-d,SPLUS-d186,102.8575,-25.3002
SPLUS-d,SPLUS-d187,104.4159,-25.3002
SPLUS-d,SPLUS-d188,105.9744,-25.3002
SPLUS-d,SPLUS-d189,107.5329,-25.3002
SPLUS-d,SPLUS-d190,109.0912,-25.3002
SPLUS-d,SPLUS-d191,110.6497,-25.3002
SPLUS-d,SPLUS-d192,112.2082,-25.3002
SPLUS-d,SPLUS-d194,115.3250,-25.3002
SPLUS-d,SPLUS-d196,118.4419,-25.3002
SPLUS-d,SPLUS-d197,120.0004,-25.3002
SPLUS-d,SPLUS-d199,123.1173,-25.3001
SPLUS-d,SPLUS-d200,99.4744,-26.6903
SPLUS-d,SPLUS-d201,101.0533,-26.6903
SPLUS-d,SPLUS-d202,102.6319,-26.6897
SPLUS-d,SPLUS-d203,104.2109,-26.6897
SPLUS-d,SPLUS-d204,105.7899,-26.6897
SPLUS-d,SPLUS-d207,110.5267,-26.6897
SPLUS-d,SPLUS-d208,112.1056,-26.6897
SPLUS-d,SPLUS-d209,113.6846,-26.6897
SPLUS-d,SPLUS-d210,115.2636,-26.6897
SPLUS-d,SPLUS-d211,116.8425,-26.6897
SPLUS-d,SPLUS-d212,118.4214,-26.6897
SPLUS-d,SPLUS-d213,120.0004,-26.6897
SPLUS-d,SPLUS-d214,121.5793,-26.6897
SPLUS-d,SPLUS-d215,123.1582,-26.6897
SPLUS-d,SPLUS-d216,100.3546,-28.0778
SPLUS-d,SPLUS-d217,101.9475,-28.0778
SPLUS-d,SPLUS-d218,103.5402,-28.0773
SPLUS-d,SPLUS-d220,106.7260,-28.0773
SPLUS-d,SPLUS-d221,108.3190,-28.0773
SPLUS-d,SPLUS-d222,109.9119,-28.0773
SPLUS-d,SPLUS-d223,111.5048,-28.0773
SPLUS-d,SPLUS-d224,113.0977,-28.0772
SPLUS-d,SPLUS-d225,114.6907,-28.0773
SPLUS-d,SPLUS-d226,116.2836,-28.0773
SPLUS-d,SPLUS-d227,117.8765,-28.0773
SPLUS-d,SPLUS-d228,119.4694,-28.0773
SPLUS-d,SPLUS-d229,121.0623,-28.0773
SPLUS-d,SPLUS-d230,122.6552,-28.0773
SPLUS-d,SPLUS-d231,124.2482,-28.0773
SPLUS-d,SPLUS-d232,101.7047,-29.4638
SPLUS-d,SPLUS-d233,103.3187,-29.4632
SPLUS-d,SPLUS-d235,106.5477,-29.4637
SPLUS-d,SPLUS-d236,108.1622,-29.4637
SPLUS-d,SPLUS-d239,113.0048,-29.4632
SPLUS-d,SPLUS-d240,114.6192,-29.4632
SPLUS-d,SPLUS-d242,117.8479,-29.4632
SPLUS-d,SPLUS-d243,119.4622,-29.4632
SPLUS-d,SPLUS-d244,121.0766,-29.4632
SPLUS-d,SPLUS-d245,122.6910,-29.4632
SPLUS-d,SPLUS-d246,124.3052,-29.4632
SPLUS-d,SPLUS-d247,125.9196,-29.4632
SPLUS-d,SPLUS-d248,101.4552,-30.8477
SPLUS-d,SPLUS-d249,103.0916,-30.8477
SPLUS-d,SPLUS-d250,104.7276,-30.8471
SPLUS-d,SPLUS-d251,106.3640,-30.8471
SPLUS-d,SPLUS-d252,108.0004,-30.8471
SPLUS-d,SPLUS-d253,109.6371,-30.8477
SPLUS-d,SPLUS-d254,111.2734,-30.8477
SPLUS-d,SPLUS-d255,112.9098,-30.8477
SPLUS-d,SPLUS-d256,114.5459,-30.8471
SPLUS-d,SPLUS-d257,116.1821,-30.8471
SPLUS-d,SPLUS-d258,117.8185,-30.8471
SPLUS-d,SPLUS-d259,119.4549,-30.8471
SPLUS-d,SPLUS-d260,121.0913,-30.8471
SPLUS-d,SPLUS-d261,122.7280,-30.8477
SPLUS-d,SPLUS-d262,124.3640,-30.8471
SPLUS-d,SPLUS-d263,126.0003,-30.8471
SPLUS-d,SPLUS-d264,127.6367,-30.8471
SPLUS-d,SPLUS-d266,104.5165,-32.2291
SPLUS-d,SPLUS-d267,106.1755,-32.2291
SPLUS-d,SPLUS-d268,107.8345,-32.2291
SPLUS-d,SPLUS-d269,109.4935,-32.2291
SPLUS-d,SPLUS-d270,111.1524,-32.2291
SPLUS-d,SPLUS-d271,112.8114,-32.2291
SPLUS-d,SPLUS-d272,114.4704,-32.2291
SPLUS-d,SPLUS-d273,116.1294,-32.2291
SPLUS-d,SPLUS-d274,117.7884,-32.2291
SPLUS-d,SPLUS-d275,119.4474,-32.2291
SPLUS-d,SPLUS-d276,121.1064,-32.2291
SPLUS-d,SPLUS-d277,122.7654,-32.2291
SPLUS-d,SPLUS-d278,124.4243,-32.2291
SPLUS-d,SPLUS-d279,126.0833,-32.2291
SPLUS-d,SPLUS-d280,127.7423,-32.2291
SPLUS-d,SPLUS-d281,103.0989,-33.6091
SPLUS-d,SPLUS-d282,104.7891,-33.6091
SPLUS-d,SPLUS-d283,106.4792,-33.6091
SPLUS-d,SPLUS-d284,108.1693,-33.6091
SPLUS-d,SPLUS-d285,109.8596,-33.6091
SPLUS-d,SPLUS-d286,111.5496,-33.6091
SPLUS-d,SPLUS-d287,113.2398,-33.6091
SPLUS-d,SPLUS-d288,114.9299,-33.6091
SPLUS-d,SPLUS-d289,116.6200,-33.6091
SPLUS-d,SPLUS-d290,118.3102,-33.6091
SPLUS-d,SPLUS-d291,120.0004,-33.6091
SPLUS-d,SPLUS-d292,121.6905,-33.6091
SPLUS-d,SPLUS-d293,123.3806,-33.6092
SPLUS-d,SPLUS-d294,125.0708,-33.6091
SPLUS-d,SPLUS-d295,126.7609,-33.6091
SPLUS-d,SPLUS-d296,128.4511,-33.6092
SPLUS-d,SPLUS-d297,104.5718,-34.9868
SPLUS-d,SPLUS-d298,106.2861,-34.9868
SPLUS-d,SPLUS-d299,108.0004,-34.9868
SPLUS-d,SPLUS-d300,109.7146,-34.9868
SPLUS-d,SPLUS-d301,111.4290,-34.9868
SPLUS-d,SPLUS-d302,113.1432,-34.9868
SPLUS-d,SPLUS-d303,114.8575,-34.9868
SPLUS-d,SPLUS-d304,116.5718,-34.9868
SPLUS-d,SPLUS-d305,118.2861,-34.9868
SPLUS-d,SPLUS-d306,120.0004,-34.9868
SPLUS-d,SPLUS-d307,121.7146,-34.9868
SPLUS-d,SPLUS-d308,123.4290,-34.9868
SPLUS-d,SPLUS-d309,125.1433,-34.9868
SPLUS-d,SPLUS-d310,126.8575,-34.9868
SPLUS-d,SPLUS-d311,128.5718,-34.9868
SPLUS-d,SPLUS-d313,104.3482,-36.3624
SPLUS-d,SPLUS-d314,106.0874,-36.3624
SPLUS-d,SPLUS-d315,107.8264,-36.3624
SPLUS-d,SPLUS-d317,111.3047,-36.3624
SPLUS-d,SPLUS-d318,113.0439,-36.3624
SPLUS-d,SPLUS-d319,114.7829,-36.3624
SPLUS-d,SPLUS-d320,116.5221,-36.3624
SPLUS-d,SPLUS-d321,118.2613,-36.3624
SPLUS-d,SPLUS-d322,120.0004,-36.3624
SPLUS-d,SPLUS-d323,121.7395,-36.3624
SPLUS-d,SPLUS-d324,123.4786,-36.3624
SPLUS-d,SPLUS-d325,125.2178,-36.3624
SPLUS-d,SPLUS-d326,126.9569,-36.3624
SPLUS-d,SPLUS-d327,128.6960,-36.3624
SPLUS-d,SPLUS-d328,130.4351,-36.3624
SPLUS-d,SPLUS-d329,132.1743,-36.3624
SPLUS-d,SPLUS-d330,104.6309,-37.7361
SPLUS-d,SPLUS-d331,106.4043,-37.7361
SPLUS-d,SPLUS-d334,111.7245,-37.7361
SPLUS-d,SPLUS-d335,113.4979,-37.7361
SPLUS-d,SPLUS-d336,115.2713,-37.7361
SPLUS-d,SPLUS-d338,118.8181,-37.7361
SPLUS-d,SPLUS-d339,120.5915,-37.7361
SPLUS-d,SPLUS-d340,122.3649,-37.7361
SPLUS-d,SPLUS-d341,124.1383,-37.7361
SPLUS-d,SPLUS-d342,125.9117,-37.7361
SPLUS-d,SPLUS-d343,127.6851,-37.7361
SPLUS-d,SPLUS-d344,129.4585,-37.7361
SPLUS-d,SPLUS-d345,131.2319,-37.7361
SPLUS-d,SPLUS-d346,133.0053,-37.7361
SPLUS-d,SPLUS-d347,106.7341,-39.1074
SPLUS-d,SPLUS-d348,108.5431,-39.1073
SPLUS-d,SPLUS-d349,110.3522,-39.1073
SPLUS-d,SPLUS-d350,112.1611,-39.1073
SPLUS-d,SPLUS-d351,113.9702,-39.1073
SPLUS-d,SPLUS-d352,115.7793,-39.1074
SPLUS-d,SPLUS-d353,117.5883,-39.1073
SPLUS-d,SPLUS-d356,123.0154,-39.1074
SPLUS-d,SPLUS-d357,124.8245,-39.1073
SPLUS-d,SPLUS-d358,126.6335,-39.1073
SPLUS-d,SPLUS-d359,128.4426,-39.1073
SPLUS-d,SPLUS-d360,130.2517,-39.1073
SPLUS-d,SPLUS-d361,132.0607,-39.1073
SPLUS-d,SPLUS-d362,133.8697,-39.1074
SPLUS-d,SPLUS-d363,107.0773,-40.4761
SPLUS-d,SPLUS-d364,108.9235,-40.4761
SPLUS-d,SPLUS-d366,112.6158,-40.4761
SPLUS-d,SPLUS-d367,114.4619,-40.4761
SPLUS-d,SPLUS-d372,123.6927,-40.4761
SPLUS-d,SPLUS-d373,125.5388,-40.4761
SPLUS-d,SPLUS-d374,127.3850,-40.4761
SPLUS-d,SPLUS-d375,129.2311,-40.4761
SPLUS-d,SPLUS-d376,131.0773,-40.4761
SPLUS-d,SPLUS-d377,132.9235,-40.4761
SPLUS-d,SPLUS-d378,134.7696,-40.4761
SPLUS-d,SPLUS-d379,107.4349,-41.8423
SPLUS-d,SPLUS-d386,120.6286,-41.8423
SPLUS-d,SPLUS-d387,122.5134,-41.8423
SPLUS-d,SPLUS-d388,124.3983,-41.8423
SPLUS-d,SPLUS-d389,126.2831,-41.8423
SPLUS-d,SPLUS-d390,128.1679,-41.8423
SPLUS-d,SPLUS-d391,130.0527,-41.8423
SPLUS-d,SPLUS-d392,131.9375,-41.8423
SPLUS-d,SPLUS-d393,133.8223,-41.8423
SPLUS-d,SPLUS-d394,107.8079,-43.2059
SPLUS-d,SPLUS-d401,121.2838,-43.2059
SPLUS-d,SPLUS-d402,123.2089,-43.2060
SPLUS-d,SPLUS-d403,125.1340,-43.2059
SPLUS-d,SPLUS-d404,127.0592,-43.2059
SPLUS-d,SPLUS-d405,128.9844,-43.2059
SPLUS-d,SPLUS-d406,130.9094,-43.2059
SPLUS-d,SPLUS-d407,132.8346,-43.2059
SPLUS-d,SPLUS-d408,134.7597,-43.2059
SPLUS-d,SPLUS-d415,121.9676,-44.5670
SPLUS-d,SPLUS-d416,123.9348,-44.5669
SPLUS-d,SPLUS-d417,125.9020,-44.5669
SPLUS-d,SPLUS-d418,127.8692,-44.5669
SPLUS-d,SPLUS-d419,129.8364,-44.5669
SPLUS-d,SPLUS-d420,131.8037,-44.5670
SPLUS-d,SPLUS-d421,133.7709,-44.5669
SPLUS-d,SPLUS-d429,124.6931,-45.9253
SPLUS-d,SPLUS-d430,126.7042,-45.9253
SPLUS-d,SPLUS-d431,128.7154,-45.9253
SPLUS-d,SPLUS-d433,132.7378,-45.9253
SPLUS-d,SPLUS-d434,134.7489,-45.9253
SPLUS-d,SPLUS-d435,111.0861,-47.2810
SPLUS-d,SPLUS-d442,125.4861,-47.2810
SPLUS-d,SPLUS-d443,127.5432,-47.2810
SPLUS-d,SPLUS-d445,131.6575,-47.2810
SPLUS-d,SPLUS-d446,133.7146,-47.2810
SPLUS-d,SPLUS-d452,122.8239,-48.6340
SPLUS-d,SPLUS-d453,124.9416,-48.6340
SPLUS-d,SPLUS-d454,127.0592,-48.6339
SPLUS-d,SPLUS-d455,129.1769,-48.6339
SPLUS-d,SPLUS-d456,131.2945,-48.6340
SPLUS-d,SPLUS-d457,133.4121,-48.6339
SPLUS-d,SPLUS-d464,125.7834,-49.9833
SPLUS-d,SPLUS-d465,127.9522,-49.9833
SPLUS-d,SPLUS-d466,130.1208,-49.9833
SPLUS-d,SPLUS-d467,132.2896,-49.9833
SPLUS-d,SPLUS-d468,134.4582,-49.9833
SPLUS-d,SPLUS-d475,127.4538,-51.3299
SPLUS-d,SPLUS-d476,129.6898,-51.3299
SPLUS-d,SPLUS-d477,131.9258,-51.3299
SPLUS-d,SPLUS-d478,134.1619,-51.3299
SPLUS-d,SPLUS-d480,116.9431,-52.6726
SPLUS-d,SPLUS-d485,128.4080,-52.6726
SPLUS-d,SPLUS-d487,132.9940,-52.6726
SPLUS-d,SPLUS-d489,118.4214,-54.0123
SPLUS-d,SPLUS-d493,127.8951,-54.0123
SPLUS-d,SPLUS-d501,127.3473,-55.3480
SPLUS-d,SPLUS-d504,134.6942,-55.3480
SPLUS-d,SPLUS-d509,129.2962,-56.6794
SPLUS-d,SPLUS-d510,131.8314,-56.6794
SPLUS-d,SPLUS-d511,134.3666,-56.6794
SPLUS-d,SPLUS-d515,128.7595,-58.0064
SPLUS-d,SPLUS-d516,131.3872,-58.0064
SPLUS-d,SPLUS-d517,134.0149,-58.0064
SPLUS-d,SPLUS-d521,129.9252,-59.3286
SPLUS-d,SPLUS-d522,132.6319,-59.3286
SPLUS-n,SPLUS-n01s01,150.7929,0.0000
SPLUS-n,SPLUS-n01s02,152.1513,0.0000
SPLUS-n,SPLUS-n01s03,153.5098,0.0000
SPLUS-n,SPLUS-n01s04,154.8683,0.0000
SPLUS-n,SPLUS-n01s05,156.2268,0.0000
SPLUS-n,SPLUS-n01s06,157.5853,0.0000
SPLUS-n,SPLUS-n01s07,158.9437,0.0000
SPLUS-n,SPLUS-n01s08,160.3022,0.0000
SPLUS-n,SPLUS-n01s09,161.6607,0.0000
SPLUS-n,SPLUS-n01s10,163.0193,0.0000
SPLUS-n,SPLUS-n01s18,173.8872,0.0000
SPLUS-n,SPLUS-n01s19,175.2456,0.0000
SPLUS-n,SPLUS-n01s20,176.6041,0.0000
SPLUS-n,SPLUS-n01s21,177.9626,0.0000
SPLUS-n,SPLUS-n01s22,179.3211,0.0000
SPLUS-n,SPLUS-n01s23,180.6796,0.0000
SPLUS-n,SPLUS-n01s24,182.0382,0.0000
SPLUS-n,SPLUS-n01s25,183.3966,0.0000
SPLUS-n,SPLUS-n01s26,184.7551,0.0000
SPLUS-n,SPLUS-n01s27,186.1135,0.0000
SPLUS-n,SPLUS-n01s28,187.4720,0.0000
SPLUS-n,SPLUS-n01s37,199.6985,0.0000
SPLUS-n,SPLUS-n01s38,201.0570,0.0000
SPLUS-n,SPLUS-n01s45,210.5670,0.0000
SPLUS-n,SPLUS-n01s46,211.9254,0.0000
SPLUS-n,SPLUS-n01s47,213.2836,0.0000
SPLUS-n,SPLUS-n01s48,214.6420,0.0000
SPLUS-n,SPLUS-n01s49,216.0003,0.0000
SPLUS-n,SPLUS-n01s50,217.3587,0.0000
SPLUS-n,SPLUS-n01s51,218.7171,0.0000
SPLUS-n,SPLUS-n01s52,220.0753,0.0000
SPLUS-n,SPLUS-n01s53,221.4337,0.0000
SPLUS-n,SPLUS-n01s54,222.7920,0.0000
SPLUS-n,SPLUS-n01s55,224.1504,0.0000
SPLUS-n,SPLUS-n02n01,150.7928,1.3593
SPLUS-n,SPLUS-n02n02,152.1513,1.3593
SPLUS-n,SPLUS-n02n03,153.5098,1.3593
SPLUS-n,SPLUS-n02n04,154.8683,1.3593
SPLUS-n,SPLUS-n02n05,156.2268,1.3593
SPLUS-n,SPLUS-n02n06,157.5852,1.3593
SPLUS-n,SPLUS-n02n07,158.9438,1.3593
SPLUS-n,SPLUS-n02n18,173.8871,1.3593
SPLUS-n,SPLUS-n02n19,175.2457,1.3593
SPLUS-n,SPLUS-n02n20,176.6042,1.3593
SPLUS-n,SPLUS-n02n21,177.9626,1.3593
SPLUS-n,SPLUS-n02n22,179.3211,1.3593
SPLUS-n,SPLUS-n02n23,180.6796,1.3593
SPLUS-n,SPLUS-n02n24,182.0381,1.3593
SPLUS-n,SPLUS-n02n25,183.3966,1.3593
SPLUS-n,SPLUS-n02n26,184.7551,1.3593
SPLUS-n,SPLUS-n02n27,186.1136,1.3593
SPLUS-n,SPLUS-n02n28,187.4720,1.3593
SPLUS-n,SPLUS-n02n44,209.2079,1.3593
SPLUS-n,SPLUS-n02n45,210.5671,1.3593
SPLUS-n,SPLUS-n02n46,211.9253,1.3593
SPLUS-n,SPLUS-n02n47,213.2837,1.3593
SPLUS-n,SPLUS-n02n48,214.6421,1.3593
SPLUS-n,SPLUS-n02n49,216.0003,1.3593
SPLUS-n,SPLUS-n02n50,217.3587,1.3593
SPLUS-n,SPLUS-n02n51,218.7170,1.3593
SPLUS-n,SPLUS-n02n52,220.0754,1.3593
SPLUS-n,SPLUS-n02n53,221.4337,1.3593
SPLUS-n,SPLUS-n02n54,222.7920,1.3593
SPLUS-n,SPLUS-n02n55,224.1504,1.3593
SPLUS-n,SPLUS-n02s01,150.7928,-1.3593
SPLUS-n,SPLUS-n02s02,152.1514,-1.3593
SPLUS-n,SPLUS-n02s03,153.5099,-1.3593
SPLUS-n,SPLUS-n02s04,154.8683,-1.3593
SPLUS-n,SPLUS-n02s05,156.2268,-1.3593
SPLUS-n,SPLUS-n02s06,157.5853,-1.3593
SPLUS-n,SPLUS-n02s07,158.9438,-1.3593
SPLUS-n,SPLUS-n02s08,160.3023,-1.3593
SPLUS-n,SPLUS-n02s09,161.6607,-1.3593
SPLUS-n,SPLUS-n02s10,163.0192,-1.3593
SPLUS-n,SPLUS-n02s18,173.8872,-1.3593
SPLUS-n,SPLUS-n02s19,175.2456,-1.3593
SPLUS-n,SPLUS-n02s20,176.6041,-1.3593
SPLUS-n,SPLUS-n02s21,177.9626,-1.3593
SPLUS-n,SPLUS-n02s22,179.3211,-1.3593
SPLUS-n,SPLUS-n02s23,180.6796,-1.3593
SPLUS-n,SPLUS-n02s24,182.0381,-1.3593
SPLUS-n,SPLUS-n02s25,183.3966,-1.3593
SPLUS-n,SPLUS-n02s26,184.7551,-1.3593
SPLUS-n,SPLUS-n02s27,186.1136,-1.3593
SPLUS-n,SPLUS-n02s28,187.4721,-1.3593
SPLUS-n,SPLUS-n02s37,199.6985,-1.3593
SPLUS-n,SPLUS-n02s38,201.0570,-1.3593
SPLUS-n,SPLUS-n02s44,209.2079,-1.3593
SPLUS-n,SPLUS-n02s45,210.5670,-1.3592
SPLUS-n,SPLUS-n02s46,211.9253,-1.3592
SPLUS-n,SPLUS-n02s47,213.2837,-1.3592
SPLUS-n,SPLUS-n02s48,214.6421,-1.3592
SPLUS-n,SPLUS-n02s49,216.0004,-1.3592
SPLUS-n,SPLUS-n02s50,217.3587,-1.3592
SPLUS-n,SPLUS-n02s51,218.7170,-1.3592
SPLUS-n,SPLUS-n02s52,220.0754,-1.3592
SPLUS-n,SPLUS-n02s53,221.4337,-1.3592
SPLUS-n,SPLUS-n02s54,222.7921,-1.3592
SPLUS-n,SPLUS-n02s55,224.1504,-1.3592
SPLUS-n,SPLUS-n03n01,150.7928,2.7172
SPLUS-n,SPLUS-n03n02,152.1513,2.7172
SPLUS-n,SPLUS-n03n03,153.5098,2.7172
SPLUS-n,SPLUS-n03n04,154.8683,2.7172
SPLUS-n,SPLUS-n03n22,179.3211,2.7172
SPLUS-n,SPLUS-n03n23,180.6796,2.7172
SPLUS-n,SPLUS-n03n24,182.0382,2.7172
SPLUS-n,SPLUS-n03n51,218.7171,2.7172
SPLUS-n,SPLUS-n03n52,220.0754,2.7172
SPLUS-n,SPLUS-n03n53,221.4337,2.7172
SPLUS-n,SPLUS-n03n54,222.7920,2.7172
SPLUS-n,SPLUS-n03n55,224.1504,2.7172
SPLUS-n,SPLUS-n03s01,150.7928,-2.7172
SPLUS-n,SPLUS-n03s02,152.1513,-2.7172
SPLUS-n,SPLUS-n03s03,153.5098,-2.7172
SPLUS-n,SPLUS-n03s04,154.8683,-2.7172
SPLUS-n,SPLUS-n03s05,156.2268,-2.7172
SPLUS-n,SPLUS-n03s06,157.5852,-2.7172
SPLUS-n,SPLUS-n03s07,158.9437,-2.7172
SPLUS-n,SPLUS-n03s08,160.3022,-2.7172
SPLUS-n,SPLUS-n03s09,161.6608,-2.7172
SPLUS-n,SPLUS-n03s10,163.0193,-2.7172
SPLUS-n,SPLUS-n03s11,164.3777,-2.7172
SPLUS-n,SPLUS-n03s18,173.8871,-2.7172
SPLUS-n,SPLUS-n03s19,175.2457,-2.7172
SPLUS-n,SPLUS-n03s20,176.6041,-2.7172
SPLUS-n,SPLUS-n03s21,177.9627,-2.7172
SPLUS-n,SPLUS-n03s22,179.3211,-2.7172
SPLUS-n,SPLUS-n03s23,180.6796,-2.7172
SPLUS-n,SPLUS-n03s24,182.0381,-2.7172
SPLUS-n,SPLUS-n03s25,183.3966,-2.7172
SPLUS-n,SPLUS-n03s26,184.7551,-2.7172
SPLUS-n,SPLUS-n03s27,186.1136,-2.7172
SPLUS-n,SPLUS-n03s28,187.4721,-2.7172
SPLUS-n,SPLUS-n03s43,207.8495,-2.7172
SPLUS-n,SPLUS-n03s44,209.2079,-2.7172
SPLUS-n,SPLUS-n03s54,222.7920,-2.7172
SPLUS-n,SPLUS-n04n01,150.7928,4.0737
SPLUS-n,SPLUS-n04n02,152.1513,4.0737
SPLUS-n,SPLUS-n04n51,218.7171,4.0737
SPLUS-n,SPLUS-n04n52,220.0753,4.0737
SPLUS-n,SPLUS-n04n53,221.4337,4.0737
SPLUS-n,SPLUS-n04n54,222.7920,4.0737
SPLUS-n,SPLUS-n04n55,224.1504,4.0737
SPLUS-n,SPLUS-n04s01,150.7928,-4.0737
SPLUS-n,SPLUS-n04s02,152.1513,-4.0737
SPLUS-n,SPLUS-n04s03,153.5098,-4.0737
SPLUS-n,SPLUS-n04s04,154.8683,-4.0738
SPLUS-n,SPLUS-n04s05,156.2268,-4.0737
SPLUS-n,SPLUS-n04s06,157.5852,-4.0737
SPLUS-n,SPLUS-n04s07,158.9437,-4.0738
SPLUS-n,SPLUS-n04s08,160.3023,-4.0737
SPLUS-n,SPLUS-n04s09,161.6608,-4.0737
SPLUS-n,SPLUS-n04s10,163.0193,-4.0737
SPLUS-n,SPLUS-n04s11,164.3777,-4.0737
SPLUS-n,SPLUS-n04s12,165.7362,-4.0737
SPLUS-n,SPLUS-n04s13,167.0947,-4.0737
SPLUS-n,SPLUS-n04s23,180.6796,-4.0737
SPLUS-n,SPLUS-n04s41,205.1325,-4.0737
SPLUS-n,SPLUS-n04s42,206.4909,-4.0737
SPLUS-n,SPLUS-n04s43,207.8494,-4.0737
SPLUS-n,SPLUS-n04s44,209.2079,-4.0737
SPLUS-n,SPLUS-n04s54,222.7920,-4.0736
SPLUS-n,SPLUS-n04s55,224.1504,-4.0736
SPLUS-n,SPLUS-n05n50,216.8170,5.4289
SPLUS-n,SPLUS-n05n51,218.1837,5.4289
SPLUS-n,SPLUS-n05n52,219.5462,5.4289
SPLUS-n,SPLUS-n05n53,220.9087,5.4289
SPLUS-n,SPLUS-n05n54,222.2712,5.4289
SPLUS-n,SPLUS-n05n55,223.6378,5.4289
SPLUS-n,SPLUS-n05s01,150.0004,-5.4289
SPLUS-n,SPLUS-n05s02,151.3640,-5.4289
SPLUS-n,SPLUS-n05s03,152.7277,-5.4289
SPLUS-n,SPLUS-n05s04,154.0913,-5.4289
SPLUS-n,SPLUS-n05s05,155.4549,-5.4289
SPLUS-n,SPLUS-n05s06,156.8185,-5.4289
SPLUS-n,SPLUS-n05s07,158.1822,-5.4289
SPLUS-n,SPLUS-n05s08,159.5458,-5.4289
SPLUS-n,SPLUS-n05s09,160.9095,-5.4289
SPLUS-n,SPLUS-n05s10,162.2731,-5.4289
SPLUS-n,SPLUS-n05s11,163.6368,-5.4289
SPLUS-n,SPLUS-n05s12,165.0004,-5.4289
SPLUS-n,SPLUS-n05s13,166.3640,-5.4289
SPLUS-n,SPLUS-n05s14,167.7277,-5.4289
SPLUS-n,SPLUS-n05s15,169.0913,-5.4289
SPLUS-n,SPLUS-n05s43,207.2731,-5.4289
SPLUS-n,SPLUS-n05s44,208.6368,-5.4289
SPLUS-n,SPLUS-n05s45,210.0003,-5.4289
SPLUS-n,SPLUS-n05s53,220.9087,-5.4289
SPLUS-n,SPLUS-n05s54,222.2712,-5.4289
SPLUS-n,SPLUS-n05s55,223.6379,-5.4289
SPLUS-n,SPLUS-n06s01,150.0004,-6.7826
SPLUS-n,SPLUS-n06s02,151.3640,-6.7826
SPLUS-n,SPLUS-n06s03,152.7276,-6.7826
SPLUS-n,SPLUS-n06s04,154.0913,-6.7826
SPLUS-n,SPLUS-n06s05,155.4549,-6.7826
SPLUS-n,SPLUS-n06s06,156.8185,-6.7826
SPLUS-n,SPLUS-n06s07,158.1822,-6.7826
SPLUS-n,SPLUS-n06s08,159.5458,-6.7826
SPLUS-n,SPLUS-n06s09,160.9095,-6.7826
SPLUS-n,SPLUS-n06s10,162.2731,-6.7826
SPLUS-n,SPLUS-n06s11,163.6367,-6.7826
SPLUS-n,SPLUS-n06s12,165.0003,-6.7826
SPLUS-n,SPLUS-n06s13,166.3640,-6.7826
SPLUS-n,SPLUS-n06s14,167.7276,-6.7826
SPLUS-n,SPLUS-n06s15,169.0913,-6.7826
SPLUS-n,SPLUS-n06s16,170.4549,-6.7826
SPLUS-n,SPLUS-n06s37,199.0913,-6.7826
SPLUS-n,SPLUS-n06s40,203.1822,-6.7826
SPLUS-n,SPLUS-n06s41,204.5459,-6.7826
SPLUS-n,SPLUS-n06s42,205.9094,-6.7826
SPLUS-n,SPLUS-n06s43,207.2731,-6.7826
SPLUS-n,SPLUS-n06s44,208.6367,-6.7826
SPLUS-n,SPLUS-n06s45,210.0004,-6.7826
SPLUS-n,SPLUS-n06s52,219.5462,-6.7825
SPLUS-n,SPLUS-n06s53,220.9087,-6.7825
SPLUS-n,SPLUS-n06s54,222.2712,-6.7825
SPLUS-n,SPLUS-n06s55,223.6379,-6.7825
SPLUS-n,SPLUS-n07s01,150.5707,-8.1350
SPLUS-n,SPLUS-n07s02,151.9395,-8.1350
SPLUS-n,SPLUS-n07s03,153.3084,-8.1350
SPLUS-n,SPLUS-n07s04,154.6772,-8.1350
SPLUS-n,SPLUS-n07s05,156.0460,-8.1350
SPLUS-n,SPLUS-n07s06,157.4148,-8.1350
SPLUS-n,SPLUS-n07s07,158.7837,-8.1350
SPLUS-n,SPLUS-n07s08,160.1525,-8.1350
SPLUS-n,SPLUS-n07s09,161.5212,-8.1350
SPLUS-n,SPLUS-n07s10,162.8901,-8.1350
SPLUS-n,SPLUS-n07s11,164.2589,-8.1350
SPLUS-n,SPLUS-n07s12,165.6277,-8.1350
SPLUS-n,SPLUS-n07s13,166.9966,-8.1350
SPLUS-n,SPLUS-n07s14,168.3653,-8.1350
SPLUS-n,SPLUS-n07s15,169.7342,-8.1350
SPLUS-n,SPLUS-n07s16,171.1031,-8.1350
SPLUS-n,SPLUS-n07s17,172.4718,-8.1350
