iDR5_Field_Name,Field,NAME,CALIB,ZP_U,ZP_F378,ZP_F395,ZP_F410,ZP_F430,ZP_G,ZP_F515,ZP_R,ZP_F660,ZP_I,ZP_F861,ZP_Z
SPLUS-d075,SPLUS-d075,SPLUS-d075,Calibration_iDR5_3_PSF,22.066299438476562,21.428699493408203,20.721599578857422,20.87070083618164,20.95159912109375,22.759199142456055,21.36590003967285,23.11520004272461,22.77910041809082,23.07859992980957,21.968700408935547,22.694299697875977
SPLUS-d076,SPLUS-d076,SPLUS-d076,Calibration_iDR5_3_PSF,22.947099685668945,22.32900047302246,21.781400680541992,22.03529930114746,22.201799392700195,23.882400512695312,22.454299926757812,23.989299774169922,23.622800827026367,23.817399978637695,22.71430015563965,23.434600830078125
SPLUS-d081,SPLUS-d081,SPLUS-d081,Calibration_iDR5_3_PSF,22.210599899291992,21.546199798583984,20.79829978942871,20.95639991760254,20.996999740600586,22.76930046081543,21.38479995727539,23.141300201416016,22.79010009765625,23.100000381469727,21.987899780273438,22.742399215698242
SPLUS-d083,SPLUS-d083,SPLUS-d083,Calibration_iDR5_3_PSF,22.04450035095215,21.409799575805664,20.670000076293945,20.841800689697266,20.895999908447266,22.708599090576172,21.332700729370117,23.0939998626709,22.7549991607666,23.053499221801758,21.973600387573242,22.688400268554688
SPLUS-d084,SPLUS-d084,SPLUS-d084,Calibration_iDR5_3_PSF,22.122699737548828,21.459800720214844,20.70669937133789,20.88360023498535,20.95050048828125,22.759300231933594,21.375600814819336,23.120399475097656,22.77050018310547,23.06920051574707,21.953399658203125,22.70949935913086
SPLUS-d085,SPLUS-d085,SPLUS-d085,Calibration_iDR5_3_PSF,21.916799545288086,21.259899139404297,20.49530029296875,20.617000579833984,20.63920021057129,22.44860076904297,21.059799194335938,22.952699661254883,22.624099731445312,22.974300384521484,21.899700164794922,22.628599166870117
SPLUS-d086,SPLUS-d086,SPLUS-d086,Calibration_iDR5_3_PSF,22.045400619506836,21.385499954223633,20.63010025024414,20.793699264526367,20.85919952392578,22.663799285888672,21.306499481201172,23.059600830078125,22.716400146484375,23.027599334716797,21.927000045776367,22.671100616455078
SPLUS-d087,SPLUS-d087,SPLUS-d087,Calibration_iDR5_3_PSF,22.152299880981445,21.488500595092773,20.718299865722656,20.852800369262695,20.86479949951172,22.655099868774414,21.266199111938477,23.065399169921875,22.708499908447266,23.05270004272461,21.951400756835938,22.687599182128906
SPLUS-d090,SPLUS-d090,SPLUS-d090,Calibration_iDR5_3_PSF,22.976900100708008,22.328699111938477,21.66349983215332,21.88450050354004,21.964099884033203,23.732099533081055,22.351299285888672,24.020299911499023,23.70240020751953,23.99679946899414,22.87809944152832,23.62649917602539
SPLUS-d097,SPLUS-d097,SPLUS-d097,Calibration_iDR5_3_PSF,22.2283992767334,21.551599502563477,20.8351993560791,21.01449966430664,21.083599090576172,22.863800048828125,21.47260093688965,23.20050048828125,22.849000930786133,23.142099380493164,22.006799697875977,22.75860023498535
SPLUS-d098,SPLUS-d098,SPLUS-d098,Calibration_iDR5_3_PSF,22.259700775146484,21.606300354003906,20.84079933166504,21.00659942626953,21.051700592041016,22.839099884033203,21.448200225830078,23.179500579833984,22.83489990234375,23.134000778198242,22.01490020751953,22.777299880981445
SPLUS-d099,SPLUS-d099,SPLUS-d099,Calibration_iDR5_3_PSF,22.172000885009766,21.500900268554688,20.731300354003906,20.873699188232422,20.93670082092285,22.738100051879883,21.372699737548828,23.112600326538086,22.786800384521484,23.08930015563965,21.981599807739258,22.74220085144043
SPLUS-d102,SPLUS-d102,SPLUS-d102,Calibration_iDR5_3_PSF,22.043800354003906,21.375,20.605600357055664,20.74340057373047,20.768400192260742,22.566299438476562,21.186599731445312,23.01460075378418,22.665700912475586,23.007099151611328,21.913299560546875,22.655500411987305
SPLUS-d108,SPLUS-d108,SPLUS-d108,Calibration_iDR5_3_PSF,22.066099166870117,21.430400848388672,20.702199935913086,20.85059928894043,20.917499542236328,22.71929931640625,21.32979965209961,23.085800170898438,22.642099380493164,23.059600830078125,21.967199325561523,22.71470069885254
SPLUS-d109,SPLUS-d109,SPLUS-d109,Calibration_iDR5_3_PSF,23.12380027770996,22.463199615478516,21.88050079345703,22.144699096679688,22.29450035095215,23.946500778198242,22.501800537109375,24.0398006439209,23.6564998626709,23.907100677490234,22.781999588012695,23.56060028076172
SPLUS-d112,SPLUS-d112,SPLUS-d112,Calibration_iDR5_3_PSF,22.190799713134766,21.538799285888672,20.808900833129883,20.969200134277344,21.02680015563965,22.801300048828125,21.40850067138672,23.157400131225586,22.70050048828125,23.1028995513916,21.99329948425293,22.728700637817383
SPLUS-d115,SPLUS-d115,SPLUS-d115,Calibration_iDR5_3_PSF,22.256200790405273,21.590900421142578,20.81839942932129,20.973600387573242,21.019500732421875,22.802400588989258,21.409500122070312,23.159500122070312,22.80459976196289,23.099199295043945,21.978599548339844,22.711999893188477
SPLUS-d117,SPLUS-d117,SPLUS-d117,Calibration_iDR5_3_PSF,22.206899642944336,21.527099609375,20.777599334716797,20.92729949951172,20.983400344848633,22.779699325561523,21.388099670410156,23.1343994140625,22.788299560546875,23.108800888061523,22.000600814819336,22.753400802612305
SPLUS-d121,SPLUS-d121,SPLUS-d121,Calibration_iDR5_3_PSF,23.293399810791016,22.663400650024414,22.014299392700195,22.182199478149414,22.278600692749023,23.98430061340332,22.574600219726562,24.172300338745117,23.79789924621582,24.050500869750977,22.92889976501465,23.680299758911133
SPLUS-d123,SPLUS-d123,SPLUS-d123,Calibration_iDR5_3_PSF,22.068700790405273,21.43589973449707,20.744600296020508,20.878999710083008,20.953399658203125,22.75160026550293,21.36720085144043,23.125,22.776399612426758,23.086000442504883,21.96929931640625,22.713899612426758
SPLUS-d124,SPLUS-d124,SPLUS-d124,Calibration_iDR5_3_PSF,22.042999267578125,21.384000778198242,20.67340087890625,20.81329917907715,20.867599487304688,22.683300018310547,21.291000366210938,23.078800201416016,22.729000091552734,23.025999069213867,21.945899963378906,22.63559913635254
SPLUS-d126,SPLUS-d126,SPLUS-d126,Calibration_iDR5_3_PSF,23.149599075317383,22.47559928894043,21.917999267578125,22.200700759887695,22.332500457763672,23.95789909362793,22.525699615478516,24.062599182128906,23.68160057067871,23.92690086364746,22.808300018310547,23.568099975585938
SPLUS-d128,SPLUS-d128,SPLUS-d128,Calibration_iDR5_3_PSF,23.04640007019043,22.405000686645508,21.769100189208984,22.04669952392578,22.194799423217773,23.857999801635742,22.439899444580078,24.002700805664062,23.65530014038086,23.87529945373535,22.78820037841797,23.506000518798828
SPLUS-d131,SPLUS-d131,SPLUS-d131,Calibration_iDR5_3_PSF,22.06089973449707,21.410600662231445,20.657400131225586,20.83060073852539,20.888500213623047,22.704599380493164,21.326799392700195,23.079700469970703,22.719999313354492,23.041799545288086,21.950199127197266,22.670900344848633
SPLUS-d133,SPLUS-d133,SPLUS-d133,Calibration_iDR5_3_PSF,22.095600128173828,21.42609977722168,20.67919921875,20.840999603271484,20.889299392700195,22.700899124145508,21.322200775146484,23.078699111938477,22.649900436401367,23.037799835205078,21.947399139404297,22.665300369262695
SPLUS-d137,SPLUS-d137,SPLUS-d137,Calibration_iDR5_3_PSF,23.25860023498535,22.663700103759766,22.02519989013672,22.210100173950195,22.31599998474121,24.010299682617188,22.60099983215332,24.176300048828125,23.803199768066406,24.052499771118164,22.94029998779297,23.686899185180664
SPLUS-d140,SPLUS-d140,SPLUS-d140,Calibration_iDR5_3_PSF,22.154800415039062,21.48900032043457,20.76420021057129,20.90169906616211,20.966100692749023,22.758699417114258,21.369300842285156,23.128999710083008,22.77790069580078,23.08919906616211,21.96980094909668,22.73870086669922
SPLUS-d141,SPLUS-d141,SPLUS-d141,Calibration_iDR5_3_PSF,22.182899475097656,21.487600326538086,20.76729965209961,20.892000198364258,20.95639991760254,22.751300811767578,21.364599227905273,23.112499237060547,22.769899368286133,23.055200576782227,21.95439910888672,22.703800201416016
SPLUS-d142,SPLUS-d142,SPLUS-d142,Calibration_iDR5_3_PSF,23.156299591064453,22.457799911499023,21.733699798583984,21.886999130249023,21.952499389648438,23.71940040588379,22.329999923706055,24.03700065612793,23.681400299072266,23.968000411987305,22.856700897216797,23.58370018005371
SPLUS-d143,SPLUS-d143,SPLUS-d143,Calibration_iDR5_3_PSF,23.114299774169922,22.485200881958008,21.87779998779297,22.13520050048828,22.277299880981445,23.92650032043457,22.497600555419922,24.02630043029785,23.641300201416016,23.896299362182617,22.780399322509766,23.534099578857422
SPLUS-d146,SPLUS-d146,SPLUS-d146,Calibration_iDR5_3_PSF,22.004100799560547,21.359399795532227,20.632400512695312,20.80069923400879,20.86829948425293,22.690000534057617,21.310300827026367,23.08139991760254,22.73150062561035,23.04159927368164,21.95170021057129,22.667800903320312
SPLUS-d147,SPLUS-d147,SPLUS-d147,Calibration_iDR5_3_PSF,22.099700927734375,21.437700271606445,20.68790054321289,20.854999542236328,20.90410041809082,22.695899963378906,21.324100494384766,23.082500457763672,22.72170066833496,23.031099319458008,21.936599731445312,22.637399673461914
SPLUS-d149,SPLUS-d149,SPLUS-d149,Calibration_iDR5_3_PSF,21.826900482177734,21.171100616455078,20.39240074157715,20.520299911499023,20.521400451660156,22.343000411987305,20.976999282836914,22.88759994506836,22.584800720214844,22.929800033569336,21.882699966430664,22.587799072265625
SPLUS-d154,SPLUS-d154,SPLUS-d154,Calibration_iDR5_3_PSF,23.269800186157227,22.570199966430664,21.88249969482422,22.08880043029785,22.154199600219727,23.898500442504883,22.49449920654297,24.122400283813477,23.774999618530273,24.02519989013672,22.904699325561523,23.620800018310547
SPLUS-d155,SPLUS-d155,SPLUS-d155,Calibration_iDR5_3_PSF,22.233299255371094,21.57229995727539,20.85540008544922,20.992300033569336,21.045000076293945,22.824600219726562,21.4335994720459,23.166900634765625,22.81329917907715,23.08880043029785,21.979900360107422,22.72249984741211
SPLUS-d156,SPLUS-d156,SPLUS-d156,Calibration_iDR5_3_PSF,22.218700408935547,21.49839973449707,20.768800735473633,20.90679931640625,20.958200454711914,22.734500885009766,21.369300842285156,23.112699508666992,22.768800735473633,23.064300537109375,21.935300827026367,22.710899353027344
SPLUS-d157,SPLUS-d157,SPLUS-d157,Calibration_iDR5_3_PSF,22.197599411010742,21.534799575805664,20.786800384521484,20.937999725341797,20.995800018310547,22.781200408935547,21.40690040588379,23.148099899291992,22.805500030517578,23.097299575805664,21.98579978942871,22.757099151611328
SPLUS-d158,SPLUS-d158,SPLUS-d158,Calibration_iDR5_3_PSF,22.03070068359375,21.35070037841797,20.648000717163086,20.800899505615234,20.873199462890625,22.654800415039062,21.288400650024414,23.041200637817383,22.69029998779297,23.006999969482422,21.91629981994629,22.659099578857422
SPLUS-d159,SPLUS-d159,SPLUS-d159,Calibration_iDR5_3_PSF,23.07979965209961,22.460399627685547,21.84589958190918,22.110000610351562,22.25279998779297,23.909500122070312,22.47879981994629,24.010700225830078,23.633699417114258,23.85610008239746,22.76729965209961,23.452499389648438
SPLUS-d160,SPLUS-d160,SPLUS-d160,Calibration_iDR5_3_PSF,22.21820068359375,21.5580997467041,20.82229995727539,20.96809959411621,21.021799087524414,22.802900314331055,21.418899536132812,23.149499893188477,22.71649932861328,23.094900131225586,21.993200302124023,22.716800689697266
SPLUS-d161,SPLUS-d161,SPLUS-d161,Calibration_iDR5_3_PSF,23.14579963684082,22.466400146484375,21.748699188232422,21.908700942993164,21.98579978942871,23.766599655151367,22.363000869750977,24.05340003967285,23.693300247192383,23.979900360107422,22.841699600219727,23.60810089111328
SPLUS-d166,SPLUS-d166,SPLUS-d166,Calibration_iDR5_3_PSF,23.124799728393555,22.491300582885742,21.839099884033203,22.106399536132812,22.241100311279297,23.90060043334961,22.480300903320312,24.01959991455078,23.634199142456055,23.878999710083008,22.76799964904785,23.488300323486328
SPLUS-d170,SPLUS-d170,SPLUS-d170,Calibration_iDR5_3_PSF,23.291000366210938,22.613000869750977,21.93720054626465,22.125600814819336,22.223400115966797,23.947399139404297,22.543699264526367,24.167299270629883,23.722400665283203,24.044700622558594,22.927400588989258,23.674699783325195
SPLUS-d172,SPLUS-d172,SPLUS-d172,Calibration_iDR5_3_PSF,22.270700454711914,21.606599807739258,20.87849998474121,21.016300201416016,21.065500259399414,22.83609962463379,21.45359992980957,23.18709945678711,22.8302001953125,23.124900817871094,22.016199111938477,22.749099731445312
SPLUS-d174,SPLUS-d174,SPLUS-d174,Calibration_iDR5_3_PSF,22.140399932861328,21.46540069580078,20.70210075378418,20.84869956970215,20.88129997253418,22.659700393676758,21.28969955444336,23.06439971923828,22.713499069213867,23.04050064086914,21.93589973449707,22.697399139404297
SPLUS-d175,SPLUS-d175,SPLUS-d175,Calibration_iDR5_3_PSF,23.11680030822754,22.46820068359375,21.851699829101562,22.117300033569336,22.25670051574707,23.903900146484375,22.46969985961914,24.00589942932129,23.621299743652344,23.858600616455078,22.752399444580078,23.458499908447266
SPLUS-d179,SPLUS-d179,SPLUS-d179,Calibration_iDR5_3_PSF,22.33449935913086,21.64929962158203,20.870800018310547,21.036399841308594,21.080299377441406,22.858200073242188,21.477100372314453,23.197999954223633,22.832000732421875,23.12980079650879,21.977699279785156,22.766799926757812
SPLUS-d180,SPLUS-d180,SPLUS-d180,Calibration_iDR5_3_PSF,22.14419937133789,21.499000549316406,20.74220085144043,20.891700744628906,20.950700759887695,22.75149917602539,21.368200302124023,23.084299087524414,22.774900436401367,23.080400466918945,21.965599060058594,22.724199295043945
SPLUS-d181,SPLUS-d181,SPLUS-d181,Calibration_iDR5_3_PSF,22.273300170898438,21.605600357055664,20.84079933166504,20.996000289916992,21.0447998046875,22.81450080871582,21.436399459838867,23.16349983215332,22.805500030517578,23.106800079345703,21.988800048828125,22.744800567626953
SPLUS-d185,SPLUS-d185,SPLUS-d185,Calibration_iDR5_3_PSF,23.260700225830078,22.617799758911133,21.979999542236328,22.170799255371094,22.284700393676758,23.998600006103516,22.582700729370117,24.167600631713867,23.78580093383789,24.034099578857422,22.92140007019043,23.62700080871582
SPLUS-d187,SPLUS-d187,SPLUS-d187,Calibration_iDR5_3_PSF,23.164199829101562,22.461299896240234,21.74799919128418,21.91080093383789,21.991300582885742,23.766399383544922,22.373199462890625,24.055999755859375,23.678199768066406,23.984500885009766,22.850900650024414,23.62220001220703
SPLUS-d188,SPLUS-d188,SPLUS-d188,Calibration_iDR5_3_PSF,22.197500228881836,21.555599212646484,20.833999633789062,20.98270034790039,21.042999267578125,22.82469940185547,21.44070053100586,23.180500030517578,22.833599090576172,23.124099731445312,22.012800216674805,22.756000518798828
SPLUS-d189,SPLUS-d189,SPLUS-d189,Calibration_iDR5_3_PSF,22.10140037536621,21.42959976196289,20.699199676513672,20.834800720214844,20.885499954223633,22.662900924682617,21.292499542236328,23.06049919128418,22.718700408935547,23.04490089416504,21.93670082092285,22.712799072265625
SPLUS-d199,SPLUS-d199,SPLUS-d199,Calibration_iDR5_3_PSF,22.08609962463379,21.402000427246094,20.65239906311035,20.801300048828125,20.841899871826172,22.626100540161133,21.251399993896484,23.034099578857422,22.691699981689453,23.020299911499023,21.912500381469727,22.678800582885742
SPLUS-d202,SPLUS-d202,SPLUS-d202,Calibration_iDR5_3_PSF,23.28700065612793,22.625499725341797,21.949499130249023,22.134899139404297,22.226200103759766,23.944400787353516,22.543699264526367,24.15760040283203,23.779399871826172,24.027299880981445,22.878999710083008,23.64299964904785
SPLUS-d204,SPLUS-d204,SPLUS-d204,Calibration_iDR5_3_PSF,22.05820083618164,21.430500030517578,20.740699768066406,20.890100479125977,20.96769905090332,22.764799118041992,21.390199661254883,23.135400772094727,22.795900344848633,23.104400634765625,21.978500366210938,22.7189998626709
SPLUS-d207,SPLUS-d207,SPLUS-d207,Calibration_iDR5_3_PSF,22.180400848388672,21.541799545288086,20.799299240112305,20.95949935913086,21.017499923706055,22.79960060119629,21.420700073242188,23.159299850463867,22.698999404907227,23.104000091552734,21.99880027770996,22.726200103759766
SPLUS-d209,SPLUS-d209,SPLUS-d209,Calibration_iDR5_3_PSF,22.273099899291992,21.616300582885742,20.86590003967285,21.010799407958984,21.058900833129883,22.847700119018555,21.454700469970703,23.18869972229004,22.834800720214844,23.138599395751953,22.015600204467773,22.789400100708008
SPLUS-d211,SPLUS-d211,SPLUS-d211,Calibration_iDR5_3_PSF,22.268299102783203,21.57900047302246,20.795700073242188,20.938199996948242,20.958499908447266,22.728200912475586,21.342899322509766,23.113399505615234,22.753400802612305,23.08329963684082,21.96150016784668,22.73040008544922
SPLUS-d212,SPLUS-d212,SPLUS-d212,Calibration_iDR5_3_PSF,22.067899703979492,21.423799514770508,20.6697998046875,20.839000701904297,20.88409996032715,22.69179916381836,21.311500549316406,23.08489990234375,22.738100051879883,23.053300857543945,21.952699661254883,22.699499130249023
SPLUS-d214,SPLUS-d214,SPLUS-d214,Calibration_iDR5_3_PSF,22.127199172973633,21.443599700927734,20.677499771118164,20.827600479125977,20.874799728393555,22.654399871826172,21.283300399780273,23.05340003967285,22.702999114990234,23.031400680541992,21.92300033569336,22.700700759887695
