iDR5_Field_Name,Field,NAME,PHOT,aper_corr_single_U,aper_corr_single_F378,aper_corr_single_F395,aper_corr_single_F410,aper_corr_single_F430,aper_corr_single_G,aper_corr_single_F515,aper_corr_single_R,aper_corr_single_F660,aper_corr_single_I,aper_corr_single_F861,aper_corr_single_Z
SPLUS-s20s32,SPLUS-s20s32,SPLUS-s20s32,single,-0.10558,-0.34889,-0.34167,-0.38964,-0.37731,-0.37107,-0.36506,-0.71979,-0.69732,-0.59386,-0.5679,-0.63764
SPLUS-s20s33,SPLUS-s20s33,SPLUS-s20s33,single,-0.09781,-0.05592,-0.06574,-0.45842,-0.46278,-0.44682,-0.44968,-0.39099,-0.38465,-0.35914,-0.34881,-0.38048
SPLUS-s20s34,SPLUS-s20s34,SPLUS-s20s34,single,-0.56059,-0.55155,-0.55982,-0.51376,-0.6655,-0.5298,-0.59449,-0.42501,-0.53872,-0.34962,-0.40614,-0.48562
SPLUS-s20s35,SPLUS-s20s35,SPLUS-s20s35,single,-0.48189,-0.48181,-0.49031,-0.54669,-0.57832,-0.48415,-0.48701,-0.39641,-0.41767,-0.39805,-0.46806,-0.46719
SPLUS-s20s38,SPLUS-s20s38,SPLUS-s20s38,single,-0.54636,-0.41578,-0.48308,-0.47333,-0.48424,-0.45497,-0.40631,-0.41503,-0.36084,-0.3562,-0.32068,-0.37927
SPLUS-s20s39,SPLUS-s20s39,SPLUS-s20s39,single,-0.57611,-0.55327,-0.55342,-0.70163,-0.61024,-0.51576,-0.52437,-0.52391,-0.69832,-0.46719,-0.62183,-0.43272
SPLUS-s20s47,SPLUS-s20s47,SPLUS-s20s47,single,-0.46746,-0.44316,-0.38867,-0.44315,-0.5306,-0.54497,-0.57861,-0.55911,-0.63725,-0.46824,-0.49065,-0.44602
SPLUS-s20s48,SPLUS-s20s48,SPLUS-s20s48,single,-0.12958,-0.08729,-0.15143,-0.2922,-0.27942,-0.24849,-0.24813,-0.21805,-0.23455,-0.20119,-0.23613,-0.22527
SPLUS-s20s49,SPLUS-s20s49,SPLUS-s20s49,single,-0.14888,-0.12244,-0.3707,-0.40486,-0.39701,-0.39723,-0.40039,-0.34104,-0.32605,-0.27709,-0.31609,-0.29534
SPLUS-s20s50,SPLUS-s20s50,SPLUS-s20s50,single,-0.49706,-0.07907,-0.07315,-0.56237,-0.57009,-0.57951,-0.53891,-0.50768,-0.49728,-0.47325,-0.43493,-0.41651
SPLUS-s20s51,SPLUS-s20s51,SPLUS-s20s51,single,-0.24586,-0.177,-0.31874,-0.43656,-0.46838,-0.51648,-0.49412,-0.4099,-0.47688,-0.33868,-0.34711,-0.34266
SPLUS-s21s01,SPLUS-s21s01,SPLUS-s21s01,single,-0.11548,-0.0772,-0.14894,-0.35399,-0.33055,-0.32175,-0.30449,-0.31349,-0.41036,-0.29898,-0.34367,-0.38038
SPLUS-s21s02,SPLUS-s21s02,SPLUS-s21s02,single,-0.18998,-0.07218,-0.08595,-0.43985,-0.44612,-0.45301,-0.47675,-0.37741,-0.44655,-0.38575,-0.45257,-0.42622
SPLUS-s21s03,SPLUS-s21s03,SPLUS-s21s03,single,-0.62678,-0.49544,-0.47227,-0.53241,-0.49924,-0.48159,-0.47778,-0.46009,-0.42788,-0.40566,-0.33819,-0.35846
SPLUS-s21s04,SPLUS-s21s04,SPLUS-s21s04,single,-0.56279,-0.16667,-0.45269,-0.49966,-0.48069,-0.43666,-0.44768,-0.40417,-0.3921,-0.31224,-0.30364,-0.35742
SPLUS-s21s05,SPLUS-s21s05,SPLUS-s21s05,single,-0.56113,-0.14399,-0.62051,-0.73297,-0.62456,-0.51956,-0.529,-0.46803,-0.35095,-0.40846,-0.33237,-0.45497
SPLUS-s21s06,SPLUS-s21s06,SPLUS-s21s06,single,-0.85674,-0.84724,-0.73688,-0.80734,-0.75697,-0.63747,-0.72321,-0.72122,-0.66813,-0.63433,-0.37806,-0.54144
SPLUS-s21s07,SPLUS-s21s07,SPLUS-s21s07,single,-0.06466,-0.0464,-0.07576,-0.43632,-0.42099,-0.38705,-0.3869,-0.3502,-0.40538,-0.30643,-0.34498,-0.30398
SPLUS-s21s08,SPLUS-s21s08,SPLUS-s21s08,single,-0.25371,-0.07337,-0.06594,-0.4763,-0.47552,-0.41624,-0.41055,-0.37848,-0.35104,-0.35278,-0.27661,-0.42264
SPLUS-s21s09,SPLUS-s21s09,SPLUS-s21s09,single,-0.40089,-0.11028,-0.14577,-0.37434,-0.36384,-0.31156,-0.38524,-0.28319,-0.26455,-0.2536,-0.2279,-0.2575
SPLUS-s21s10,SPLUS-s21s10,SPLUS-s21s10,single,-0.72829,-0.57561,-0.584,-0.62485,-0.67986,-0.48853,-0.51192,-0.3849,-0.6483,-0.32524,-0.41503,-0.34522
SPLUS-s21s11,SPLUS-s21s11,SPLUS-s21s11,single,-0.05359,-0.04089,-0.04135,-0.43611,-0.33966,-0.4106,-0.41188,-0.42064,-0.41642,-0.40239,-0.39409,-0.35888
SPLUS-s21s12,SPLUS-s21s12,SPLUS-s21s12,single,-0.54767,-0.23104,-0.41041,-0.45157,-0.4341,-0.4079,-0.39844,-0.38372,-0.40781,-0.33105,-0.30413,-0.32127
SPLUS-s21s13,SPLUS-s21s13,SPLUS-s21s13,single,-0.44155,-0.21039,-0.52272,-0.55743,-0.57104,-0.77052,-0.65357,-0.7401,-0.62154,-0.57147,-0.53148,-0.66026
SPLUS-s21s14,SPLUS-s21s14,SPLUS-s21s14,single,-0.10269,-0.08331,-0.10725,-0.3424,-0.36877,-0.36857,-0.35625,-0.34223,-0.33674,-0.27438,-0.26469,-0.29595
SPLUS-s21s15,SPLUS-s21s15,SPLUS-s21s15,single,-0.07987,-0.05028,-0.05911,-0.43397,-0.46565,-0.39883,-0.41296,-0.36802,-0.35733,-0.34392,-0.28707,-0.34549
SPLUS-s21s16,SPLUS-s21s16,SPLUS-s21s16,single,-0.50866,-0.07046,-0.06159,-0.424,-0.41791,-0.41257,-0.43166,-0.39208,-0.38332,-0.34443,-0.26586,-0.34348
SPLUS-s21s17,SPLUS-s21s17,SPLUS-s21s17,single,-0.53979,-0.19128,-0.47109,-0.47246,-0.43172,-0.34943,-0.38775,-0.32371,-0.29258,-0.24389,-0.25095,-0.23972
SPLUS-s21s18,SPLUS-s21s18,SPLUS-s21s18,single,-0.47933,-0.40408,-0.44421,-0.55665,-0.54454,-0.5531,-0.54208,-0.55343,-0.62551,-0.46252,-0.45597,-0.44022
SPLUS-s21s19,SPLUS-s21s19,SPLUS-s21s19,single,-0.65988,-0.50994,-0.54633,-0.56825,-0.52754,-0.49686,-0.52981,-0.5904,-0.52407,-0.41884,-0.36812,-0.38849
SPLUS-s21s20,SPLUS-s21s20,SPLUS-s21s20,single,-0.44446,-0.15705,-0.68025,-0.81804,-0.65334,-0.57393,-0.65065,-0.53198,-0.54646,-0.41283,-0.52615,-0.42262
SPLUS-s21s21,SPLUS-s21s21,SPLUS-s21s21,single,-0.58199,-0.47653,-0.43752,-0.46205,-0.48349,-0.43394,-0.46911,-0.35068,-0.32508,-0.30501,-0.29986,-0.3443
SPLUS-s21s22,SPLUS-s21s22,SPLUS-s21s22,single,-0.34112,-0.31402,-0.33873,-0.31438,-0.3038,-0.34768,-0.29879,-0.26305,-0.32387,-0.22709,-0.30347,-0.26655
SPLUS-s21s23,SPLUS-s21s23,SPLUS-s21s23,single,-0.46348,-0.51455,-0.45206,-0.48512,-0.4837,-0.53347,-0.41181,-0.44026,-0.38967,-0.37512,-0.35223,-0.40924
SPLUS-s21s24,SPLUS-s21s24,SPLUS-s21s24,single,-0.60683,-0.53407,-0.51589,-0.59649,-0.54121,-0.49779,-0.54201,-0.41218,-0.44728,-0.43617,-0.44112,-0.47558
SPLUS-s21s25,SPLUS-s21s25,SPLUS-s21s25,single,-0.31483,-0.28147,-0.29014,-0.31283,-0.33768,-0.30049,-0.2991,-0.28283,-0.33598,-0.23748,-0.30697,-0.28305
SPLUS-s21s26,SPLUS-s21s26,SPLUS-s21s26,single,-0.38721,-0.33953,-0.31227,-0.33536,-0.34857,-0.31832,-0.34224,-0.27823,-0.298,-0.24355,-0.26925,-0.27915
SPLUS-s21s27,SPLUS-s21s27,SPLUS-s21s27,single,-0.42913,-0.39507,-0.38383,-0.41635,-0.40811,-0.35503,-0.35885,-0.31027,-0.34038,-0.27902,-0.29096,-0.3062
SPLUS-s21s28,SPLUS-s21s28,SPLUS-s21s28,single,-0.46706,-0.42275,-0.37962,-0.41583,-0.43375,-0.4878,-0.44552,-0.46552,-0.4851,-0.41347,-0.43325,-0.41102
SPLUS-s21s29,SPLUS-s21s29,SPLUS-s21s29,single,-0.31302,-0.28887,-0.37441,-0.31293,-0.30481,-0.28248,-0.27469,-0.24246,-0.2775,-0.22543,-0.25592,-0.23962
SPLUS-s21s30,SPLUS-s21s30,SPLUS-s21s30,single,-0.48728,-0.49163,-0.59583,-0.58038,-0.51198,-0.42099,-0.43784,-0.41401,-0.43382,-0.36703,-0.40911,-0.36546
SPLUS-s21s31,SPLUS-s21s31,SPLUS-s21s31,single,-0.6815,-0.55852,-0.54388,-0.4378,-0.39369,-0.34155,-0.3768,-0.28522,-0.31281,-0.27269,-0.26945,-0.29514
SPLUS-s21s32,SPLUS-s21s32,SPLUS-s21s32,single,-0.59734,-0.52877,-0.44767,-0.52777,-0.51558,-0.54087,-0.51123,-0.4639,-0.5296,-0.44577,-0.40425,-0.40524
SPLUS-s21s33,SPLUS-s21s33,SPLUS-s21s33,single,-0.08127,-0.05689,-0.05165,-0.4181,-0.40161,-0.42826,-0.39268,-0.3909,-0.40044,-0.37089,-0.36058,-0.51034
SPLUS-s21s34,SPLUS-s21s34,SPLUS-s21s34,single,-0.60542,-0.09785,-0.09463,-0.51579,-0.48827,-0.46617,-0.48571,-0.37447,-0.38211,-0.34681,-0.32687,-0.35552
SPLUS-s21s35,SPLUS-s21s35,SPLUS-s21s35,single,-0.45943,-0.31956,-0.39688,-0.40937,-0.37804,-0.35212,-0.35045,-0.31919,-0.37611,-0.29626,-0.31187,-0.32697
SPLUS-s21s36,SPLUS-s21s36,SPLUS-s21s36,single,-0.6611,-0.58285,-0.612,-0.60268,-0.55435,-0.47397,-0.57832,-0.39669,-0.37907,-0.33112,-0.30966,-0.34014
SPLUS-s21s37,SPLUS-s21s37,SPLUS-s21s37,single,-0.58447,-0.5295,-0.50484,-0.52572,-0.564,-0.60922,-0.54998,-0.60441,-0.66972,-0.56219,-0.5199,-0.65651
SPLUS-s21s38,SPLUS-s21s38,SPLUS-s21s38,single,-0.13397,-0.13269,-0.36758,-0.50221,-0.43207,-0.41284,-0.37395,-0.37398,-0.39503,-0.41961,-0.40771,-0.41942
SPLUS-s21s39,SPLUS-s21s39,SPLUS-s21s39,single,-0.47868,-0.1746,-0.45606,-0.48879,-0.46636,-0.44096,-0.48086,-0.37695,-0.43008,-0.3661,-0.316,-0.38024
SPLUS-s21s40,SPLUS-s21s40,SPLUS-s21s40,single,-0.13364,-0.06986,-0.06832,-0.44075,-0.43903,-0.43575,-0.37378,-0.3841,-0.43094,-0.35094,-0.3916,-0.35793
SPLUS-s21s41,SPLUS-s21s41,SPLUS-s21s41,single,-0.60913,-0.45604,-0.54923,-0.59836,-0.61274,-0.62525,-0.53861,-0.60307,-0.5336,-0.54754,-0.50667,-0.52285
SPLUS-s21s42,SPLUS-s21s42,SPLUS-s21s42,single,-0.21241,-0.05474,-0.0701,-0.45444,-0.41573,-0.4229,-0.40369,-0.36059,-0.33952,-0.29591,-0.27767,-0.30183
SPLUS-s21s43,SPLUS-s21s43,SPLUS-s21s43,single,-1.0191,-0.71765,-0.5909,-0.50004,-0.48634,-0.48206,-0.39028,-0.47628,-0.42872,-0.3831,-0.2907,-0.36915
SPLUS-s21s44,SPLUS-s21s44,SPLUS-s21s44,single,-0.07744,-0.04465,-0.05711,-0.42497,-0.40309,-0.4041,-0.4098,-0.36029,-0.37294,-0.32443,-0.29914,-0.34299
SPLUS-s21s45,SPLUS-s21s45,SPLUS-s21s45,single,-0.55672,-0.52372,-0.5682,-0.49298,-0.5224,-0.5395,-0.52653,-0.54373,-0.63601,-0.46198,-0.43817,-0.43987
SPLUS-s21s46,SPLUS-s21s46,SPLUS-s21s46,single,-0.55426,-0.12295,-0.39379,-0.41145,-0.38746,-0.38703,-0.3794,-0.31621,-0.3208,-0.29211,-0.29143,-0.30921
SPLUS-s21s47,SPLUS-s21s47,SPLUS-s21s47,single,-0.59065,-0.52463,-0.63569,-0.56932,-0.4871,-0.48017,-0.50691,-0.47351,-0.52072,-0.41628,-0.44892,-0.39991
SPLUS-s21s48,SPLUS-s21s48,SPLUS-s21s48,single,-0.60091,-0.31221,-0.44686,-0.55509,-0.48996,-0.40576,-0.43445,-0.41515,-0.3481,-0.30787,-0.35387,-0.30879
SPLUS-s21s49,SPLUS-s21s49,SPLUS-s21s49,single,-0.08456,-0.04673,-0.06279,-0.38758,-0.36993,-0.37533,-0.36719,-0.33252,-0.34969,-0.31541,-0.31359,-0.31838
SPLUS-s22s01,SPLUS-s22s01,SPLUS-s22s01,single,-0.148,-0.09481,-0.08521,-0.35681,-0.40552,-0.32803,-0.39037,-0.29472,-0.31642,-0.25696,-0.28352,-0.27306
SPLUS-s22s02,SPLUS-s22s02,SPLUS-s22s02,single,-0.52859,-0.09273,-0.18831,-0.48069,-0.44372,-0.45444,-0.42442,-0.43943,-0.50533,-0.35819,-0.3818,-0.36532
SPLUS-s22s03,SPLUS-s22s03,SPLUS-s22s03,single,-0.64352,-0.36753,-0.47802,-0.59842,-0.50763,-0.41966,-0.42478,-0.4276,-0.25336,-0.29313,-0.22413,-0.2836
SPLUS-s22s04,SPLUS-s22s04,SPLUS-s22s04,single,-0.16811,-0.07424,-0.16181,-0.47875,-0.46406,-0.42144,-0.46297,-0.41917,-0.36701,-0.33528,-0.32247,-0.33311
SPLUS-s22s05,SPLUS-s22s05,SPLUS-s22s05,single,-0.08986,-0.05202,-0.08929,-0.40851,-0.41503,-0.3588,-0.33171,-0.31719,-0.30049,-0.24244,-0.2473,-0.27144
SPLUS-s22s06,SPLUS-s22s06,SPLUS-s22s06,single,-0.12543,-0.08587,-0.09249,-0.41002,-0.39288,-0.3607,-0.34776,-0.30444,-0.3166,-0.26689,-0.27537,-0.30006
SPLUS-s22s07,SPLUS-s22s07,SPLUS-s22s07,single,-0.58163,-0.05989,-0.05851,-0.40929,-0.40245,-0.3905,-0.39057,-0.38377,-0.33482,-0.3096,-0.31673,-0.35602
SPLUS-s22s08,SPLUS-s22s08,SPLUS-s22s08,single,-0.17178,-0.07723,-0.14626,-0.28526,-0.27178,-0.25268,-0.24502,-0.21435,-0.25989,-0.19623,-0.20312,-0.21906
SPLUS-s22s09,SPLUS-s22s09,SPLUS-s22s09,single,-0.30156,-0.1029,-0.08697,-0.35937,-0.38999,-0.43143,-0.41702,-0.41014,-0.41204,-0.31296,-0.46187,-0.31637
SPLUS-s22s10,SPLUS-s22s10,SPLUS-s22s10,single,-0.12074,-0.09668,-0.14208,-0.35076,-0.34258,-0.38819,-0.36825,-0.38891,-0.48673,-0.34768,-0.36532,-0.34966
SPLUS-s22s11,SPLUS-s22s11,SPLUS-s22s11,single,-0.20262,-0.09536,-0.43244,-0.45331,-0.37085,-0.40402,-0.31036,-0.29707,-0.37755,-0.25075,-0.26735,-0.3066
SPLUS-s22s12,SPLUS-s22s12,SPLUS-s22s12,single,-0.07267,-0.07347,-0.07269,-0.37337,-0.35095,-0.34362,-0.32949,-0.29861,-0.34062,-0.27252,-0.29941,-0.28971
SPLUS-s22s13,SPLUS-s22s13,SPLUS-s22s13,single,-0.07442,-0.05232,-0.31815,-0.32288,-0.3211,-0.30597,-0.36351,-0.27451,-0.27226,-0.26065,-0.25762,-0.26924
SPLUS-s22s14,SPLUS-s22s14,SPLUS-s22s14,single,-0.10231,-0.06357,-0.35749,-0.42399,-0.45347,-0.30301,-0.30182,-0.23565,-0.2857,-0.22983,-0.26857,-0.2508
SPLUS-s22s15,SPLUS-s22s15,SPLUS-s22s15,single,-0.6002,-0.12531,-0.15882,-0.47552,-0.44977,-0.45902,-0.4621,-0.40974,-0.42855,-0.36861,-0.32915,-0.34761
SPLUS-s22s16,SPLUS-s22s16,SPLUS-s22s16,single,-0.45877,-0.5055,-0.07577,-0.39236,-0.37791,-0.44612,-0.51559,-0.37409,-0.40321,-0.35727,-0.32856,-0.39503
SPLUS-s22s17,SPLUS-s22s17,SPLUS-s22s17,single,-0.12394,-0.07127,-0.08094,-0.36024,-0.35853,-0.37916,-0.30095,-0.28005,-0.27306,-0.26645,-0.24842,-0.27438
SPLUS-s22s18,SPLUS-s22s18,SPLUS-s22s18,single,-0.152,-0.09244,-0.0788,-0.35199,-0.35428,-0.30478,-0.29155,-0.28463,-0.24318,-0.23384,-0.22272,-0.25114
SPLUS-s22s19,SPLUS-s22s19,SPLUS-s22s19,single,-0.56719,-0.11641,-0.11414,-0.6791,-0.54268,-0.48523,-0.50659,-0.44591,-0.49842,-0.37637,-0.35416,-0.37623
SPLUS-s22s20,SPLUS-s22s20,SPLUS-s22s20,single,-0.4805,-0.12395,-0.16634,-0.41868,-0.48615,-0.41925,-0.44181,-0.32966,-0.35532,-0.34877,-0.30953,-0.34537
SPLUS-s22s21,SPLUS-s22s21,SPLUS-s22s21,single,-0.35821,-0.40509,-0.33877,-0.34887,-0.32558,-0.3293,-0.325,-0.27473,-0.28453,-0.22888,-0.25865,-0.28563
SPLUS-s22s22,SPLUS-s22s22,SPLUS-s22s22,single,-0.55006,-0.43911,-0.37277,-0.37493,-0.28804,-0.24576,-0.2366,-0.20668,-0.2069,-0.1795,-0.21854,-0.21967
SPLUS-s22s23,SPLUS-s22s23,SPLUS-s22s23,single,-0.5012,-0.51258,-0.5002,-0.54256,-0.51693,-0.54873,-0.5097,-0.51614,-0.67085,-0.43943,-0.59802,-0.45307
SPLUS-s22s24,SPLUS-s22s24,SPLUS-s22s24,single,-0.63406,-0.65385,-0.46406,-0.49397,-0.50149,-0.44868,-0.52111,-0.33267,-0.29787,-0.32138,-0.30616,-0.3579
SPLUS-s22s25,SPLUS-s22s25,SPLUS-s22s25,single,-0.44303,-0.50638,-0.49468,-0.45603,-0.44723,-0.43871,-0.38922,-0.40978,-0.3259,-0.35665,-0.31375,-0.37071
SPLUS-s22s26,SPLUS-s22s26,SPLUS-s22s26,single,-0.61654,-0.56349,-0.55405,-0.54913,-0.50096,-0.51632,-0.49485,-0.45507,-0.50552,-0.37641,-0.40703,-0.36964
SPLUS-s22s27,SPLUS-s22s27,SPLUS-s22s27,single,-0.5448,-0.48952,-0.5528,-0.56903,-0.36996,-0.28333,-0.28742,-0.25004,-0.24249,-0.21373,-0.20095,-0.2319
SPLUS-s22s28,SPLUS-s22s28,SPLUS-s22s28,single,-0.52817,-0.468,-0.49091,-0.52549,-0.50136,-0.4773,-0.44791,-0.37083,-0.38742,-0.33572,-0.394,-0.3461
SPLUS-s22s29,SPLUS-s22s29,SPLUS-s22s29,single,-0.42225,-0.46397,-0.48349,-0.45772,-0.42017,-0.38462,-0.39098,-0.33941,-0.34507,-0.29067,-0.29078,-0.33541
SPLUS-s22s30,SPLUS-s22s30,SPLUS-s22s30,single,-0.3908,-0.45047,-0.43741,-0.44388,-0.42632,-0.36502,-0.36222,-0.33918,-0.36178,-0.27206,-0.34982,-0.31775
SPLUS-s22s31,SPLUS-s22s31,SPLUS-s22s31,single,-0.66263,-0.68618,-0.48528,-0.4758,-0.46975,-0.43133,-0.51335,-0.40276,-0.44259,-0.34146,-0.38045,-0.33603
SPLUS-s22s32,SPLUS-s22s32,SPLUS-s22s32,single,-0.51666,-0.48095,-0.6193,-0.60485,-0.5292,-0.45602,-0.48586,-0.38947,-0.29805,-0.2648,-0.2415,-0.27155
SPLUS-s22s33,SPLUS-s22s33,SPLUS-s22s33,single,-0.62841,-0.51624,-0.5251,-0.59057,-0.61933,-0.55008,-0.50855,-0.5564,-0.37826,-0.44691,-0.33675,-0.42595
SPLUS-s22s34,SPLUS-s22s34,SPLUS-s22s34,single,-0.38624,-0.36522,-0.34375,-0.33459,-0.31394,-0.36412,-0.3226,-0.38694,-0.28401,-0.28493,-0.24344,-0.27285
SPLUS-s22s35,SPLUS-s22s35,SPLUS-s22s35,single,-0.55012,-0.71198,-0.4954,-0.55068,-0.52875,-0.70872,-0.50548,-0.59589,-0.44007,-0.38131,-0.31259,-0.42558
SPLUS-s22s36,SPLUS-s22s36,SPLUS-s22s36,single,-0.63975,-0.51582,-0.48016,-0.51322,-0.533,-0.48981,-0.45079,-0.42277,-0.44447,-0.35058,-0.3293,-0.37663
SPLUS-s22s37,SPLUS-s22s37,SPLUS-s22s37,single,-0.7054,-0.66922,-0.69745,-0.63778,-0.74523,-0.4449,-0.53815,-0.37219,-0.41634,-0.33324,-0.32117,-0.31485
SPLUS-s22s38,SPLUS-s22s38,SPLUS-s22s38,single,-0.50192,-0.2214,-0.17799,-0.41273,-0.46146,-0.38792,-0.38779,-0.38238,-0.40245,-0.31178,-0.38358,-0.31584
SPLUS-s22s39,SPLUS-s22s39,SPLUS-s22s39,single,-0.62618,-0.21578,-0.33,-0.45383,-0.40823,-0.44211,-0.4192,-0.45909,-0.41073,-0.34361,-0.36185,-0.33903
SPLUS-s22s40,SPLUS-s22s40,SPLUS-s22s40,single,-0.62146,-0.48351,-0.46048,-0.47638,-0.49723,-0.48278,-0.48838,-0.39435,-0.47732,-0.3521,-0.39597,-0.33827
SPLUS-s22s41,SPLUS-s22s41,SPLUS-s22s41,single,-0.45208,-0.11411,-0.11573,-0.46988,-0.43858,-0.42496,-0.43509,-0.37316,-0.40955,-0.34885,-0.33046,-0.35049
SPLUS-s22s42,SPLUS-s22s42,SPLUS-s22s42,single,-0.54501,-0.05204,-0.05083,-0.51223,-0.51506,-0.5952,-0.54151,-0.48576,-0.47677,-0.40082,-0.35961,-0.38476
SPLUS-s22s43,SPLUS-s22s43,SPLUS-s22s43,single,-0.13892,-0.07382,-0.06995,-0.39933,-0.40839,-0.38216,-0.37889,-0.3544,-0.34283,-0.28482,-0.28441,-0.32059
SPLUS-s22s44,SPLUS-s22s44,SPLUS-s22s44,single,-0.67628,-0.7037,-0.61993,-0.74214,-0.6783,-0.73833,-0.71767,-0.72036,-0.6359,-0.57779,-0.59509,-0.51745
SPLUS-s22s45,SPLUS-s22s45,SPLUS-s22s45,single,-0.45815,-0.10921,-0.12157,-0.37784,-0.36059,-0.3224,-0.30946,-0.28811,-0.28436,-0.25873,-0.27429,-0.28259
SPLUS-s22s46,SPLUS-s22s46,SPLUS-s22s46,single,-0.10129,-0.06459,-0.09779,-0.43688,-0.41535,-0.39234,-0.38097,-0.36488,-0.40446,-0.32536,-0.31831,-0.34234
SPLUS-s22s47,SPLUS-s22s47,SPLUS-s22s47,single,-0.38937,-0.11879,-0.36224,-0.42261,-0.45038,-0.40969,-0.42278,-0.39104,-0.40476,-0.33091,-0.33005,-0.35987
SPLUS-s22s48,SPLUS-s22s48,SPLUS-s22s48,single,-0.42174,-0.08019,-0.1496,-0.33351,-0.36291,-0.31842,-0.30396,-0.27672,-0.27447,-0.24367,-0.27949,-0.27455
SPLUS-s22s49,SPLUS-s22s49,SPLUS-s22s49,single,-0.07584,-0.04909,-0.06402,-0.37206,-0.34492,-0.34306,-0.33436,-0.3303,-0.25139,-0.30516,-0.2354,-0.28924
SPLUS-s23s01,SPLUS-s23s01,SPLUS-s23s01,single,-0.6153,-0.62774,-0.6456,-0.75266,-0.68307,-0.54189,-0.66524,-0.53871,-0.71714,-0.47964,-0.54605,-0.44055
SPLUS-s23s02,SPLUS-s23s02,SPLUS-s23s02,single,-0.08069,-0.0569,-0.0711,-0.39423,-0.35095,-0.4268,-0.32088,-0.31951,-0.29291,-0.27925,-0.2844,-0.28811
SPLUS-s23s03,SPLUS-s23s03,SPLUS-s23s03,single,-0.08287,-0.05335,-0.06217,-0.42953,-0.45029,-0.43596,-0.3962,-0.4372,-0.39556,-0.37302,-0.35,-0.34605
SPLUS-s23s04,SPLUS-s23s04,SPLUS-s23s04,single,-0.56857,-0.54761,-0.51529,-0.48405,-0.46329,-0.45707,-0.48981,-0.43242,-0.4437,-0.36985,-0.35136,-0.36536
SPLUS-s23s05,SPLUS-s23s05,SPLUS-s23s05,single,-0.12388,-0.07437,-0.09463,-0.51792,-0.47527,-0.4893,-0.4948,-0.42498,-0.4689,-0.33882,-0.39511,-0.34737
SPLUS-s23s06,SPLUS-s23s06,SPLUS-s23s06,single,-0.08015,-0.07631,-0.07436,-0.3718,-0.35538,-0.32196,-0.33242,-0.27577,-0.32319,-0.24635,-0.27471,-0.27985
SPLUS-s23s08,SPLUS-s23s08,SPLUS-s23s08,single,-0.51554,-0.18948,-0.38708,-0.42586,-0.42779,-0.37729,-0.43134,-0.37615,-0.40273,-0.31418,-0.35255,-0.30295
SPLUS-s23s09,SPLUS-s23s09,SPLUS-s23s09,single,-0.54152,-0.0945,-0.18246,-0.57284,-0.57335,-0.4366,-0.478,-0.43141,-0.32937,-0.34933,-0.25777,-0.36275
SPLUS-s23s10,SPLUS-s23s10,SPLUS-s23s10,single,-0.14424,-0.08356,-0.3469,-0.39264,-0.39021,-0.41704,-0.4013,-0.41847,-0.3849,-0.38389,-0.38025,-0.33317
SPLUS-s23s11,SPLUS-s23s11,SPLUS-s23s11,single,-0.49355,-0.19384,-0.70616,-0.62407,-0.58665,-0.5953,-0.53159,-0.48256,-0.39361,-0.40615,-0.32832,-0.36461
SPLUS-s23s12,SPLUS-s23s12,SPLUS-s23s12,single,-0.1537,-0.09331,-0.10675,-0.4279,-0.41145,-0.39111,-0.40226,-0.35829,-0.3815,-0.31616,-0.30226,-0.32134
SPLUS-s23s13,SPLUS-s23s13,SPLUS-s23s13,single,-0.12381,-0.09459,-0.13538,-0.31364,-0.31925,-0.34736,-0.28048,-0.26043,-0.28165,-0.23693,-0.22928,-0.28891
SPLUS-s23s14,SPLUS-s23s14,SPLUS-s23s14,single,-0.57893,-0.61102,-0.22876,-0.4329,-0.50616,-0.42724,-0.43913,-0.37826,-0.39526,-0.40156,-0.35906,-0.54106
SPLUS-s23s15,SPLUS-s23s15,SPLUS-s23s15,single,-0.27854,-0.081,-0.08961,-0.40412,-0.39023,-0.35377,-0.36796,-0.3276,-0.32343,-0.28727,-0.30592,-0.29122
SPLUS-s23s16,SPLUS-s23s16,SPLUS-s23s16,single,-0.17817,-0.10269,-0.15623,-0.40651,-0.51689,-0.47681,-0.42941,-0.47754,-0.40711,-0.34172,-0.35431,-0.35931
SPLUS-s23s17,SPLUS-s23s17,SPLUS-s23s17,single,-0.11636,-0.05634,-0.05925,-0.34637,-0.39187,-0.38303,-0.37668,-0.333,-0.35834,-0.27758,-0.27228,-0.29187
SPLUS-s23s18,SPLUS-s23s18,SPLUS-s23s18,single,-0.08849,-0.06962,-0.12185,-0.53552,-0.45494,-0.43792,-0.44743,-0.37382,-0.3773,-0.3608,-0.3303,-0.36761
SPLUS-s23s19,SPLUS-s23s19,SPLUS-s23s19,single,-0.1379,-0.07471,-0.46566,-0.44193,-0.44093,-0.37457,-0.52522,-0.30653,-0.35166,-0.28537,-0.42902,-0.32166
SPLUS-s23s20,SPLUS-s23s20,SPLUS-s23s20,single,-0.44415,-0.16771,-0.37735,-0.43667,-0.40658,-0.42249,-0.43687,-0.37802,-0.32769,-0.32954,-0.26274,-0.32046
SPLUS-s23s21,SPLUS-s23s21,SPLUS-s23s21,single,-0.55674,-0.37966,-0.41858,-0.39738,-0.49775,-0.31247,-0.33483,-0.2758,-0.31816,-0.24522,-0.31141,-0.26385
